datetime;Hours;SYS;SE1;SE2;SE3;SE4;FI;DK1;DK2;Oslo;Kr.sand;Bergen;Molde;Tr.heim;Tromsø;EE;LV;LT
01/01/2014;00 - 01;212,81;213,86;213,86;213,86;213,86;213,86;113,01;113,01;216,84;216,84;216,84;213,86;213,86;213,86;213,86;239,14;239,14
01/01/2014;01 - 02;208,93;209,45;209,45;209,45;209,45;209,45;96,67;96,67;214,9;214,9;214,9;209,45;209,45;209,45;209,45;238,84;238,84
01/01/2014;02 - 03;202,59;204,23;204,23;204,23;204,23;204,23;90,18;90,18;211,99;211,99;211,99;204,23;204,23;204,23;204,23;204,23;204,23
01/01/2014;03 - 04;194,31;195,51;195,51;195,51;195,51;195,51;87,27;87,27;206,1;206,1;206,1;195,51;195,51;195,51;195,51;195,51;195,51
01/01/2014;04 - 05;187,67;193,79;193,79;193,79;193,79;193,79;86,97;86,97;193,79;193,79;193,79;193,79;193,79;193,79;193,79;193,79;193,79
01/01/2014;05 - 06;190,81;196,77;196,77;196,77;196,77;196,77;84,66;84,66;196,77;196,77;196,77;196,77;196,77;196,77;196,77;196,77;196,77
01/01/2014;06 - 07;194,91;199,61;199,61;199,61;199,61;199,61;73,47;73,47;199,61;199,61;199,61;199,61;199,61;199,61;199,61;199,61;199,61
01/01/2014;07 - 08;198,56;202,44;202,44;202,44;202,44;202,44;152,99;152,99;202,44;202,44;202,44;202,44;202,44;202,44;202,44;202,44;202,44
01/01/2014;08 - 09;198,94;201,17;201,17;201,17;201,17;201,17;189,46;201,17;201,17;201,17;201,17;201,17;201,17;201,17;201,17;201,17;201,17
01/01/2014;09 - 10;196,92;197,97;197,97;197,97;197,97;197,97;189,84;197,97;197,97;197,97;197,97;197,97;197,97;197,97;207,59;261,44;261,44
01/01/2014;10 - 11;205,5;205,8;205,8;205,8;205,8;205,8;183,72;205,8;205,8;205,8;205,8;205,8;205,8;205,8;228,85;261,52;261,52
01/01/2014;11 - 12;212,36;212,07;212,07;212,07;212,07;212,07;199,61;212,07;212,07;212,07;212,07;212,07;212,07;212,07;239,37;261,59;261,59
01/01/2014;12 - 13;213,78;213,93;213,93;213,93;213,93;213,93;200,43;213,93;213,93;213,93;213,93;213,93;213,93;213,93;244,29;261,59;261,59
01/01/2014;13 - 14;215,05;214,97;214,97;214,97;214,97;214,97;214,97;214,97;214,97;214,97;214,97;214,97;214,97;214,97;248,17;261,52;261,52
01/01/2014;14 - 15;216,84;216,76;216,76;216,76;216,76;216,76;216,76;216,76;216,76;216,76;216,76;216,76;216,76;216,76;256,89;261,52;261,52
01/01/2014;15 - 16;219,3;219,23;219,23;219,23;219,23;220,12;207,96;219,23;219,23;219,23;219,23;219,23;219,23;219,23;261,82;261,82;261,82
01/01/2014;16 - 17;234,82;234,14;234,14;234,14;234,14;241,53;239,51;234,14;234,14;234,14;234,14;234,14;234,14;234,14;264,73;264,73;264,73
01/01/2014;17 - 18;239,81;239,37;239,37;239,37;239,37;248,09;245,26;245,26;239,37;239,37;239,37;239,37;239,37;239,37;261,82;261,82;261,82
01/01/2014;18 - 19;236,53;235,86;235,86;235,86;235,86;253,39;240,34;240,34;235,86;235,86;235,86;235,86;235,86;235,86;261,74;261,74;261,74
01/01/2014;19 - 20;228,55;228,48;228,48;228,48;228,48;232,43;228,48;228,48;228,48;228,48;228,48;228,48;228,48;228,48;261,15;268,61;268,61
01/01/2014;20 - 21;218,63;218,85;218,85;218,85;218,85;218,85;213,63;218,85;218,85;218,85;218,85;218,85;218,85;218,85;255,18;261,37;261,37
01/01/2014;21 - 22;216,32;217,73;217,73;217,73;217,73;226,54;149,86;217,73;217,73;217,73;217,73;217,73;217,73;217,73;242,2;246,23;246,23
01/01/2014;22 - 23;211,92;214,23;214,23;214,23;214,23;214,23;112,63;214,23;214,23;214,23;214,23;214,23;214,23;214,23;214,23;214,23;214,23
01/01/2014;23 - 00;201,77;207,66;207,66;207,66;207,66;207,66;96,6;118,6;207,66;207,66;207,66;207,66;207,66;207,66;207,66;239,07;239,07
02/01/2014;00 - 01;202,89;208,11;208,11;208,11;208,11;208,11;57,14;57,14;208,11;208,11;208,11;208,11;208,11;208,11;208,11;246,23;246,23
02/01/2014;01 - 02;194,39;200,95;200,95;200,95;200,95;200,95;52,36;52,36;200,95;200,95;200,95;200,95;200,95;200,95;200,95;217,06;217,06
02/01/2014;02 - 03;189,31;196,7;196,7;196,7;196,7;196,7;14,32;14,32;196,7;196,7;196,7;196,7;196,7;196,7;196,7;216,91;216,91
02/01/2014;03 - 04;186,63;198,12;198,12;198,12;198,12;198,12;-0,37;-0,37;198,12;198,12;198,12;198,12;198,12;198,12;198,12;216,99;216,99
02/01/2014;04 - 05;192,3;202,52;202,52;202,52;202,52;202,52;0,45;0,45;202,52;202,52;202,52;202,52;202,52;202,52;202,52;268,61;268,61
02/01/2014;05 - 06;208,86;211,92;211,92;211,92;211,92;216,91;52,66;52,66;211,92;211,92;211,92;211,92;211,92;211,92;216,91;216,91;216,91
02/01/2014;06 - 07;218,03;218,78;218,78;218,78;218,78;294,49;88,02;218,78;218,78;218,78;218,78;218,78;218,78;218,78;294,49;294,49;294,49
02/01/2014;07 - 08;223,48;222,73;222,73;222,73;222,73;292,77;158,96;222,73;222,73;222,73;222,73;222,73;222,73;222,73;292,77;308,59;308,59
02/01/2014;08 - 09;228,25;227,06;227,06;227,06;227,06;272,26;227,06;227,06;227,06;227,06;227,06;227,06;227,06;227,06;272,26;297,4;297,4
02/01/2014;09 - 10;229,44;228,48;228,48;228,48;228,48;263,31;228,48;228,48;228,48;228,48;228,48;228,48;228,48;228,48;263,31;304,93;304,93
02/01/2014;10 - 11;231,16;230,19;230,19;230,19;230,19;258,24;230,19;230,19;230,19;230,19;230,19;230,19;230,19;230,19;258,24;300,98;300,98
02/01/2014;11 - 12;233,03;231,53;231,53;231,53;231,53;263,16;231,53;231,53;231,53;231,53;231,53;231,53;231,53;231,53;263,16;296,28;296,28
02/01/2014;12 - 13;232,13;231,01;231,01;231,01;231,01;262,04;231,01;231,01;231,01;231,01;231,01;231,01;231,01;231,01;262,04;299,64;299,64
02/01/2014;13 - 14;233,17;231,53;231,53;231,53;231,53;267,04;231,53;231,53;231,53;231,53;231,53;231,53;231,53;231,53;267,04;298;298
02/01/2014;14 - 15;234,52;232,06;232,06;232,06;232,06;298,96;232,06;232,06;232,06;232,06;232,06;232,06;232,06;232,06;298,96;298,96;298,96
02/01/2014;15 - 16;236,98;234,29;234,29;234,29;234,29;335,66;234,29;234,29;234,29;234,29;234,29;234,29;234,29;234,29;335,66;335,66;335,66
02/01/2014;16 - 17;242,05;238,55;238,55;238,55;238,55;332,61;238,55;238,55;238,55;238,55;238,55;238,55;238,55;238,55;332,61;332,61;332,61
02/01/2014;17 - 18;244,07;240,71;240,71;240,71;240,71;316,05;240,71;240,71;240,71;240,71;240,71;240,71;240,71;240,71;316,05;316,05;316,05
02/01/2014;18 - 19;241,31;238,1;238,1;238,1;238,1;312,54;238,1;238,1;238,1;238,1;238,1;238,1;238,1;238,1;312,54;312,54;312,54
02/01/2014;19 - 20;237,35;234,59;234,59;234,59;234,59;319,18;234,59;234,59;234,59;234,59;234,59;234,59;234,59;234,59;319,18;319,18;319,18
02/01/2014;20 - 21;231,38;230,79;230,79;230,79;230,79;246,75;230,79;230,79;230,79;230,79;230,79;230,79;230,79;230,79;246,75;246,75;246,75
02/01/2014;21 - 22;230,19;229,59;229,59;229,59;229,59;246,53;229,59;229,59;229,59;229,59;229,59;229,59;229,59;229,59;246,53;246,53;246,53
02/01/2014;22 - 23;226,91;226,91;226,91;226,91;226,91;226,91;226,91;226,91;226,91;226,91;226,91;226,91;226,91;226,91;226,91;226,91;226,91
02/01/2014;23 - 00;223,1;223,1;223,1;223,1;223,1;223,1;223,1;223,1;223,1;223,1;223,1;223,1;223,1;223,1;223,1;223,1;223,1
03/01/2014;00 - 01;210,35;209,46;209,46;209,46;209,46;209,46;204,38;209,46;212,81;212,81;212,81;209,46;209,46;209,46;209,46;246,53;246,53
03/01/2014;01 - 02;195,73;195,73;195,73;195,73;195,73;195,73;191,03;191,03;199,09;199,09;199,09;195,73;195,73;195,73;195,73;246,53;246,53
03/01/2014;02 - 03;185,14;184,84;184,84;184,84;184,84;184,84;141,88;141,88;190,29;190,29;190,29;184,84;184,84;184,84;184,84;246,46;246,46
03/01/2014;03 - 04;184,32;187,53;187,53;187,53;187,53;187,53;98,09;98,09;187,53;187,53;187,53;187,53;187,53;187,53;187,53;246,6;246,6
03/01/2014;04 - 05;189,62;194,24;194,24;194,24;194,24;194,24;119,42;119,42;194,24;194,24;194,24;194,24;194,24;194,24;194,24;302,18;302,18
03/01/2014;05 - 06;204,24;207,14;207,14;207,14;207,14;207,14;192,67;207,14;207,14;207,14;207,14;207,14;207,14;207,14;207,14;302,47;302,47
03/01/2014;06 - 07;218,41;217,36;217,36;217,36;217,36;261,15;210,87;217,36;217,36;217,36;217,36;217,36;217,36;217,36;261,15;272,12;272,12
03/01/2014;07 - 08;230,87;229,6;229,6;229,6;229,6;299,86;236,16;229,6;229,6;229,6;229,6;229,6;229,6;229,6;299,86;302,18;302,18
03/01/2014;08 - 09;234,52;232,66;232,66;232,66;232,66;324,26;232,66;232,66;232,66;232,66;232,66;232,66;232,66;232,66;324,26;342,46;342,46
03/01/2014;09 - 10;234,07;232,58;232,58;232,58;232,58;305,53;232,58;232,58;232,58;232,58;232,58;232,58;232,58;232,58;305,53;352,53;352,53
03/01/2014;10 - 11;231,69;230,87;230,87;230,87;230,87;291,81;230,87;230,87;230,87;230,87;230,87;230,87;230,87;230,87;291,81;300,31;300,31
03/01/2014;11 - 12;231,16;230,57;230,57;230,57;230,57;289,42;230,57;230,57;230,57;230,57;230,57;230,57;230,57;230,57;289,42;302,25;302,25
03/01/2014;12 - 13;230,19;229,3;229,3;229,3;229,3;287,56;229,3;229,3;229,3;229,3;229,3;229,3;229,3;229,3;287,56;302,4;302,4
03/01/2014;13 - 14;229,37;228,48;228,48;228,48;228,48;283,08;228,48;228,48;228,48;228,48;228,48;228,48;228,48;228,48;283,08;302,4;302,4
03/01/2014;14 - 15;228,63;227,21;227,21;227,21;227,21;323,81;227,21;227,21;227,21;227,21;227,21;227,21;227,21;227,21;323,81;352,75;352,75
03/01/2014;15 - 16;229,08;226,99;226,99;226,99;226,99;374,68;226,99;226,99;226,99;226,99;226,99;226,99;226,99;226,99;374,68;374,68;374,68
03/01/2014;16 - 17;231,31;230,04;230,04;230,04;230,04;363,79;230,04;230,04;230,04;230,04;230,04;230,04;230,04;230,04;363,79;363,79;363,79
03/01/2014;17 - 18;233,85;231,39;231,39;231,39;231,39;358,57;231,39;231,39;231,39;231,39;231,39;231,39;231,39;231,39;358,57;358,57;358,57
03/01/2014;18 - 19;230,79;229,6;229,6;229,6;229,6;331,42;229,6;229,6;229,6;229,6;229,6;229,6;229,6;229,6;331,42;358,12;358,12
03/01/2014;19 - 20;227,21;226,24;226,24;226,24;226,24;275,4;226,24;226,24;226,24;226,24;226,24;226,24;226,24;226,24;275,4;352,75;352,75
03/01/2014;20 - 21;221,69;221,24;221,24;221,24;221,24;249,22;221,24;221,24;221,24;221,24;221,24;221,24;221,24;221,24;249,22;352,38;352,38
03/01/2014;21 - 22;214,53;214,23;214,23;214,23;214,23;256,53;196,33;214,23;214,23;214,23;214,23;214,23;214,23;214,23;256,53;268,68;268,68
03/01/2014;22 - 23;212,52;213,56;213,56;213,56;213,56;226,61;194,69;194,69;213,56;213,56;213,56;213,56;213,56;213,56;226,61;246,68;246,68
03/01/2014;23 - 00;205,58;206,32;206,32;206,32;206,32;206,32;87,05;87,05;212,96;212,96;212,96;206,32;206,32;206,32;206,32;246,46;246,46
04/01/2014;00 - 01;197,79;198,9;198,9;198,9;198,9;198,9;75,1;75,1;203,75;203,75;203,75;198,9;198,9;198,9;198,9;246,19;246,19
04/01/2014;01 - 02;188,39;188,99;188,99;188,99;188,99;188,99;73,39;73,39;195,62;195,62;195,62;188,99;188,99;188,99;188,99;224,41;224,41
04/01/2014;02 - 03;183,54;178,62;178,62;178,62;178,62;178,62;59,14;59,14;191,07;191,07;191,07;178,62;178,62;178,62;178,62;224,26;224,26
04/01/2014;03 - 04;177,95;174,89;174,89;174,89;174,89;174,89;39,01;39,01;186,38;186,38;186,38;174,89;174,89;174,89;174,89;224,34;224,34
04/01/2014;04 - 05;181,08;180,86;180,86;180,86;180,86;180,86;38,63;38,63;187,2;187,2;187,2;180,86;180,86;180,86;180,86;224,11;224,11
04/01/2014;05 - 06;187,12;191,15;191,15;191,15;191,15;191,15;66,82;66,82;193,46;193,46;193,46;191,15;191,15;191,15;191,15;249,69;249,69
04/01/2014;06 - 07;195,25;199,05;199,05;199,05;199,05;199,05;65,03;65,03;199,05;199,05;199,05;199,05;199,05;199,05;199,05;247,75;247,75
04/01/2014;07 - 08;203,45;205,62;205,62;205,62;205,62;205,69;134,09;134,09;205,62;205,62;205,62;205,62;205,62;205,62;205,69;224,49;224,49
04/01/2014;08 - 09;207,33;207,71;207,71;207,71;207,71;226,28;202,19;207,71;207,71;207,71;207,71;207,71;207,71;207,71;226,28;302,12;302,12
04/01/2014;09 - 10;213,9;214,12;214,12;214,12;214,12;226,05;214,12;214,12;214,12;214,12;214,12;214,12;214,12;214,12;233,14;302,57;302,57
04/01/2014;10 - 11;215,54;215,61;215,61;215,61;215,61;226,05;215,61;215,61;215,61;215,61;215,61;215,61;215,61;215,61;237,02;302,79;302,79
04/01/2014;11 - 12;216,88;216,8;216,8;216,8;216,8;226,35;216,8;216,8;216,8;216,8;216,8;216,8;216,8;216,8;237,46;343,07;343,07
04/01/2014;12 - 13;217,92;217,77;217,77;217,77;217,77;226,57;217,77;217,77;217,77;217,77;217,77;217,77;217,77;217,77;238,21;342,84;342,84
04/01/2014;13 - 14;218,22;217,77;217,77;217,77;217,77;241,42;217,77;217,77;217,77;217,77;217,77;217,77;217,77;217,77;241,42;342,62;342,62
04/01/2014;14 - 15;219,79;218,89;218,89;218,89;218,89;256,18;218,89;218,89;218,89;218,89;218,89;218,89;218,89;218,89;256,18;352,09;352,09
04/01/2014;15 - 16;223,07;221,35;221,35;221,35;221,35;275,42;221,35;221,35;221,35;221,35;221,35;221,35;221,35;221,35;275,42;352,69;352,69
04/01/2014;16 - 17;228,14;226,05;226,05;226,05;226,05;339,26;226,05;226,05;226,05;226,05;226,05;226,05;226,05;226,05;339,26;380,36;380,36
04/01/2014;17 - 18;230,97;228,66;228,66;228,66;228,66;341,8;228,66;228,66;228,66;228,66;228,66;228,66;228,66;228,66;341,8;377,6;377,6
04/01/2014;18 - 19;228,89;227,1;227,1;227,1;227,1;283,7;227,1;227,1;227,1;227,1;227,1;227,1;227,1;227,1;283,7;360,82;360,82
04/01/2014;19 - 20;224,49;223,22;223,22;223,22;223,22;257,9;223,22;223,22;223,22;223,22;223,22;223,22;223,22;223,22;257,9;352,32;352,32
04/01/2014;20 - 21;215,31;214,86;214,86;214,86;214,86;240,52;214,86;214,86;214,86;214,86;214,86;214,86;214,86;214,86;240,52;302,79;302,79
04/01/2014;21 - 22;214,04;213;213;213;213;257,67;213;213;213;213;213;213;213;213;257,67;268,49;268,49
04/01/2014;22 - 23;211,96;211,14;211,14;211,14;211,14;240,07;211,14;211,14;211,14;211,14;211,14;211,14;211,14;211,14;240,07;246,41;246,41
04/01/2014;23 - 00;204,35;205,84;205,84;205,84;205,84;205,84;165,87;165,87;205,84;205,84;205,84;205,84;205,84;205,84;205,84;246,19;246,19
05/01/2014;00 - 01;206,3;207,49;207,49;207,49;207,49;207,49;148,57;148,57;207,49;207,49;207,49;207,49;207,49;207,49;207,49;246,28;246,28
05/01/2014;01 - 02;200,78;202,94;202,94;202,94;202,94;202,94;109,86;109,86;202,94;202,94;202,94;202,94;202,94;202,94;202,94;246,13;246,13
05/01/2014;02 - 03;198,92;201;201;201;201;201;99,57;99,57;201;201;201;201;201;201;201;224,42;224,42
05/01/2014;03 - 04;196,98;198,54;198,54;198,54;198,54;198,54;81,74;81,74;198,54;198,54;198,54;198,54;198,54;198,54;198,54;224,27;224,27
05/01/2014;04 - 05;198,92;199,36;199,36;199,36;199,36;199,36;189,22;189,22;199,36;199,36;199,36;199,36;199,36;199,36;199,36;224,27;224,27
05/01/2014;05 - 06;201,3;202,12;202,12;202,12;202,12;202,12;191,9;202,12;202,12;202,12;202,12;202,12;202,12;202,12;202,12;298,78;298,78
05/01/2014;06 - 07;206,67;206,75;206,75;206,75;206,75;206,75;206,75;206,75;206,75;206,75;206,75;206,75;206,75;206,75;206,75;298,41;298,41
05/01/2014;07 - 08;209,13;209,06;209,06;209,06;209,06;209,06;209,06;209,06;209,06;209,06;209,06;209,06;209,06;209,06;209,06;320,26;320,26
05/01/2014;08 - 09;209,66;209,95;209,95;209,95;209,95;209,95;198,47;209,95;209,95;209,95;209,95;209,95;209,95;209,95;222,71;313,18;313,18
05/01/2014;09 - 10;212,42;212,86;212,86;212,86;212,86;212,86;204,51;212,86;212,86;212,86;212,86;212,86;212,86;212,86;238,37;335,7;335,7
05/01/2014;10 - 11;222,78;223,23;223,23;223,23;223,23;224,8;231,66;223,23;223,23;223,23;223,23;223,23;223,23;223,23;242,32;335,93;335,93
05/01/2014;11 - 12;228,53;230,91;230,91;230,91;230,91;230,91;242,4;242,4;227,11;227,11;227,11;230,91;230,91;230,91;244,49;336;336
05/01/2014;12 - 13;229,49;232,4;232,4;232,4;232,4;232,4;236,51;236,51;227,85;227,85;227,85;232,4;232,4;232,4;245,01;336;336
05/01/2014;13 - 14;223,83;224,2;224,2;224,2;224,2;224,2;224,2;224,2;224,2;224,2;224,2;224,2;224,2;224,2;246,2;336,08;336,08
05/01/2014;14 - 15;218,9;218,61;218,61;218,61;218,61;241,58;214,43;218,61;218,61;218,61;218,61;218,61;218,61;218,61;248,74;335,93;335,93
05/01/2014;15 - 16;222,93;221,51;221,51;221,51;221,51;267,91;215,77;221,51;221,51;221,51;221,51;221,51;221,51;221,51;267,91;343,76;343,76
05/01/2014;16 - 17;233,9;233,75;233,75;233,75;233,75;286,48;233,75;233,75;230,76;230,76;230,76;233,75;233,75;233,75;286,48;350,92;350,92
05/01/2014;17 - 18;241,2;247,62;247,62;247,62;254,18;283,64;254,18;254,18;230,76;230,76;230,76;247,62;247,62;247,62;283,64;350,92;350,92
05/01/2014;18 - 19;238,15;241,58;241,58;241,58;241,58;274,62;241,58;241,58;230,17;230,17;230,17;241,58;241,58;241,58;274,62;350,84;350,84
05/01/2014;19 - 20;231,58;234,49;234,49;234,49;234,49;249,19;234,49;234,49;229,2;229,2;229,2;234,49;234,49;234,49;249,19;350,54;350,54
05/01/2014;20 - 21;227,41;227,78;227,78;227,78;227,78;227,78;227,78;227,78;227,78;227,78;227,78;227,78;227,78;227,78;237,48;336,3;336,3
05/01/2014;21 - 22;219,35;219,28;219,28;219,28;219,28;227,78;219,28;219,28;219,28;219,28;219,28;219,28;219,28;219,28;227,78;269,1;269,1
05/01/2014;22 - 23;214,95;214,88;214,88;214,88;214,88;226,14;214,88;214,88;214,88;214,88;214,88;214,88;214,88;214,88;226,14;246,57;246,57
05/01/2014;23 - 00;205,4;208,24;208,24;208,24;208,24;208,24;164,68;164,68;208,24;208,24;208,24;208,24;208,24;208,24;208,24;246,35;246,35
06/01/2014;00 - 01;199,59;204,96;204,96;204,96;204,96;204,96;103,22;103,22;204,96;204,96;204,96;204,96;204,96;204,96;204,96;246,2;246,2
06/01/2014;01 - 02;195,04;199,21;199,21;199,21;199,21;199,21;88,68;88,68;199,21;199,21;199,21;199,21;199,21;199,21;199,21;246,13;246,13
06/01/2014;02 - 03;188,1;195,04;195,04;195,04;195,04;195,04;73,47;73,47;195,04;195,04;195,04;195,04;195,04;195,04;195,04;224,42;224,42
06/01/2014;03 - 04;189,07;196,16;196,16;196,16;196,16;196,16;37,96;37,96;196,16;196,16;196,16;196,16;196,16;196,16;196,16;224,42;224,42
06/01/2014;04 - 05;191,61;197,2;197,2;197,2;197,2;197,2;29,68;29,68;197,2;197,2;197,2;197,2;197,2;197,2;197,2;298,63;298,63
06/01/2014;05 - 06;198,69;203,02;203,02;203,02;203,02;203,02;61,46;201,6;203,02;203,02;203,02;203,02;203,02;203,02;203,02;335,85;335,85
06/01/2014;06 - 07;209,28;210,85;210,85;210,85;210,85;210,85;98,53;210,85;210,85;210,85;210,85;210,85;210,85;210,85;261,86;336,08;336,08
06/01/2014;07 - 08;210,85;211,59;211,59;211,59;211,59;211,59;194,59;211,59;211,59;211,59;211,59;211,59;211,59;211,59;261,42;342,49;342,49
06/01/2014;08 - 09;212,94;213,31;213,31;213,31;213,31;213,31;206,6;213,31;213,31;213,31;213,31;213,31;213,31;213,31;264,33;358,15;358,15
06/01/2014;09 - 10;213,98;214,13;214,13;214,13;214,13;214,13;207,49;214,13;214,13;214,13;214,13;214,13;214,13;214,13;266,71;358,3;358,3
06/01/2014;10 - 11;214,35;214,8;214,8;214,8;214,8;220,77;194,37;214,8;214,8;214,8;214,8;214,8;214,8;214,8;267,01;358,38;358,38
06/01/2014;11 - 12;214,88;214,88;214,88;214,88;214,88;225,99;209,13;214,88;214,88;214,88;214,88;214,88;214,88;214,88;266,34;358,38;358,38
06/01/2014;12 - 13;214,73;214,8;214,8;214,8;214,8;219,58;209,58;214,8;214,8;214,8;214,8;214,8;214,8;214,8;267,91;358,45;358,45
06/01/2014;13 - 14;215,17;215,25;215,25;215,25;215,25;216,74;210,03;215,25;215,25;215,25;215,25;215,25;215,25;215,25;267,61;358,45;358,45
06/01/2014;14 - 15;215,55;215,03;215,03;215,03;215,03;250,01;209,88;215,03;215,03;215,03;215,03;215,03;215,03;215,03;268,35;358,53;358,53
06/01/2014;15 - 16;218,23;216,29;216,29;216,29;216,29;273,13;216,29;216,29;216,29;216,29;216,29;216,29;216,29;216,29;273,13;358,67;358,67
06/01/2014;16 - 17;226,66;225,17;225,17;225,17;225,17;280,29;225,17;225,17;225,17;225,17;225,17;225,17;225,17;225,17;280,29;373,29;373,29
06/01/2014;17 - 18;230,39;228,6;228,6;228,6;228,6;309;228,6;228,6;228,6;228,6;228,6;228,6;228,6;228,6;309;358,67;358,67
06/01/2014;18 - 19;227,11;225,39;225,39;225,39;225,39;273,5;225,39;225,39;225,39;225,39;225,39;225,39;225,39;225,39;273,5;358,45;358,45
06/01/2014;19 - 20;220,77;219,87;219,87;219,87;219,87;239,19;219,87;219,87;219,87;219,87;219,87;219,87;219,87;219,87;254,7;358,23;358,23
06/01/2014;20 - 21;216,07;216,29;216,29;216,29;216,29;216,29;216,29;216,29;216,29;216,29;216,29;216,29;216,29;216,29;241,8;358,23;358,23
06/01/2014;21 - 22;211,67;211,59;211,59;211,59;211,59;238,59;211,37;211,37;211,59;211,59;211,59;211,59;211,59;211,59;238,59;335,7;335,7
06/01/2014;22 - 23;209,36;210,25;210,25;210,25;210,25;214,13;194,07;194,07;210,25;210,25;210,25;210,25;210,25;210,25;214,13;246,5;246,5
06/01/2014;23 - 00;202,79;207,49;207,49;207,49;207,49;207,49;86,14;86,14;207,49;207,49;207,49;207,49;207,49;207,49;207,49;246,2;246,2
07/01/2014;00 - 01;199,45;204,08;204,08;204,08;204,08;204,08;69,07;69,07;204,08;204,08;204,08;204,08;204,08;204,08;204,08;224,22;224,22
07/01/2014;01 - 02;196,32;201,24;201,24;201,24;201,24;201,24;56,61;56,61;201,24;201,24;201,24;201,24;201,24;201,24;201,24;224,07;224,07
07/01/2014;02 - 03;189,76;198,19;198,19;198,19;198,19;198,19;0,52;0,52;198,19;198,19;198,19;198,19;198,19;198,19;198,19;224,22;224,22
07/01/2014;03 - 04;189,31;197,89;197,89;197,89;197,89;197,89;0,6;0,6;197,89;197,89;197,89;197,89;197,89;197,89;197,89;224,22;224,22
07/01/2014;04 - 05;196,99;202,44;202,44;202,44;202,44;202,44;15,29;15,29;202,44;202,44;202,44;202,44;202,44;202,44;202,44;343,04;343,04
07/01/2014;05 - 06;204,9;207,96;207,96;207,96;207,96;241,52;48,63;48,63;207,96;207,96;207,96;207,96;207,96;207,96;241,52;353,63;353,63
07/01/2014;06 - 07;214,15;212,36;212,36;212,36;212,36;371,31;194,46;212,36;212,36;212,36;212,36;212,36;212,36;212,36;371,31;371,31;371,31
07/01/2014;07 - 08;228,25;224,07;224,07;224,07;224,07;432,62;224,07;224,07;224,07;224,07;224,07;224,07;224,07;224,07;432,62;432,62;432,62
07/01/2014;08 - 09;232,35;230,11;230,11;230,11;230,11;337,37;230,11;230,11;229,22;229,22;229,22;230,11;230,11;230,11;337,37;354,82;354,82
07/01/2014;09 - 10;228,47;225,04;225,04;225,04;225,04;367,95;225,04;225,04;225,04;225,04;225,04;225,04;225,04;225,04;367,95;367,95;367,95
07/01/2014;10 - 11;226,75;223,7;223,7;223,7;223,7;346,32;223,7;223,7;223,7;223,7;223,7;223,7;223,7;223,7;346,32;354,9;354,9
07/01/2014;11 - 12;228,17;225,04;225,04;225,04;225,04;353,03;225,04;225,04;225,04;225,04;225,04;225,04;225,04;225,04;353,03;354,75;354,75
07/01/2014;12 - 13;225,78;222,5;222,5;222,5;222,5;354,9;222,5;222,5;222,5;222,5;222,5;222,5;222,5;222,5;354,9;354,9;354,9
07/01/2014;13 - 14;227,13;223,84;223,84;223,84;223,84;346,25;223,84;223,84;223,84;223,84;223,84;223,84;223,84;223,84;346,25;354,82;354,82
07/01/2014;14 - 15;227,95;224,14;224,14;224,14;224,14;358,55;224,14;224,14;224,14;224,14;224,14;224,14;224,14;224,14;358,55;358,55;358,55
07/01/2014;15 - 16;229,59;225,78;225,78;225,78;225,78;391,22;225,78;225,78;225,78;225,78;225,78;225,78;225,78;225,78;391,22;391,22;391,22
07/01/2014;16 - 17;233,91;230,71;230,71;230,71;230,71;388,39;228,69;230,71;228,69;228,69;228,69;230,71;230,71;230,71;388,39;388,39;388,39
07/01/2014;17 - 18;234,81;231,53;231,53;231,53;231,53;358,7;229,22;231,53;229,22;229,22;229,22;231,53;231,53;231,53;358,7;358,7;358,7
07/01/2014;18 - 19;230,26;226,98;226,98;226,98;226,98;358,18;226,98;226,98;226,98;226,98;226,98;226,98;226,98;226,98;358,18;358,18;358,18
07/01/2014;19 - 20;225,34;222,43;222,43;222,43;222,43;304,18;222,43;222,43;222,43;222,43;222,43;222,43;222,43;222,43;304,18;354,9;354,9
07/01/2014;20 - 21;221,01;219,22;219,22;219,22;219,22;254,87;219,22;219,22;219,22;219,22;219,22;219,22;219,22;219,22;254,87;354,9;354,9
07/01/2014;21 - 22;214,74;213,25;213,25;213,25;213,25;262,03;213,25;213,25;213,25;213,25;213,25;213,25;213,25;213,25;262,03;268,82;268,82
07/01/2014;22 - 23;210,64;209,9;209,9;209,9;209,9;237,57;209,9;209,9;209,9;209,9;209,9;209,9;209,9;209,9;237,57;246,22;246,22
07/01/2014;23 - 00;203,78;206,24;206,24;206,24;206,24;206,24;149,63;149,63;206,24;206,24;206,24;206,24;206,24;206,24;206,24;223,99;223,99
08/01/2014;00 - 01;200,21;202,08;202,08;202,08;202,08;202,08;164,18;164,18;202,08;202,08;202,08;202,08;202,08;202,08;202,08;202,08;202,08
08/01/2014;01 - 02;192,31;189,7;189,7;189,7;189,7;189,7;108,98;108,98;197,53;197,53;197,53;189,7;189,7;189,7;189,7;202,15;202,15
08/01/2014;02 - 03;189,32;183,28;183,28;183,28;183,28;183,28;94,51;94,51;196,26;196,26;196,26;183,28;183,28;183,28;183,28;202,08;202,08
08/01/2014;03 - 04;188,43;187,68;187,68;187,68;187,68;187,68;84,59;84,59;193,72;193,72;193,72;187,68;187,68;187,68;187,68;187,68;187,68
