datetime;Hours;SYS;SE1;SE2;SE3;SE4;FI;DK1;DK2;Oslo;Kr.sand;Bergen;Molde;Tr.heim;Tromsø;EE;ELE;LV;LT
01/01/2013;00 - 01;231,62;231,54;231,54;231,54;231,54;231,54;104,66;104,66;246,01;246,01;246,01;231,54;231,54;231,54;232,14;232,14;;182,16
01/01/2013;01 - 02;227,29;205,21;205,21;205,21;205,21;205,21;82,5;82,5;245,94;245,94;245,94;229,83;229,83;229,83;228,34;228,34;;176,19
01/01/2013;02 - 03;215,73;182,31;182,31;182,31;182,31;182,31;63,41;63,41;243,11;243,11;243,11;229,53;229,53;229,53;182,31;182,31;;178,51
01/01/2013;03 - 04;207,97;162,69;162,69;162,69;162,69;162,69;0,75;0,75;235,2;235,2;235,2;229,08;229,08;229,08;162,69;162,69;;177,91
01/01/2013;04 - 05;201,11;166,87;166,87;166,87;166,87;166,87;14,99;14,99;227,81;227,81;227,81;228,48;228,48;228,48;166,87;166,87;;173,51
01/01/2013;05 - 06;207,67;190,29;190,29;190,29;190,29;190,29;170,15;170,15;223,26;223,26;223,26;228,11;228,11;228,11;190,29;190,29;;175,6
01/01/2013;06 - 07;214,76;208,34;208,34;208,34;208,34;208,34;208,34;208,34;225,5;225,5;225,5;228,56;228,56;228,56;229,08;229,08;;167,61
01/01/2013;07 - 08;213,57;208,94;208,94;208,94;208,94;208,94;208,94;208,94;221,85;221,85;221,85;229,23;229,23;229,23;230,65;230,65;;212,97
01/01/2013;08 - 09;212,15;207,37;207,37;207,37;207,37;207,37;207,37;207,37;226,02;226,02;226,02;228,48;228,48;228,48;230,35;230,35;;211,4
01/01/2013;09 - 10;211,1;204,02;204,02;204,02;204,02;204,02;204,02;204,02;223,79;223,79;223,79;228,41;228,41;228,41;234,97;234,97;;208,87
01/01/2013;10 - 11;228,63;210,51;210,51;210,51;210,51;210,51;210,51;210,51;239,6;239,6;239,6;230,5;230,5;230,5;237,44;237,44;;209,39
01/01/2013;11 - 12;235,35;225,8;225,8;225,8;225,8;225,8;225,8;225,8;241,02;241,02;241,02;236,76;236,76;236,76;240,49;240,49;;209,31
01/01/2013;12 - 13;239,9;225,8;225,8;225,8;225,8;225,8;225,8;225,8;245,12;245,12;245,12;247,95;247,95;247,95;240,87;240,87;;209,76
01/01/2013;13 - 14;242,06;231,39;231,39;231,39;231,39;231,39;231,39;231,39;245,72;245,72;245,72;248,63;248,63;248,63;241,46;241,46;;209,76
01/01/2013;14 - 15;243,4;241,39;241,39;241,39;241,39;241,39;241,39;241,39;244,22;244,22;244,22;251,46;251,46;251,46;246,39;246,39;;210,51
01/01/2013;15 - 16;251,01;250,94;250,94;250,94;250,94;250,94;250,94;250,94;250,94;250,94;250,94;253,62;253,62;253,62;255,04;255,04;;210,95
01/01/2013;16 - 17;260,34;260,78;260,78;260,78;260,78;260,78;256,83;260,78;260,78;260,78;260,78;260,78;260,78;260,78;260,78;260,78;;211,18
01/01/2013;17 - 18;270,18;270,33;270,33;270,33;270,33;270,33;270,33;270,33;270,33;270,33;270,33;270,33;270,33;270,33;270,33;270,33;;211,1
01/01/2013;18 - 19;273,39;272,94;272,94;272,94;272,94;272,94;276,9;276,9;272,94;272,94;272,94;272,94;272,94;272,94;272,94;272,94;;212
01/01/2013;19 - 20;271,3;271,08;271,08;271,08;271,08;271,08;271,08;271,08;271,08;271,08;271,08;271,08;271,08;271,08;271,08;271,08;;209,16
01/01/2013;20 - 21;264,74;264,59;264,59;264,59;264,59;264,59;270,78;264,59;264,59;264,59;264,59;264,59;264,59;264,59;264,59;264,59;;208,79
01/01/2013;21 - 22;256,68;256,68;256,68;256,68;256,68;256,68;250,56;256,68;256,68;256,68;256,68;256,68;256,68;256,68;256,68;256,68;;171,79
01/01/2013;22 - 23;258,55;258,47;258,47;258,47;258,47;258,47;258,47;258,47;258,47;258,47;258,47;258,47;258,47;258,47;258,47;258,47;;177,54
01/01/2013;23 - 00;242,81;242,06;242,06;242,06;242,06;242,06;189,02;189,02;246,16;246,16;246,16;242,06;242,06;242,06;242,06;242,06;;176,64
02/01/2013;00 - 01;247,28;244,97;244,97;244,97;244,97;244,97;176,12;176,12;254,07;254,07;254,07;244,97;244,97;244,97;244,97;244,97;;223,86
02/01/2013;01 - 02;243,63;241,31;241,31;241,31;241,31;241,31;111,3;111,3;251,16;251,16;251,16;241,31;241,31;241,31;241,31;241,31;;194,1
02/01/2013;02 - 03;237,44;237,44;237,44;237,44;237,44;237,44;122,71;122,71;243,03;243,03;243,03;237,44;237,44;237,44;237,44;237,44;;223,79
02/01/2013;03 - 04;234,75;239,97;239,97;239,97;239,97;239,97;88,1;88,1;239,97;239,97;239,97;239,97;239,97;239,97;239,97;239,97;;194,69
02/01/2013;04 - 05;242,88;245,94;245,94;245,94;245,94;245,94;89,44;89,44;245,94;245,94;245,94;245,94;245,94;245,94;245,94;245,94;;224,01
02/01/2013;05 - 06;256,31;261,23;261,23;261,23;261,23;261,23;221,32;221,32;261,23;250,79;261,23;261,23;261,23;261,23;261,23;261,23;;328,59
02/01/2013;06 - 07;270,63;271,23;271,23;271,23;271,23;273,99;231,47;271,23;271,23;271,23;271,23;271,23;271,23;271,23;273,99;273,99;;173,51
02/01/2013;07 - 08;286,37;289,8;289,8;289,8;289,8;317,03;331,05;291,29;289,8;277,64;289,8;289,8;289,8;289,8;317,03;317,03;;221,7
02/01/2013;08 - 09;291,59;294,05;294,05;294,05;294,05;294,05;294,05;294,05;294,05;281,89;294,05;294,05;294,05;294,05;294,8;294,8;;221,77
02/01/2013;09 - 10;285,92;287,49;287,49;287,49;287,49;287,49;287,49;287,49;287,49;282,64;287,49;287,49;287,49;287,49;313,15;313,15;;218,49
02/01/2013;10 - 11;286,59;288,53;288,53;288,53;288,53;288,53;288,53;288,53;288,53;282,49;288,53;288,53;288,53;288,53;328,22;328,22;;218,49
02/01/2013;11 - 12;285,33;287,12;287,12;287,12;287,12;287,12;287,12;287,12;287,12;282,27;287,12;287,12;287,12;287,12;308,45;308,45;;218,26
02/01/2013;12 - 13;283,16;283,98;283,98;283,98;283,98;283,98;283,98;283,98;283,98;282,19;283,98;283,98;283,98;283,98;328,37;328,37;;219,31
02/01/2013;13 - 14;282,64;283,09;283,09;283,09;283,09;283,09;283,09;283,09;283,09;282,12;283,09;283,09;283,09;283,09;373,05;373,05;;302,63
02/01/2013;14 - 15;282,57;282,79;282,79;282,79;282,79;283,68;282,79;282,79;282,79;282,12;282,79;282,79;282,79;282,79;373,42;373,42;;305,91
02/01/2013;15 - 16;289,28;289,8;289,8;289,8;289,8;300,84;289,8;289,8;289,8;282,42;289,8;289,8;289,8;289,8;373,65;373,65;;328,22
02/01/2013;16 - 17;297,11;297,78;297,78;297,78;297,78;297,78;297,78;297,78;297,78;282,94;297,78;297,78;297,78;297,78;328,89;328,89;;328,29
02/01/2013;17 - 18;297,71;302,26;302,26;302,26;302,26;302,26;302,26;302,26;302,26;282,79;302,26;302,26;302,26;302,26;328,67;328,67;;312,48
02/01/2013;18 - 19;293,31;295,55;295,55;295,55;295,55;295,55;295,55;295,55;295,55;282,42;295,55;295,55;295,55;295,55;328,37;328,37;;300,47
02/01/2013;19 - 20;287,12;289,06;289,06;289,06;289,06;289,06;289,06;289,06;289,06;281,97;289,06;289,06;289,06;289,06;313,37;313,37;;294,13
02/01/2013;20 - 21;279,43;279,43;279,43;279,43;279,43;279,43;279,43;279,43;279,43;279,43;279,43;279,43;279,43;279,43;301,59;301,59;;293,76
02/01/2013;21 - 22;275,55;275,55;275,55;275,55;275,55;275,55;275,55;275,55;275,55;275,55;275,55;275,55;275,55;275,55;275,55;275,55;;253,4
02/01/2013;22 - 23;271,3;271,3;271,3;271,3;271,3;271,3;274,29;271,3;271,3;271,3;271,3;271,3;271,3;271,3;271,3;271,3;;276
02/01/2013;23 - 00;258,02;258,17;258,17;258,17;258,17;258,17;255,19;258,17;258,17;258,17;258,17;258,17;258,17;258,17;258,17;258,17;;233,63
03/01/2013;00 - 01;246,98;245,42;245,42;245,42;245,42;245,42;187,01;187,01;254,37;254,37;254,37;245,42;245,42;245,42;245,42;245,42;;276,37
03/01/2013;01 - 02;240,35;231,54;231,54;231,54;231,54;231,54;149,71;149,71;252,35;252,35;252,35;233,71;233,71;233,71;231,54;231,54;;276,37
03/01/2013;02 - 03;234,68;230,27;230,27;230,27;230,27;230,27;108,46;108,46;247,8;247,8;247,8;230,27;230,27;230,27;230,27;230,27;;276,37
03/01/2013;03 - 04;236,24;230,57;230,57;230,57;230,57;230,57;104,36;104,36;249,07;249,07;249,07;230,57;230,57;230,57;230,57;230,57;;276,3
03/01/2013;04 - 05;239,08;243,03;243,03;243,03;243,03;243,03;103,84;103,84;244,15;244,15;244,15;243,03;243,03;243,03;243,03;243,03;;398,64
03/01/2013;05 - 06;251,16;255,64;255,64;255,64;255,64;255,64;134,2;134,2;255,64;255,64;255,64;255,64;255,64;255,64;258,17;258,17;;369,1
03/01/2013;06 - 07;260,56;262,87;262,87;262,87;262,87;265,63;209,76;262,87;262,87;256,46;262,87;262,87;262,87;262,87;328,89;328,89;;362,38
03/01/2013;07 - 08;267,2;267,27;267,27;267,27;267,27;268,84;267,27;267,27;267,27;267,27;267,27;267,27;267,27;267,27;343,58;343,58;;362,83
03/01/2013;08 - 09;271,38;271,45;271,45;271,45;271,45;271,45;271,45;271,45;271,45;271,45;271,45;271,45;271,45;271,45;343,81;343,81;;360,52
03/01/2013;09 - 10;272,42;272,42;272,42;272,42;272,42;272,42;272,42;272,42;272,42;272,42;272,42;272,42;272,42;272,42;343,73;343,73;;361,04
03/01/2013;10 - 11;273,84;273,84;273,84;273,84;273,84;273,84;273,84;273,84;273,84;273,84;273,84;273,84;273,84;273,84;343,66;343,66;;360,97
03/01/2013;11 - 12;273,02;273,02;273,02;273,02;273,02;273,02;273,02;273,02;273,02;273,02;273,02;273,02;273,02;273,02;343,58;343,58;;360,07
03/01/2013;12 - 13;272,35;272,35;272,35;272,35;272,35;272,35;272,35;272,35;272,35;272,35;272,35;272,35;272,35;272,35;343,66;343,66;;360,74
03/01/2013;13 - 14;271,53;271,53;271,53;271,53;271,53;271,53;271,53;271,53;271,53;271,53;271,53;271,53;271,53;271,53;343,66;343,66;;360,37
03/01/2013;14 - 15;271,67;271,6;271,6;271,6;271,6;273,54;271,6;271,6;271,6;271,6;271,6;271,6;271,6;271,6;343,73;343,73;;362,53
03/01/2013;15 - 16;272,87;273,54;273,54;273,54;273,54;274,29;272,2;273,54;273,54;272,2;273,54;273,54;273,54;273,54;343,81;343,81;;367,31
03/01/2013;16 - 17;275,55;277,64;277,64;277,64;277,64;277,64;273,17;277,64;277,64;273,17;277,64;277,64;277,64;277,64;343,73;343,73;;368,5
03/01/2013;17 - 18;275,55;276,82;276,82;276,82;276,82;276,82;274,06;276,82;276,82;274,06;276,82;276,82;276,82;276,82;343,58;343,58;;367,23
03/01/2013;18 - 19;274,58;275,03;275,03;275,03;275,03;275,03;274,14;275,03;275,03;274,14;275,03;275,03;275,03;275,03;343,44;343,44;;360,07
03/01/2013;19 - 20;271,75;271,6;271,6;271,6;271,6;271,6;271,6;271,6;271,6;271,6;271,6;271,6;271,6;271,6;343,29;343,29;;357,01
03/01/2013;20 - 21;267,87;267,72;267,72;267,72;267,72;267,72;267,72;267,72;267,72;267,72;267,72;267,72;267,72;267,72;328,96;328,96;;363,13
03/01/2013;21 - 22;264,44;264,29;264,29;264,29;264,29;264,29;264,29;264,29;264,29;264,29;264,29;264,29;264,29;264,29;264,29;264,29;;318,07
03/01/2013;22 - 23;259,37;259,22;259,22;259,22;259,22;259,22;259,22;259,22;259,22;259,22;259,22;259,22;259,22;259,22;259,22;259,22;;290,7
03/01/2013;23 - 00;239,38;225,13;225,13;225,13;225,13;225,13;209,69;209,69;251,61;251,61;251,61;225,13;225,13;225,13;234,45;234,45;;276,37
04/01/2013;00 - 01;236,52;225,19;225,19;225,19;225,19;225,19;100,99;100,99;252,49;252,49;252,49;225,19;225,19;225,19;225,19;225,19;;275,98
04/01/2013;01 - 02;230,18;208,63;208,63;208,63;208,63;208,63;88,84;88,84;249,5;249,5;249,5;213,92;213,92;213,92;209,08;209,08;;245,25
04/01/2013;02 - 03;225,34;199,38;199,38;199,38;199,38;199,38;70,86;70,86;246,74;246,74;246,74;213,4;213,4;213,4;199,38;199,38;;245,48
04/01/2013;03 - 04;226,46;203,18;203,18;203,18;203,18;203,18;82,35;82,35;246,45;246,45;246,45;213,48;213,48;213,48;208,93;208,93;;259,8
04/01/2013;04 - 05;230,41;215,49;215,49;215,49;215,49;215,49;80,18;80,18;246,82;246,82;246,82;215,49;215,49;215,49;240,48;240,48;;251,74
04/01/2013;05 - 06;240,25;242,57;242,57;242,57;242,57;242,57;133,81;133,81;247,19;247,19;247,19;242,57;242,57;242,57;250,92;250,92;;292,84
04/01/2013;06 - 07;256,07;257,56;257,56;257,56;257,56;270,09;254,13;257,56;257,56;257,56;257,56;257,56;257,56;257,56;307,24;307,24;;325,44
04/01/2013;07 - 08;268,37;268,82;268,82;268,82;268,82;291,27;275,46;272,03;268,82;268,82;268,82;268,82;268,82;268,82;358,11;358,11;;328,35
04/01/2013;08 - 09;273,89;275,61;275,61;275,61;275,61;275,61;275,61;275,61;275,61;275,61;275,61;275,61;275,61;275,61;358,26;358,26;;328,35
04/01/2013;09 - 10;273,6;273,6;273,6;273,6;273,6;273,6;273,6;273,6;273,6;273,6;273,6;273,6;273,6;273,6;358,33;358,33;;328,35
04/01/2013;10 - 11;274,49;274,49;274,49;274,49;274,49;274,49;274,49;274,49;274,49;274,49;274,49;274,49;274,49;274,49;358,33;358,33;;328,35
04/01/2013;11 - 12;273,3;273,3;273,3;273,3;273,3;273,3;273,3;273,3;273,3;273,3;273,3;273,3;273,3;273,3;358,33;358,33;;328,35
04/01/2013;12 - 13;271,81;271,96;271,96;271,96;271,96;271,96;271,96;271,96;271,96;271,96;271,96;271,96;271,96;271,96;358,33;358,33;;328,35
04/01/2013;13 - 14;270,84;270,91;270,91;270,91;270,91;270,91;270,91;270,91;270,91;270,91;270,91;270,91;270,91;270,91;358,33;358,33;;328,35
04/01/2013;14 - 15;267,26;267,33;267,33;267,33;267,33;267,33;267,33;267,33;267,33;267,33;267,33;267,33;267,33;267,33;358,33;358,33;;328,35
04/01/2013;15 - 16;269,42;269,12;269,12;269,12;269,12;274,79;269,12;269,12;269,12;269,12;269,12;269,12;269,12;269,12;358,33;358,33;;328,35
04/01/2013;16 - 17;274,49;274,42;274,42;274,42;274,42;275,54;274,42;274,42;274,42;274,42;274,42;274,42;274,42;274,42;358,26;358,26;;328,49
04/01/2013;17 - 18;278,15;279,19;279,19;279,19;279,19;279,19;279,19;279,19;279,19;276,73;279,19;279,19;279,19;279,19;358,11;358,11;;328,42
04/01/2013;18 - 19;277,1;277,1;277,1;277,1;277,1;277,1;277,1;277,1;277,1;277,1;277,1;277,1;277,1;277,1;342,74;342,74;;328,42
04/01/2013;19 - 20;272,03;272,03;272,03;272,03;272,03;272,03;272,03;272,03;272,03;272,03;272,03;272,03;272,03;272,03;328,79;328,79;;328,27
04/01/2013;20 - 21;268,75;268,75;268,75;268,75;268,75;268,75;268,75;268,75;268,75;268,75;268,75;268,75;268,75;268,75;328,27;328,27;;328,27
04/01/2013;21 - 22;264,27;264,27;264,27;264,27;264,27;264,27;264,27;264,27;264,27;264,27;264,27;264,27;264,27;264,27;264,27;264,27;;276,43
04/01/2013;22 - 23;262,33;262,26;262,26;262,26;262,26;262,26;268,75;262,26;262,26;262,26;262,26;262,26;262,26;262,26;262,26;262,26;;276,21
04/01/2013;23 - 00;245,77;245,25;245,25;245,25;245,25;245,25;238,76;245,25;246,97;246,97;246,97;245,25;245,25;245,25;245,25;245,25;;275,98
05/01/2013;00 - 01;251,26;252,9;252,9;252,9;252,9;252,9;230,15;252,9;252,9;252,9;252,9;252,9;252,9;252,9;252,9;252,9;;231,27
05/01/2013;01 - 02;243,95;245,22;245,22;245,22;245,22;245,22;241,42;241,42;245,22;245,22;245,22;245,22;245,22;245,22;245,22;245,22;;231,27
05/01/2013;02 - 03;239,33;240,37;240,37;240,37;240,37;240,37;184,96;184,96;242,16;242,16;242,16;240,37;240,37;240,37;240,37;240,37;;231,27
05/01/2013;03 - 04;239,92;241,04;241,04;241,04;241,04;241,04;230,83;230,83;241,71;241,71;241,71;241,04;241,04;241,04;241,04;241,04;;231,35
05/01/2013;04 - 05;244,1;244,4;244,4;244,4;244,4;244,4;244,4;244,4;244,4;244,4;244,4;244,4;244,4;244,4;244,4;244,4;;243,88
05/01/2013;05 - 06;251,86;251,71;251,71;251,71;251,71;251,71;251,71;251,71;251,71;251,71;251,71;251,71;251,71;251,71;251,71;251,71;;268,94
05/01/2013;06 - 07;253,8;253,72;253,72;253,72;253,72;253,72;253,72;253,72;253,72;253,72;253,72;253,72;253,72;253,72;253,72;253,72;;277,14
05/01/2013;07 - 08;253,42;253,65;253,65;253,65;253,65;253,65;253,05;253,65;253,65;253,65;253,65;253,65;253,65;253,65;253,65;253,65;;297,8
05/01/2013;08 - 09;256,93;257,08;257,08;257,08;257,08;257,08;243,06;257,08;257,08;257,08;257,08;257,08;257,08;257,08;257,08;257,08;;298,62
05/01/2013;09 - 10;269,38;268,79;268,79;268,79;268,79;268,79;283,4;269,38;268,79;268,79;268,79;268,79;268,79;268,79;295,71;295,71;;328,15
05/01/2013;10 - 11;273,63;273,78;273,78;273,78;273,78;273,78;273,78;273,78;273,78;273,78;273,78;273,78;273,78;273,78;298,99;298,99;;328,15
05/01/2013;11 - 12;274,01;274,08;274,08;274,08;274,08;274,08;274,08;274,08;274,08;274,08;274,08;274,08;274,08;274,08;303,17;303,17;;328,15
05/01/2013;12 - 13;272,37;272,44;272,44;272,44;272,44;272,44;272,44;272,44;272,44;272,44;272,44;272,44;272,44;272,44;311,67;311,67;;328,23
05/01/2013;13 - 14;269,38;269,46;269,46;269,46;269,46;269,46;269,46;269,46;269,46;269,46;269,46;269,46;269,46;269,46;300,63;300,63;;328,23
05/01/2013;14 - 15;269,53;269,61;269,61;269,61;269,61;269,61;269,61;269,61;269,61;269,61;269,61;269,61;269,61;269,61;298,84;298,84;;328,23
05/01/2013;15 - 16;274,31;274,38;274,38;274,38;274,38;274,38;274,38;274,38;274,38;274,38;274,38;274,38;274,38;274,38;328,52;328,52;;328,23
05/01/2013;16 - 17;281,24;284,3;284,3;284,3;284,3;284,3;284,3;284,3;284,3;275,2;275,2;284,3;284,3;284,3;328,67;328,67;;328,3
05/01/2013;17 - 18;286,16;288,55;288,55;288,55;347,47;288,55;347,47;347,47;288,55;275,42;275,42;288,55;288,55;288,55;328,52;328,52;;328,3
05/01/2013;18 - 19;283,33;286,46;286,46;286,46;302,79;286,46;302,79;302,79;286,46;275,35;275,35;286,46;286,46;286,46;328,3;328,3;;328,15
05/01/2013;19 - 20;275,5;275,65;275,65;275,65;275,65;275,65;275,65;275,65;275,65;275,42;275,42;275,65;275,65;275,65;298,92;298,92;;312,12
05/01/2013;20 - 21;270,28;270,35;270,35;270,35;270,35;270,35;270,35;270,35;270,35;270,35;270,35;270,35;270,35;270,35;270,35;270,35;;308,98
05/01/2013;21 - 22;267,67;267,59;267,59;267,59;267,59;267,59;267,59;267,59;267,59;267,59;267,59;267,59;267,59;267,59;267,59;267,59;;297,43
05/01/2013;22 - 23;266,25;266,25;266,25;266,25;266,25;266,25;266,25;266,25;266,25;266,25;266,25;266,25;266,25;266,25;266,25;266,25;;259,46
05/01/2013;23 - 00;264,31;264,31;264,31;264,31;264,31;264,31;264,31;264,31;264,31;264,31;264,31;264,31;264,31;264,31;264,31;264,31;;231,27
06/01/2013;00 - 01;260,08;260,15;260,15;260,15;260,15;260,15;244,49;260,15;260,15;260,15;260,15;260,15;260,15;260,15;260,15;260,15;;222,71
06/01/2013;01 - 02;246,5;246,65;246,65;246,65;246,65;246,65;238,82;246,65;246,65;246,65;246,65;246,65;246,65;246,65;246,65;246,65;;231,21
06/01/2013;02 - 03;240,54;240,54;240,54;240,54;240,54;240,54;240,54;240,54;240,54;240,54;240,54;240,54;240,54;240,54;240,54;240,54;;231,21
06/01/2013;03 - 04;241,73;241,73;241,73;241,73;241,73;241,73;241,73;241,73;241,73;241,73;241,73;241,73;241,73;241,73;241,73;241,73;;231,21
06/01/2013;04 - 05;242,03;242,03;242,03;242,03;242,03;242,03;242,03;242,03;242,03;242,03;242,03;242,03;242,03;242,03;242,03;242,03;;219,35
06/01/2013;05 - 06;244,64;244,64;244,64;244,64;244,64;244,64;244,64;244,64;244,64;244,64;244,64;244,64;244,64;244,64;244,64;244,64;;220,85
06/01/2013;06 - 07;248,14;248,14;248,14;248,14;248,14;248,14;248,14;248,14;248,14;248,14;248,14;248,14;248,14;248,14;248,14;248,14;;253,89
06/01/2013;07 - 08;245,91;245,91;245,91;245,91;245,91;245,91;245,91;245,91;245,91;245,91;245,91;245,91;245,91;245,91;245,91;245,91;;254,19
06/01/2013;08 - 09;250,98;250,98;250,98;250,98;250,98;250,98;250,98;250,98;250,98;250,98;250,98;250,98;250,98;250,98;253,89;253,89;;257,32
06/01/2013;09 - 10;255,45;255,45;255,45;255,45;255,45;255,45;255,45;255,45;255,45;255,45;255,45;255,45;255,45;255,45;266,49;266,49;;290,14
06/01/2013;10 - 11;261,12;261,12;261,12;261,12;261,12;261,12;260,75;261,12;261,12;261,12;261,12;261,12;261,12;261,12;261,12;261,12;;290,88
06/01/2013;11 - 12;268,06;267,98;267,98;267,98;267,98;267,98;268,36;267,98;267,98;267,98;267,98;267,98;267,98;267,98;273,43;273,43;;287,75
06/01/2013;12 - 13;266,94;266,94;266,94;266,94;266,94;266,94;268,13;266,94;266,94;266,94;266,94;266,94;266,94;266,94;280,37;280,37;;292,22
06/01/2013;13 - 14;261,2;261,27;261,27;261,27;261,27;261,27;260;261,27;261,27;261,27;261,27;261,27;261,27;261,27;280,81;280,81;;293,64
06/01/2013;14 - 15;259,93;259,93;259,93;259,93;259,93;259,93;259,93;259,93;259,93;259,93;259,93;259,93;259,93;259,93;298,04;298,04;;328,17
06/01/2013;15 - 16;262,39;262,39;262,39;262,39;262,39;262,39;262,39;262,39;262,39;262,39;262,39;262,39;262,39;262,39;328,7;328,7;;297
06/01/2013;16 - 17;267,76;268,13;268,13;268,13;268,13;268,13;239,42;268,13;268,13;268,13;268,13;268,13;268,13;268,13;328,85;328,85;;328,32
06/01/2013;17 - 18;276,64;278,65;278,65;278,65;278,65;278,65;278,65;278,65;278,65;274,1;274,1;278,65;278,65;278,65;328,85;328,85;;328,32
06/01/2013;18 - 19;280,81;281,56;281,56;281,56;298,71;281,56;298,71;298,71;281,56;275,59;275,59;281,56;281,56;281,56;328,77;328,77;;294,76
06/01/2013;19 - 20;278,87;279,1;279,1;279,1;279,1;279,1;285,29;285,29;279,1;275,96;275,96;279,1;279,1;279,1;328,7;328,7;;291,48
06/01/2013;20 - 21;275,89;275,67;275,67;275,67;275,67;275,67;275,67;275,67;275,67;275,67;275,67;275,67;275,67;275,67;328,62;328,62;;283,12
06/01/2013;21 - 22;269,25;268,95;268,95;268,95;268,95;268,95;268,95;268,95;268,95;268,95;268,95;268,95;268,95;268,95;268,95;268,95;;328,4
06/01/2013;22 - 23;268,51;268,28;268,28;268,28;268,28;268,28;270,89;268,28;268,28;268,28;268,28;268,28;268,28;268,28;268,28;268,28;;221,96
06/01/2013;23 - 00;260,53;260,38;260,38;260,38;260,38;260,38;257,77;260,38;260,38;260,38;260,38;260,38;260,38;260,38;260,38;260,38;;217,34
07/01/2013;00 - 01;260,82;260,75;260,75;260,75;260,75;260,75;260,75;260,75;260,75;260,75;260,75;260,75;260,75;260,75;260,75;260,75;;246,21
07/01/2013;01 - 02;251,43;251,35;251,35;251,35;251,35;251,35;251,35;251,35;251,35;251,35;251,35;251,35;251,35;251,35;251,35;251,35;;246,21
07/01/2013;02 - 03;247,1;247,03;247,03;247,03;247,03;247,03;247,03;247,03;247,03;247,03;247,03;247,03;247,03;247,03;247,03;247,03;;246,21
07/01/2013;03 - 04;247,85;248,07;248,07;248,07;248,07;248,07;248,07;248,07;248,07;248,07;248,07;248,07;248,07;248,07;248,07;248,07;;246,21
07/01/2013;04 - 05;254,33;254,93;254,93;254,93;254,93;254,93;225,02;254,93;254,93;254,93;254,93;254,93;254,93;254,93;254,93;254,93;;246,13
07/01/2013;05 - 06;266,12;267,54;267,54;267,54;267,54;267,61;223,01;267,54;267,54;267,54;267,54;267,54;267,54;267,54;267,61;267,61;;318,7
07/01/2013;06 - 07;287,23;289,02;289,02;289,02;289,02;302,82;347,19;302,67;288,87;282,3;283,12;289,02;289,02;289,02;302,82;302,82;;364,65
07/01/2013;07 - 08;303,26;303,86;303,86;303,86;337,57;358,31;462,35;462,35;303,86;280,89;286,26;303,86;303,86;303,86;358,31;358,31;;368,67
07/01/2013;08 - 09;316,84;316,61;316,61;316,61;345,63;328,4;475,4;475,4;316,61;281,86;288,2;316,61;316,61;316,61;328,4;328,4;;368,75
07/01/2013;09 - 10;313,85;315,87;315,87;315,87;346,22;318,03;484,35;484,35;315,87;281,71;288,79;315,87;315,87;315,87;328,32;328,32;;368,75
07/01/2013;10 - 11;313,03;313,85;313,85;313,85;333,77;323,77;478,76;478,76;306,99;281,41;288,64;313,85;313,85;313,85;328,32;328,32;;368,67
07/01/2013;11 - 12;308,56;312,14;312,14;312,14;361,81;312,14;477,34;477,34;299,09;281,04;289,69;312,14;312,14;312,14;324,52;324,52;;368,52
07/01/2013;12 - 13;300,58;301,32;301,32;301,32;363,23;301,32;473,76;473,76;301,17;280,74;289,54;301,32;301,32;301,32;328,32;328,32;;369,05
07/01/2013;13 - 14;298,04;299,38;299,38;299,38;365,17;299,38;467,28;467,28;298,19;280,59;289,39;299,38;299,38;299,38;328,32;328,32;;369,05
07/01/2013;14 - 15;299,61;304,83;304,83;304,83;356,74;304,83;467,13;467,13;297,97;280,59;289,76;304,83;304,83;304,83;328,32;328,32;;368,82
07/01/2013;15 - 16;310,27;313,33;313,33;313,33;354,73;328,32;454,67;454,67;299,91;279,84;290,06;313,33;313,33;313,33;328,32;328,32;;371,81
07/01/2013;16 - 17;316,02;319,9;319,9;319,9;419,32;320,04;453,78;453,78;312,29;280,37;290,58;319,9;319,9;319,9;328,25;328,25;;371,81
07/01/2013;17 - 18;312,73;313,63;313,63;313,63;477,64;315,49;533,06;533,06;310,42;280,37;290,28;313,63;313,63;313,63;318,55;318,55;;371,28
07/01/2013;18 - 19;298,12;304,9;304,9;304,9;365,76;307,89;365,76;365,76;297,82;280,29;289,84;304,9;304,9;304,9;307,89;307,89;;368,82
07/01/2013;19 - 20;290,14;291,93;291,93;291,93;291,93;291,93;291,93;291,93;290,58;280,74;289,69;291,93;291,93;291,93;291,93;291,93;;365,39
07/01/2013;20 - 21;282,83;283,8;283,8;283,8;283,8;283,8;283,8;283,8;283,8;281,33;283,8;283,8;283,8;283,8;283,8;283,8;;363,45
07/01/2013;21 - 22;279,47;279,32;279,32;279,32;279,32;279,32;279,32;279,32;279,32;279,32;279,32;279,32;279,32;279,32;279,32;279,32;;246,43
07/01/2013;22 - 23;272,16;272,16;272,16;272,16;272,16;272,16;272,16;272,16;272,16;272,16;272,16;272,16;272,16;272,16;272,16;272,16;;246,5
07/01/2013;23 - 00;265,15;265,15;265,15;265,15;265,15;265,15;265,15;265,15;265,15;265,15;265,15;265,15;265,15;265,15;257,24;257,24;;246,28
08/01/2013;00 - 01;264,33;264,33;264,33;264,33;264,33;264,33;264,33;264,33;264,33;264,33;264,33;264,33;264,33;264,33;245,23;245,23;;231,36
