;Hours;SYS;SE1;SE2;SE3;SE4;FI;DK1;DK2;Oslo;Kr.sand;Bergen;Molde;Tr.heim;Tromsø;EE;LV;LT
11/05/2017;15 - 16;246,61;251,67;251,67;251,67;251,67;251,67;251,67;251,67;243,63;243,63;243,63;251,67;251,67;251,67;251,67;251,67;251,67
11/05/2017;16 - 17;244,83;246,98;246,98;246,98;246,98;246,98;246,98;246,98;243,41;243,41;243,41;246,98;246,98;246,98;246,98;246,98;246,98
11/05/2017;17 - 18;254,05;258,96;258,96;258,96;258,96;258,96;258,96;258,96;245,42;245,42;245,42;258,96;258,96;258,96;258,96;258,96;258,96
11/05/2017;18 - 19;261,79;266,03;266,03;266,03;266,03;266,03;266,03;266,03;257,03;257,03;257,03;266,03;266,03;266,03;266,03;266,03;266,03
11/05/2017;19 - 20;259,78;260,01;260,01;260,01;260,01;260,01;260,01;260,01;256,73;256,73;256,73;260,01;260,01;260,01;260,01;260,01;260,01
11/05/2017;20 - 21;245,5;245,42;245,42;245,42;245,42;245,42;246,39;245,42;245,42;245,42;245,42;245,42;245,42;245,42;245,42;245,42;245,42
11/05/2017;21 - 22;235,3;235,45;235,45;235,45;235,45;235,45;234,41;235,45;235,45;235,45;235,45;235,45;235,45;235,45;235,45;235,45;235,45
11/05/2017;22 - 23;227,11;227,11;227,11;227,11;227,11;227,11;227,11;227,11;227,11;227,11;227,11;227,11;227,11;227,11;227,11;227,11;227,11
11/05/2017;23 - 00;214,02;214,02;214,02;214,02;214,02;214,02;214,02;214,02;214,02;214,02;214,02;214,02;214,02;214,02;214,02;214,02;214,02
12/05/2017;00 - 01;222,53;222,31;222,31;222,31;222,31;222,31;222,31;222,31;222,31;222,31;222,31;222,31;222,31;222,31;222,31;222,31;222,31
12/05/2017;01 - 02;208,47;208,25;208,25;208,25;208,25;208,25;208,25;208,25;208,25;208,25;208,25;208,25;208,25;208,25;208,25;208,25;208,25
12/05/2017;02 - 03;204,38;204,3;204,3;204,3;204,3;204,3;204,3;204,3;204,3;204,3;204,3;204,3;204,3;204,3;204,3;204,3;204,3
12/05/2017;03 - 04;204,45;202,89;202,89;202,89;202,89;202,89;202,89;202,89;204,45;204,45;204,45;204,45;204,45;202,89;202,89;202,89;202,89
12/05/2017;04 - 05;206,01;201,55;201,55;201,55;201,55;201,55;201,48;201,48;207,13;207,13;207,13;207,13;207,13;201,55;201,55;201,55;201,55
12/05/2017;05 - 06;223,2;222,9;222,9;222,9;222,9;222,9;215,76;222,9;222,9;222,9;222,9;222,9;222,9;222,9;222,9;222,9;222,9
12/05/2017;06 - 07;244,48;246,26;246,26;246,26;246,26;269,03;246,26;246,26;240,61;233,47;240,61;246,26;246,26;246,26;269,03;269,03;269,03
12/05/2017;07 - 08;261,14;270,67;270,67;270,67;270,67;288,52;241,73;270,67;245,45;241,73;245,45;270,67;270,67;270,67;288,52;288,52;288,52
12/05/2017;08 - 09;270,96;306,23;306,23;306,23;306,23;306,23;238,01;306,23;306,23;238,01;246,93;306,23;306,23;306,23;306,23;306,23;306,23
12/05/2017;09 - 10;257,65;270,67;270,67;270,67;270,67;291,28;233,99;270,67;270,67;233,99;248,87;270,67;270,67;254,67;291,28;291,28;291,28
12/05/2017;10 - 11;247,9;260,1;260,1;260,1;260,1;297,9;231,16;260,1;244,92;231,16;244,92;260,1;260,1;260,1;297,9;297,9;297,9
12/05/2017;11 - 12;244,85;260,62;260,62;260,62;260,62;305,41;229,67;260,62;243,36;229,67;243,36;260,33;260,33;254,67;305,41;305,41;305,41
12/05/2017;12 - 13;242,54;261,59;261,59;261,59;261,59;299,46;228,26;261,59;242,1;228,26;242,1;261,59;261,59;208,17;299,46;299,46;299,46
12/05/2017;13 - 14;234,73;235,25;235,25;235,25;235,25;305,78;227,59;235,25;235,25;227,59;235,25;235,25;235,25;206,68;305,78;305,78;305,78
12/05/2017;14 - 15;228,93;229,6;229,6;229,6;229,6;235,77;227,66;229,6;229,6;227,66;229,6;229,6;229,6;216,8;235,77;235,77;235,77
12/05/2017;15 - 16;225,66;226,55;226,55;226,55;226,55;226,55;226,55;226,55;226,55;226,55;226,55;226,55;226,55;191,43;226,55;226,55;226,55
12/05/2017;16 - 17;226,03;226,99;226,99;226,99;226,99;226,99;226,99;226,99;226,99;226,99;226,99;226,99;226,99;190,84;226,99;226,99;226,99
12/05/2017;17 - 18;230,42;232,2;232,2;232,2;232,2;232,2;232,2;232,2;232,2;232,2;232,2;232,2;232,2;190,69;232,2;232,2;232,2
12/05/2017;18 - 19;233,02;233,84;233,84;233,84;233,84;252,74;233,84;233,84;233,84;233,84;233,84;233,84;233,84;191,51;252,74;252,74;252,74
12/05/2017;19 - 20;233,32;233,99;233,99;233,99;233,99;254,37;233,99;233,99;233,99;233,99;233,99;233,99;233,99;191,8;254,37;254,37;254,37
12/05/2017;20 - 21;231,24;232,87;232,87;232,87;232,87;232,87;232,87;232,87;232,87;232,87;232,87;232,87;232,87;192,32;232,87;232,87;232,87
12/05/2017;21 - 22;231,16;232,95;232,95;232,95;232,95;232,95;232,95;232,95;232,95;232,95;232,95;232,95;232,95;192,25;232,95;232,95;232,95
12/05/2017;22 - 23;226,99;229,15;229,15;229,15;229,15;229,15;229,15;229,15;229,15;229,15;229,15;229,15;229,15;191,36;229,15;229,15;229,15
12/05/2017;23 - 00;223,57;224,69;224,69;224,69;224,69;224,69;224,69;224,69;224,69;224,69;224,69;224,69;224,69;191,28;224,69;224,69;224,69
13/05/2017;00 - 01;218,51;218,88;218,88;218,88;218,88;218,88;218,88;218,88;218,88;218,88;218,88;218,88;218,88;210,55;218,88;218,88;218,88
13/05/2017;01 - 02;215,09;215,39;215,39;215,39;215,39;215,39;215,39;215,39;215,39;215,39;215,39;215,39;215,39;206,31;215,39;215,39;215,39
13/05/2017;02 - 03;213,3;213,67;213,67;213,67;213,67;213,67;213,67;213,67;213,67;213,67;213,67;213,67;213,67;202,51;213,67;213,67;213,67
13/05/2017;03 - 04;211,74;212,19;212,19;212,19;212,19;212,19;212,19;212,19;212,19;212,19;212,19;212,19;212,19;201,4;212,19;212,19;212,19
13/05/2017;04 - 05;208,99;209,21;209,21;209,21;209,21;209,21;209,21;209,21;209,21;209,21;209,21;209,21;209,21;200,95;209,21;209,21;209,21
13/05/2017;05 - 06;213,38;213,75;213,75;213,75;213,75;213,75;213,75;213,75;213,75;213,75;213,75;213,75;213,75;200,88;213,75;213,75;213,75
13/05/2017;06 - 07;215,91;216,13;216,13;216,13;216,13;216,13;216,13;216,13;216,13;216,13;216,13;216,13;216,13;202,89;216,13;216,13;216,13
13/05/2017;07 - 08;223,42;224,46;224,46;224,46;224,46;224,46;224,46;224,46;224,46;224,46;224,46;224,46;224,46;207,13;224,46;224,46;224,46
13/05/2017;08 - 09;237,63;239,64;239,64;239,64;239,64;239,64;239,64;239,64;239,64;239,64;239,64;239,64;239,64;203,18;239,64;239,64;239,64
13/05/2017;09 - 10;245,22;247,6;247,6;247,6;247,6;247,6;247,6;247,6;247,6;247,6;247,6;247,6;247,6;207,72;247,6;290,97;290,97
13/05/2017;10 - 11;236,81;237,85;237,85;237,85;237,85;237,85;237,85;237,85;237,85;237,85;237,85;237,85;237,85;211,81;237,85;237,85;237,85
13/05/2017;11 - 12;229,89;230,93;230,93;230,93;230,93;230,93;230,93;230,93;230,93;230,04;230,93;230,93;230,93;213,45;230,93;358,16;358,16
13/05/2017;12 - 13;222,38;225,28;225,28;225,28;225,28;225,28;225,28;225,28;225,28;223,27;225,28;225,28;225,28;191,8;225,28;343,72;343,72
13/05/2017;13 - 14;214,72;216,8;216,8;216,8;216,8;216,8;213,9;216,8;216,8;216,8;216,8;216,8;216,8;191,58;216,8;329,36;329,36
13/05/2017;14 - 15;208,91;211,59;211,59;211,59;211,59;211,59;211,59;211,59;211,59;211,59;211,59;211,59;211,59;191,58;211,59;304,96;304,96
13/05/2017;15 - 16;208,54;211,89;211,89;211,89;211,89;211,89;203,41;211,89;211,89;211,89;211,89;211,89;211,89;191,28;211,89;211,89;211,89
13/05/2017;16 - 17;212,41;214,86;214,86;214,86;214,86;214,86;204,15;214,86;214,86;214,86;214,86;214,86;214,86;191,13;214,86;263,89;263,89
13/05/2017;17 - 18;221,41;222,45;222,45;222,45;222,45;222,45;222,45;222,45;222,45;222,45;222,45;222,45;222,45;191,21;222,45;253,92;253,92
13/05/2017;18 - 19;239,34;239,56;239,56;239,56;239,56;239,56;258,83;258,83;239,56;239,56;239,56;239,56;239,56;191,43;239,56;247;247
13/05/2017;19 - 20;237,48;241,2;241,2;241,2;241,2;241,2;241,2;241,2;241,2;241,2;241,2;241,2;241,2;191,65;241,2;260,92;260,92
13/05/2017;20 - 21;234,43;236,96;236,96;236,96;236,96;236,96;236,96;236,96;236,96;236,96;236,96;236,96;236,96;191,8;236,96;279,22;279,22
13/05/2017;21 - 22;232,57;235,55;235,55;235,55;235,55;235,55;235,55;235,55;235,55;235,55;235,55;235,55;235,55;191,73;235,55;282,79;282,79
13/05/2017;22 - 23;230,93;233,61;233,61;233,61;233,61;233,61;233,61;233,61;233,61;233,61;233,61;233,61;233,61;190,83;233,61;263,52;263,52
13/05/2017;23 - 00;223,57;225,73;225,73;225,73;225,73;225,73;225,73;225,73;225,73;225,73;225,73;225,73;225,73;190,46;225,73;225,73;225,73
14/05/2017;00 - 01;208,91;205,79;205,79;205,79;205,79;205,79;205,79;205,79;216,35;216,35;216,35;210,33;210,33;188,97;205,79;205,79;205,79
14/05/2017;01 - 02;203,78;197,45;197,45;197,45;197,45;197,45;197,45;197,45;207,95;207,95;207,95;207,95;207,95;188,6;197,45;197,45;197,45
14/05/2017;02 - 03;196,71;190,83;190,83;190,83;190,83;190,83;190,83;190,83;200,21;200,21;200,21;200,21;200,21;188,23;190,83;190,83;190,83
14/05/2017;03 - 04;193,88;190,68;190,68;190,68;190,68;190,68;190,68;190,68;197,01;197,01;197,01;197,01;197,01;188,01;190,68;190,68;190,68
14/05/2017;04 - 05;190,91;192,1;192,1;192,1;192,1;192,1;192,1;192,1;192,1;192,1;192,1;192,1;192,1;187,93;192,1;192,1;192,1
14/05/2017;05 - 06;190,91;192,17;192,17;192,17;192,17;192,17;192,17;192,17;192,17;192,17;192,17;192,17;192,17;187,78;192,17;192,17;192,17
14/05/2017;06 - 07;194,18;196,49;196,49;196,49;196,49;196,49;196,49;196,49;196,49;196,49;196,49;196,49;196,49;188,01;196,49;196,49;196,49
14/05/2017;07 - 08;198,94;201,7;201,7;201,7;201,7;201,7;201,7;201,7;201,7;201,7;201,7;201,7;201,7;188,38;201,7;201,7;201,7
14/05/2017;08 - 09;206,61;208,24;208,24;208,24;208,24;208,24;208,24;208,24;208,24;208,24;208,24;208,24;208,24;188,75;208,24;208,24;208,24
14/05/2017;09 - 10;213,67;216,58;216,58;216,58;216,58;216,58;216,58;216,58;216,58;216,58;216,58;216,58;216,58;189,12;216,58;216,58;216,58
14/05/2017;10 - 11;215,91;218,81;218,81;218,81;218,81;218,81;218,81;218,81;218,81;218,81;218,81;218,81;218,81;189,57;218,81;218,81;218,81
14/05/2017;11 - 12;215,09;217,62;217,62;217,62;217,62;217,62;217,62;217,62;217,62;217,62;217,62;217,62;217,62;189,64;217,62;217,62;217,62
14/05/2017;12 - 13;213,9;216,5;216,5;216,5;216,5;216,5;216,5;216,5;216,5;216,5;216,5;216,5;216,5;189,49;216,5;216,5;216,5
14/05/2017;13 - 14;208,24;211,44;211,44;211,44;211,44;211,44;211,44;211,44;211,44;211,44;211,44;211,44;211,44;189,42;211,44;211,44;211,44
14/05/2017;14 - 15;206,53;208,09;208,09;208,09;208,09;208,09;208,09;208,09;208,09;208,09;208,09;208,09;208,09;189,35;208,09;208,09;208,09
14/05/2017;15 - 16;207,13;208,76;208,76;208,76;208,76;208,76;208,76;208,76;208,76;208,76;208,76;208,76;208,76;189,35;208,76;208,76;208,76
14/05/2017;16 - 17;210,47;214,12;214,12;214,12;214,12;214,12;182,87;214,12;214,12;214,12;214,12;214,12;214,12;189,2;214,12;214,12;214,12
14/05/2017;17 - 18;215,61;219,18;219,18;219,18;219,18;219,18;205,56;219,18;219,18;219,18;219,18;219,18;219,18;189,27;219,18;219,18;219,18
14/05/2017;18 - 19;226,54;228,03;228,03;228,03;228,03;228,03;238,6;228,03;228,03;228,03;228,03;228,03;228,03;189,49;228,03;228,03;228,03
14/05/2017;19 - 20;234,88;235,32;235,32;235,32;235,32;235,32;267,54;267,54;235,32;235,32;235,32;235,32;235,32;189,94;235,32;235,32;235,32
14/05/2017;20 - 21;236,44;238;238;238;238;238;240,09;240,09;238;238;238;238;238;191,5;238;238;238
14/05/2017;21 - 22;235,4;237,63;237,63;237,63;237,63;237,63;237,63;237,63;237,63;237,63;237,63;237,63;237,63;193,96;237,63;237,63;237,63
14/05/2017;22 - 23;230,56;233,98;233,98;233,98;233,98;233,98;233,98;233,98;233,98;233,98;233,98;233,98;233,98;194,33;233,98;233,98;233,98
14/05/2017;23 - 00;225,13;225,95;225,95;225,95;225,95;225,95;225,95;225,95;225,95;225,95;225,95;225,95;225,95;193,73;225,95;225,95;225,95
15/05/2017;00 - 01;217,91;220,15;220,15;220,15;220,15;220,15;220,97;220,97;220,15;220,15;220,15;220,15;220,15;193,29;220,15;220,15;220,15
15/05/2017;01 - 02;203,18;204,08;204,08;204,08;204,08;204,08;204,08;204,08;204,89;204,89;204,89;204,08;204,08;191,95;204,08;204,08;204,08
15/05/2017;02 - 03;200,21;202,22;202,22;202,22;202,22;202,22;202,22;202,22;202,22;202,22;202,22;202,22;202,22;191,28;202,22;202,22;202,22
15/05/2017;03 - 04;197,98;198,65;198,65;198,65;198,65;198,65;198,65;198,65;198,65;198,65;198,65;198,65;198,65;190,91;198,65;198,65;198,65
15/05/2017;04 - 05;200,28;202,07;202,07;202,07;202,07;202,07;202,07;202,07;202,44;202,44;202,44;202,07;202,07;191,06;202,07;202,07;202,07
15/05/2017;05 - 06;219,33;221,49;221,49;221,49;221,49;221,49;221,49;221,49;221,49;221,49;221,49;221,49;221,49;191,43;221,49;221,49;221,49
15/05/2017;06 - 07;245;245,44;245,44;245,44;245,44;245,44;245,44;245,44;245,14;245,14;245,14;245,14;245,14;199,02;245,44;245,44;245,44
15/05/2017;07 - 08;252,73;263,82;263,82;263,82;263,82;275,87;263,82;263,82;245,59;245,59;245,59;250,5;250,5;203,41;275,87;275,87;275,87
15/05/2017;08 - 09;270,29;273,34;273,34;273,34;297,97;297,3;273,34;297,97;256,9;256,9;256,9;260,4;260,4;206,16;297,3;297,97;297,97
15/05/2017;09 - 10;266,57;266,42;266,42;266,42;297,82;283,16;266,42;297,82;254,89;254,89;254,89;260,17;260,17;204,97;283,16;297,82;297,82
15/05/2017;10 - 11;259,5;267,17;267,17;267,17;273,79;273,79;267,17;273,79;251,69;251,69;251,69;256,23;256,23;203,85;273,79;273,79;273,79
15/05/2017;11 - 12;252,21;259,95;259,95;259,95;270,59;275,65;259,95;270,59;245,96;245,96;245,96;257,12;257,12;201,84;275,65;275,65;275,65
15/05/2017;12 - 13;248,12;258,98;258,98;258,98;258,98;270,14;245,81;258,98;244,92;244,92;244,92;254;254;200,65;270,14;282,94;282,94
15/05/2017;13 - 14;245,74;254,44;254,44;254,44;254,44;276,76;245,67;254,44;243,36;243,36;243,36;252,29;252,29;200,28;276,76;351,54;351,54
15/05/2017;14 - 15;240,01;243,14;243,14;243,14;243,14;243,14;241,13;243,14;241,13;241,13;241,13;243,14;243,14;199,84;243,14;243,14;243,14
15/05/2017;15 - 16;236,89;239,42;239,42;239,42;239,42;239,42;237,48;239,42;237,48;237,48;237,48;239,42;239,42;199,69;239,42;239,42;239,42
15/05/2017;16 - 17;237,78;240,68;240,68;240,68;240,68;240,68;238,67;240,68;238,67;238,67;238,67;240,68;240,68;199,09;240,68;240,68;240,68
15/05/2017;17 - 18;246,04;274,09;274,09;274,09;274,09;274,09;274,09;274,09;240,23;240,23;240,23;242,24;242,24;198,27;274,09;274,09;274,09
15/05/2017;18 - 19;252,51;298,64;298,64;298,64;298,64;298,64;298,64;298,64;239,34;239,34;239,34;241,35;241,35;199,02;298,64;298,64;298,64
15/05/2017;19 - 20;254,15;289,49;289,49;289,49;289,49;289,49;289,49;289,49;241,8;241,8;241,8;241,8;241,8;199,17;289,49;289,49;289,49
15/05/2017;20 - 21;242,24;245,67;245,67;245,67;245,67;245,67;245,67;245,67;241,65;241,65;241,65;242,47;242,47;199,39;245,67;245,67;245,67
15/05/2017;21 - 22;239,49;245,07;245,07;245,07;245,07;245,07;245,07;245,07;238,52;238,52;238,52;245,07;245,07;199,09;245,07;245,07;245,07
15/05/2017;22 - 23;235,18;236,51;236,51;236,51;236,51;236,51;236,51;236,51;236,51;236,51;236,51;236,51;236,51;196,41;236,51;236,51;236,51
15/05/2017;23 - 00;224,76;225,06;225,06;225,06;225,06;225,06;225,06;225,06;225,06;225,06;225,06;225,06;225,06;196,12;225,06;225,06;225,06
16/05/2017;00 - 01;212,93;215,98;215,98;215,98;215,98;215,98;215,98;215,98;215,98;215,98;215,98;215,98;215,98;191,95;215,98;215,98;215,98
16/05/2017;01 - 02;205,79;208,39;208,39;208,39;208,39;208,39;208,39;208,39;208,39;208,39;208,39;208,39;208,39;190,98;208,39;208,39;208,39
16/05/2017;02 - 03;201,18;203,48;203,48;203,48;203,48;203,48;203,48;203,48;203,48;203,48;203,48;203,48;203,48;190,09;203,48;203,48;203,48
16/05/2017;03 - 04;199,84;202,22;202,22;202,22;202,22;202,22;202,22;202,22;202,22;202,22;202,22;202,22;202,22;190,02;202,22;202,22;202,22
16/05/2017;04 - 05;199,24;201,1;201,1;201,1;201,1;201,1;201,1;201,1;201,1;201,1;201,1;201,1;201,1;190,17;201,1;201,1;201,1
16/05/2017;05 - 06;207,87;209,66;209,66;209,66;209,66;209,66;207,8;209,66;209,66;209,66;209,66;209,66;209,66;191,21;209,66;209,66;209,66
16/05/2017;06 - 07;230,57;230,94;230,94;230,94;230,94;268,96;230,94;230,94;229,08;229,08;229,08;230,94;230,94;194,56;268,96;268,96;268,96
16/05/2017;07 - 08;249,91;290,16;290,16;290,16;290,16;341,2;250,73;290,16;235,03;235,03;235,03;290,16;290,16;196,56;341,2;341,2;341,2
16/05/2017;08 - 09;259,28;315,23;315,23;315,23;315,23;360,84;248,79;315,23;236;236;236;315,23;315,23;196,42;360,84;360,84;360,84
16/05/2017;09 - 10;248,35;292,91;292,91;292,91;292,91;341,57;241,28;292,91;235,25;235,25;235,25;292,91;292,91;196,27;341,57;341,57;341,57
16/05/2017;10 - 11;242,02;266,2;266,2;266,2;266,2;307,64;237,41;266,2;234,36;234,36;234,36;266,2;266,2;196,71;307,64;307,64;307,64
16/05/2017;11 - 12;237,71;259,28;259,28;259,28;259,28;307,35;230,94;259,28;230,94;230,94;230,94;259,28;259,28;196,42;307,35;307,35;307,35
16/05/2017;12 - 13;235,48;242,99;242,99;242,99;242,99;307,87;229,9;242,99;229,9;229,9;229,9;242,99;242,99;196,12;307,87;307,87;307,87
16/05/2017;13 - 14;231,61;231,46;231,46;231,46;231,46;292,32;229,75;231,46;229,75;229,75;229,75;231,46;231,46;195,97;292,32;305,71;305,71
16/05/2017;14 - 15;228,56;229,38;229,38;229,38;229,38;229,38;229,38;229,38;229,38;229,38;229,38;229,38;229,38;195,9;229,38;229,38;229,38
16/05/2017;15 - 16;226,85;227,89;227,89;227,89;227,89;227,89;227,89;227,89;227,89;227,89;227,89;227,89;227,89;195,97;227,89;227,89;227,89
16/05/2017;16 - 17;225,13;226,1;226,1;226,1;226,1;226,1;226,1;226,1;226,1;226,1;226,1;226,1;226,1;195,9;226,1;226,1;226,1
16/05/2017;17 - 18;227,96;229,15;229,15;229,15;229,15;229,15;229,15;229,15;229,15;229,15;229,15;229,15;229,15;195,45;229,15;229,15;229,15
16/05/2017;18 - 19;229,97;229,9;229,9;229,9;229,9;276,84;229,9;229,9;229,9;229,9;229,9;229,9;229,9;195,3;276,84;276,84;276,84
16/05/2017;19 - 20;228,78;229;229;229;229;268,73;229;229;229;229;229;229;229;195,15;268,73;286,59;286,59
16/05/2017;20 - 21;222,53;224,69;224,69;224,69;224,69;224,69;224,69;224,69;224,69;224,69;224,69;224,69;224,69;195,3;224,69;224,69;224,69
16/05/2017;21 - 22;218,96;220,6;220,6;220,6;220,6;220,6;220,6;220,6;220,6;220,6;220,6;220,6;220,6;195,15;220,6;220,6;220,6
16/05/2017;22 - 23;214,64;216,06;216,06;216,06;216,06;216,06;216,06;216,06;216,06;216,06;216,06;216,06;216,06;194,26;216,06;216,06;216,06
16/05/2017;23 - 00;200,51;201,1;201,1;201,1;201,1;201,1;201,1;201,1;201,1;201,1;201,1;201,1;201,1;193,66;201,1;201,1;201,1
17/05/2017;00 - 01;185,68;186,05;186,05;186,05;186,05;186,05;186,05;186,05;186,05;186,05;186,05;186,05;186,05;186,05;186,05;186,05;186,05
17/05/2017;01 - 02;181,52;181,74;181,74;181,74;181,74;181,74;181,74;181,74;181,74;181,74;181,74;181,74;181,74;181,74;181,74;181,74;181,74
17/05/2017;02 - 03;180,18;180,47;180,47;180,47;180,47;180,47;180,47;180,47;180,47;180,47;180,47;180,47;180,47;180,47;180,47;180,47;180,47
17/05/2017;03 - 04;180,7;181;181;181;181;181;181;181;181;181;181;181;181;181;181;181;181
17/05/2017;04 - 05;183,75;184,49;184,49;184,49;184,49;184,49;184,49;184,49;184,49;184,49;184,49;184,49;184,49;184,49;184,49;184,49;184,49
17/05/2017;05 - 06;187,47;187,77;187,77;187,77;187,77;187,77;187,77;187,77;187,77;187,77;187,77;187,77;187,77;187,77;187,77;187,77;187,77
17/05/2017;06 - 07;207,26;207,85;207,85;207,85;207,85;211,94;207,85;207,85;207,85;207,85;207,85;207,85;207,85;192,01;211,94;211,94;211,94
17/05/2017;07 - 08;216,48;249,29;249,29;249,29;249,29;267,14;249,29;249,29;209,49;209,49;209,49;209,93;209,93;194,31;267,14;267,14;267,14
17/05/2017;08 - 09;226,75;267,81;267,81;267,81;267,81;267,81;267,81;267,81;212,17;212,17;212,17;213,51;213,51;195,87;267,81;286,78;286,78
17/05/2017;09 - 10;227,42;257,55;257,55;257,55;257,55;257,55;257,55;257,55;212,54;212,54;212,54;214,92;214,92;197,21;257,55;290,58;290,58
17/05/2017;10 - 11;223,77;249,44;249,44;249,44;249,44;249,44;249,44;249,44;211,27;211,27;211,27;215,89;215,89;196,54;249,44;286,86;286,86
17/05/2017;11 - 12;220,05;245,05;245,05;245,05;245,05;245,05;245,05;245,05;210,01;210,01;210,01;215,89;215,89;195,5;245,05;290,58;290,58
17/05/2017;12 - 13;214,92;241,1;241,1;241,1;241,1;241,1;241,1;241,1;208,97;208,97;208,97;215,59;215,59;194,46;241,1;298,31;298,31
17/05/2017;13 - 14;214,25;243,56;243,56;243,56;243,56;243,56;243,56;243,56;208,6;208,6;208,6;215,36;215,36;193,87;243,56;305,68;305,68
17/05/2017;14 - 15;210,23;222,06;222,06;222,06;222,06;222,06;222,06;222,06;208,45;208,45;208,45;215,22;215,22;193,87;222,06;340,94;340,94
17/05/2017;15 - 16;209,19;215,07;215,07;215,07;215,07;215,07;215,07;215,07;208,22;208,22;208,22;215,07;215,07;193,34;215,07;328,59;328,59
17/05/2017;16 - 17;209,26;219,31;219,31;219,31;219,31;219,31;219,31;219,31;208,15;208,15;208,15;215,14;215,14;192,38;219,31;219,31;219,31
17/05/2017;17 - 18;217,08;252,49;252,49;252,49;252,49;252,49;252,49;252,49;208,15;208,15;208,15;214,92;214,92;191,78;252,49;252,49;252,49
17/05/2017;18 - 19;223,92;277,11;277,11;277,11;277,11;277,11;277,11;277,11;208,37;208,37;208,37;214,99;214,99;191,56;277,11;286,71;286,71
17/05/2017;19 - 20;219,16;269,15;269,15;269,15;269,15;269,15;269,15;269,15;208,37;208,37;208,37;215,29;215,29;191,86;269,15;287,08;287,08
17/05/2017;20 - 21;213,36;241,55;241,55;241,55;241,55;241,55;241,55;241,55;208,97;208,97;208,97;215,44;215,44;192,15;241,55;241,55;241,55
17/05/2017;21 - 22;212,91;236,49;236,49;236,49;236,49;236,49;236,49;236,49;209,19;209,19;209,19;215,44;215,44;192,45;236,49;236,49;236,49
17/05/2017;22 - 23;208,07;208,6;208,6;208,6;208,6;208,6;208,6;208,6;208,6;208,6;208,6;208,6;208,6;192,6;208,6;208,6;208,6
17/05/2017;23 - 00;198,48;198,48;198,48;198,48;198,48;198,48;198,48;198,48;198,48;198,48;198,48;198,48;198,48;191,86;198,48;198,48;198,48
18/05/2017;00 - 01;183,76;189,04;189,04;189,04;189,04;189,04;0,52;189,04;189,04;189,04;189,04;189,04;189,04;186,29;189,04;189,04;189,04
18/05/2017;01 - 02;176,69;176,47;176,47;176,47;176,47;176,47;136,3;176,47;176,47;176,47;176,47;176,47;176,47;176,47;176,47;176,47;176,47
18/05/2017;02 - 03;169,92;166,87;166,87;166,87;166,87;166,87;166,87;166,87;166,87;166,87;166,87;166,87;166,87;166,87;166,87;166,87;166,87
18/05/2017;03 - 04;157,35;153,85;153,85;153,85;153,85;153,85;153,85;153,85;153,85;153,85;153,85;153,85;153,85;153,85;153,85;153,85;153,85
18/05/2017;04 - 05;170,96;168,36;168,36;168,36;168,36;168,36;167,1;168,36;168,36;168,36;168,36;168,36;168,36;168,36;168,36;168,36;168,36
18/05/2017;05 - 06;184,36;183,09;183,09;183,09;183,09;193,51;178,78;183,09;183,09;183,09;183,09;183,09;183,09;183,09;193,51;193,51;193,51
18/05/2017;06 - 07;205,19;200,35;200,35;200,35;200,35;258,53;183,98;200,35;200,35;200,35;200,35;200,35;200,35;192,84;258,53;258,53;258,53
18/05/2017;07 - 08;220,51;230,85;230,85;230,85;230,85;309,49;230,85;230,85;208,83;208,83;208,83;230,85;230,85;191,94;309,49;309,49;309,49
18/05/2017;08 - 09;225,5;241,12;241,12;241,12;241,12;308,67;213;241,12;213;213;212,4;241,12;241,12;192,84;308,67;308,67;308,67
18/05/2017;09 - 10;221,85;226,02;226,02;226,02;226,02;316,48;213,52;226,02;213,52;213,52;213,52;226,02;226,02;192,84;316,48;316,48;316,48
18/05/2017;10 - 11;221,11;219,92;219,92;219,92;219,92;332,78;214,71;219,92;214,71;214,71;214,71;219,92;219,92;192,47;332,78;332,78;332,78
18/05/2017;11 - 12;225,2;228,03;228,03;228,03;228,03;327,42;228,03;228,03;219,25;219,25;219,25;228,03;228,03;191,94;327,42;327,42;327,42
18/05/2017;12 - 13;221,26;220,96;220,96;220,96;220,96;327,64;220,96;220,96;215,53;215,53;215,53;220,96;220,96;190,83;327,64;327,64;327,64
18/05/2017;13 - 14;219,92;217,76;217,76;217,76;217,76;328,98;217,76;217,76;214,64;214,64;214,64;217,76;217,76;190,83;328,98;328,98;328,98
18/05/2017;14 - 15;214,64;216,64;216,64;216,64;216,64;244,54;216,64;216,64;213,59;213,59;210,99;216,64;216,64;190,75;244,54;296,03;296,03
18/05/2017;15 - 16;212,18;215,53;215,53;215,53;215,53;215,53;215,53;215,53;212,55;212,55;210,77;215,53;215,53;190,83;215,53;288,14;288,14
18/05/2017;16 - 17;211,66;215,97;215,97;215,97;215,97;215,97;215,97;215,97;211,59;211,59;210,69;215,97;215,97;190,53;215,97;280,77;280,77
18/05/2017;17 - 18;217,02;235,09;235,09;235,09;235,09;235,09;235,09;235,09;210,62;210,62;210,39;235,09;235,09;190,16;235,09;272,96;272,96
18/05/2017;18 - 19;218,73;237,7;237,7;237,7;237,7;244,69;238,44;238,44;209,95;209,95;209,95;237,7;237,7;190,01;244,69;275,34;275,34
18/05/2017;19 - 20;216,5;230,85;230,85;230,85;230,85;244,02;237,77;237,77;209,35;209,35;209,35;230,85;230,85;189,94;244,02;282,19;282,19
