;Hours;SYS;SE1;SE2;SE3;SE4;FI;DK1;DK2;Oslo;Kr.sand;Bergen;Molde;Tr.heim;Tromsø;EE;LV;LT;FRE
06/12/2016;06 - 07;285,94;341,81;341,81;341,81;341,81;341,81;341,81;341,81;254,03;245,18;254,03;334,52;334,52;219,74;341,81;341,81;341,81;
06/12/2016;07 - 08;347,09;555,89;555,89;555,89;555,89;555,89;555,89;555,89;373,35;253,06;255,97;349,77;349,77;224,57;555,89;555,89;555,89;
06/12/2016;08 - 09;396,04;595,77;595,77;595,77;595,77;595,77;595,77;595,77;595,77;255,67;256,86;373,05;373,05;235,81;595,77;595,77;595,77;
06/12/2016;09 - 10;391,28;551,8;551,8;551,8;551,8;551,8;551,8;551,8;288,62;253,21;256,56;387,18;387,18;235,81;551,8;551,8;551,8;
06/12/2016;10 - 11;354,6;482,03;482,03;482,03;482,03;482,03;482,03;482,03;373,87;252,25;256,34;392,39;392,39;235,73;482,03;482,03;482,03;
06/12/2016;11 - 12;346,64;428,25;428,25;428,25;428,25;428,25;428,25;428,25;255,82;250,46;255,82;358,55;358,55;233,13;428,25;428,25;428,25;
06/12/2016;12 - 13;340,69;412,1;412,1;412,1;412,1;412,1;412,1;412,1;259,83;249,94;255,82;356,69;356,69;232,83;412,1;412,1;412,1;
06/12/2016;13 - 14;344,41;421,92;421,92;421,92;421,92;421,92;421,92;421,92;281,63;249,87;254,11;354,01;354,01;232,76;421,92;421,92;421,92;
06/12/2016;14 - 15;348,5;461,79;461,79;461,79;461,79;461,79;461,79;461,79;461,79;249,87;255,37;353,12;353,12;232,53;461,79;461,79;461,79;
06/12/2016;15 - 16;353,56;493,26;493,26;493,26;493,26;493,26;493,26;493,26;493,26;250,24;255,3;346,79;346,79;226,06;493,26;493,26;493,26;
06/12/2016;16 - 17;373,5;542,8;542,8;542,8;542,8;542,8;542,8;542,8;542,8;252,4;257,01;349,99;349,99;224,43;542,8;542,8;542,8;
06/12/2016;17 - 18;408,98;663,9;663,9;663,9;663,9;663,9;663,9;663,9;597,25;252,1;257,3;343,37;343,37;223,98;663,9;663,9;663,9;
06/12/2016;18 - 19;354,01;450,64;450,64;450,64;600,53;450,64;450,64;600,53;450,64;250,83;256,93;335,71;335,71;222,42;434,79;434,79;434,79;
06/12/2016;19 - 20;298,29;326,19;326,19;326,19;355,42;326,19;326,19;355,42;326,19;249,94;256,71;326,19;326,19;221,3;342,03;342,03;342,03;
06/12/2016;20 - 21;285,5;297,85;297,85;297,85;334,15;297,85;297,85;334,15;297,85;248,97;255,89;297,85;297,85;219,66;298,37;327,82;327,82;
06/12/2016;21 - 22;274,04;289,14;289,14;289,14;289,14;289,14;289,14;289,14;268,46;252,17;252,17;289,14;289,14;217,51;289,14;289,14;289,14;
06/12/2016;22 - 23;260,06;273,74;273,74;273,74;273,74;273,74;273,74;273,74;249,57;249,57;249,57;273,74;273,74;204,12;273,22;273,22;273,22;
06/12/2016;23 - 00;247,41;251,2;251,2;251,2;251,2;251,2;251,2;251,2;245,4;245,4;245,4;251,2;251,2;201,44;251,2;251,2;251,2;
07/12/2016;00 - 01;235,35;237,59;237,59;237,59;237,59;237,59;237,29;237,59;237,59;237,59;237,59;237,59;237,59;203,44;238,26;238,26;238,26;
07/12/2016;01 - 02;230,22;231,86;231,86;231,86;231,86;231,86;231,86;231,86;231,86;231,86;231,86;231,86;231,86;202,55;231,86;231,86;231,86;
07/12/2016;02 - 03;227,25;229,18;229,18;229,18;229,18;229,18;229,18;229,18;229,18;229,18;229,18;229,18;229,18;201,96;229,18;229,18;229,18;
07/12/2016;03 - 04;226,06;228,06;228,06;228,06;228,06;228,06;228,06;228,06;228,06;228,06;228,06;228,06;228,06;201,73;228,06;228,06;228,06;
07/12/2016;04 - 05;228,88;230,37;230,37;230,37;230,37;230,37;230,37;230,37;230,37;230,37;230,37;230,37;230,37;202,18;230,37;230,37;230,37;
07/12/2016;05 - 06;233,49;241,23;241,23;241,23;241,23;241,23;230,97;241,23;240,41;230,97;240,41;241,23;241,23;202,85;241,23;241,23;241,23;
07/12/2016;06 - 07;253,13;275,89;275,89;275,89;275,89;275,89;237,36;275,89;247,63;237,36;247,63;275,89;275,89;215,64;275,89;312,42;312,42;
07/12/2016;07 - 08;274,56;302,08;302,08;302,08;302,08;302,08;244,65;302,08;302,08;244,65;253,58;302,08;302,08;220,33;302,08;316,43;316,43;
07/12/2016;08 - 09;277,75;306,47;306,47;306,47;334,73;306,47;245,25;334,73;306,47;245,25;253,65;306,47;306,47;224,94;306,47;334,73;334,73;
07/12/2016;09 - 10;265,93;284,75;284,75;284,75;284,75;284,75;240,93;284,75;284,75;240,93;253,73;284,75;284,75;225,83;284,75;284,75;284,75;
07/12/2016;10 - 11;261,24;281,32;281,32;281,32;281,32;281,32;239,22;281,32;281,32;239,22;253,13;281,32;281,32;226,06;281,32;315,62;315,62;
07/12/2016;11 - 12;260,27;282,29;282,29;282,29;282,29;282,29;237,88;282,29;268,01;237,88;253,43;282,29;282,29;223,01;282,29;298,58;298,58;
07/12/2016;12 - 13;260,2;285,86;285,86;285,86;285,86;285,86;236,77;285,86;250,6;236,77;250,6;285,86;285,86;224,87;285,86;285,86;285,86;
07/12/2016;13 - 14;258,93;284,08;284,08;284,08;284,08;284,08;236,25;284,08;248,37;236,25;248,37;284,08;284,08;225,46;284,08;313,16;313,16;
07/12/2016;14 - 15;259,16;283,93;283,93;283,93;283,93;283,93;235,58;283,93;268,53;235,58;249,04;283,93;283,93;224,72;283,93;283,93;283,93;
07/12/2016;15 - 16;264,66;298,14;298,14;298,14;298,14;298,14;235,8;298,14;289,95;235,8;247,4;298,14;298,14;225,16;298,14;298,8;298,8;
07/12/2016;16 - 17;267,12;305,28;305,28;305,28;305,28;305,28;236,54;305,28;268,31;236,54;251,2;305,28;305,28;215,12;305,28;305,28;305,28;
07/12/2016;17 - 18;265,26;302,67;302,67;302,67;302,67;302,67;237,29;302,67;268,08;237,29;251,35;300,89;300,89;215,34;302,67;302,67;302,67;
07/12/2016;18 - 19;257,67;286,01;286,01;286,01;286,01;286,01;236,32;286,01;268,38;236,32;249,56;286,01;286,01;215,64;286,01;286,01;286,01;
07/12/2016;19 - 20;248,52;268,01;268,01;268,01;268,01;268,01;233,94;268,01;248,07;233,94;248,07;268,01;268,01;215,49;268,01;268,01;268,01;
07/12/2016;20 - 21;241,6;253,95;253,95;253,95;253,95;253,95;230,82;253,95;253,95;230,82;247,18;253,95;253,95;215,2;253,95;253,95;253,95;
07/12/2016;21 - 22;234,24;239,45;239,45;239,45;239,45;239,45;231,71;239,45;239,45;231,71;239,45;239,45;239,45;214,68;239,45;239,45;239,45;
07/12/2016;22 - 23;226,8;229,48;229,48;229,48;229,48;229,48;227,92;229,48;229,48;227,92;229,48;229,48;229,48;202,62;229,48;229,48;229,48;
07/12/2016;23 - 00;215,94;217,65;217,65;217,65;217,65;217,65;201,06;201,06;217,65;217,65;217,65;217,65;217,65;200,77;217,65;217,65;217,65;
08/12/2016;00 - 01;206,38;207,13;207,13;207,13;207,13;207,13;167,04;167,04;207,13;207,13;207,13;207,13;207,13;202,96;207,13;207,13;207,13;
08/12/2016;01 - 02;202,07;202,44;202,44;202,44;202,44;202,44;101,89;101,89;202,44;202,44;202,44;202,44;202,44;202,44;202,44;202,44;202,44;
08/12/2016;02 - 03;200,06;200,36;200,36;200,36;200,36;200,36;86,05;86,05;200,36;200,36;200,36;200,36;200,36;200,36;200,36;200,36;200,36;
08/12/2016;03 - 04;201,18;201,4;201,4;201,4;201,4;201,4;87,68;87,68;201,4;201,4;201,4;201,4;201,4;201,4;201,4;201,4;201,4;
08/12/2016;04 - 05;205,34;206,83;206,83;206,83;206,83;206,83;99,14;99,14;206,83;206,83;206,83;206,83;206,83;202,14;206,83;206,83;206,83;
08/12/2016;05 - 06;207,72;208,61;208,61;208,61;208,61;208,61;133,42;133,42;208,61;208,61;208,61;208,61;208,61;202,66;208,61;208,61;208,61;
08/12/2016;06 - 07;226,91;221,7;221,7;221,7;221,7;342,26;218,36;221,7;221,7;220,14;221,7;221,7;221,7;212,7;342,26;342,26;342,26;
08/12/2016;07 - 08;244,31;246,25;246,25;246,25;246,25;454,93;246,25;246,25;246,25;227,95;238,66;246,25;246,25;215,08;454,93;454,93;454,93;
08/12/2016;08 - 09;247,73;250,11;250,11;250,11;250,11;342,78;229,66;250,11;250,11;229,66;238,81;250,11;250,11;215,6;342,78;342,78;342,78;
08/12/2016;09 - 10;244,68;251,97;251,97;251,97;251,97;305,45;229,29;251,97;251,97;229,29;238,73;251,97;251,97;217,69;305,45;305,45;305,45;
08/12/2016;10 - 11;239,85;244,24;244,24;244,24;244,24;252,12;229,14;244,24;244,24;229,14;238,59;244,24;244,24;220,29;252,12;252,12;252,12;
08/12/2016;11 - 12;238,36;238,06;238,06;238,06;238,06;282,24;228,55;238,06;238,06;228,55;238,06;238,06;238,06;217,91;282,24;282,24;282,24;
08/12/2016;12 - 13;237,32;233,16;233,16;233,16;233,16;323,52;228,4;233,16;233,16;228,4;233,16;233,16;233,16;218,73;323,52;323,52;323,52;
08/12/2016;13 - 14;240,22;237,47;237,47;237,47;237,47;327,61;228,77;237,47;237,47;228,77;237,47;237,47;237,47;222,37;327,61;327,61;327,61;
08/12/2016;14 - 15;243,87;243,05;243,05;243,05;243,05;327,91;229,36;243,05;236,43;229,36;236,43;243,05;243,05;222,82;327,91;327,91;327,91;
08/12/2016;15 - 16;245,8;248,63;248,63;248,63;248,63;342,63;230,03;248,63;247,06;230,03;237,77;248,63;248,63;222,89;342,63;342,63;342,63;
08/12/2016;16 - 17;248,25;252,64;252,64;252,64;252,64;342,71;234,12;252,64;252,64;234,12;238,06;252,64;252,64;215,38;342,71;342,71;342,71;
08/12/2016;17 - 18;249,89;252,27;252,27;252,27;252,27;342,71;238,59;252,27;252,27;238,59;238,59;252,27;252,27;215,08;342,71;342,71;342,71;
08/12/2016;18 - 19;245,28;241,63;241,63;241,63;241,63;342,33;238,81;241,63;241,63;238,81;238,81;241,63;241,63;214,64;342,33;342,33;342,33;
08/12/2016;19 - 20;240,67;237,62;237,62;237,62;237,62;286,7;237,62;237,62;237,62;237,62;237,62;237,62;237,62;214,79;286,7;286,7;286,7;
08/12/2016;20 - 21;235,54;237,47;237,47;237,47;237,47;246,84;237,47;237,47;237,47;231,59;236,43;237,47;237,47;214,34;246,84;246,84;246,84;
08/12/2016;21 - 22;227,8;228,32;228,32;228,32;228,32;228,32;228,32;228,32;228,32;228,32;228,32;228,32;228,32;213,3;228,32;228,32;228,32;
08/12/2016;22 - 23;221,26;222,37;222,37;222,37;222,37;222,37;222,37;222,37;222,37;222,37;222,37;222,37;222,37;203,93;222,37;222,37;222,37;
08/12/2016;23 - 00;206,31;202,81;202,81;202,81;202,81;202,81;202,81;202,81;208,69;208,69;208,69;202,81;202,81;202,81;202,81;202,81;202,81;
09/12/2016;00 - 01;199,12;201,58;201,58;201,58;201,58;201,58;201,58;201,58;201,58;201,58;201,58;201,58;201,58;196;201,58;201,58;201,58;
09/12/2016;01 - 02;193,39;190,12;190,12;190,12;190,12;190,12;190,12;190,12;195,92;195,92;195,92;190,12;190,12;190,12;190,12;190,12;190,12;
09/12/2016;02 - 03;191,46;186,85;186,85;186,85;186,85;186,85;186,85;186,85;194,51;194,51;194,51;186,85;186,85;186,85;186,85;186,85;186,85;
09/12/2016;03 - 04;192,28;189,82;189,82;189,82;189,82;189,82;189,82;189,82;194,66;194,66;194,66;189,82;189,82;189,82;189,82;189,82;189,82;
09/12/2016;04 - 05;197,63;199,79;199,79;199,79;199,79;199,79;199,79;199,79;199,79;199,79;199,79;199,79;199,79;195,77;199,79;199,79;199,79;
09/12/2016;05 - 06;208,42;204,92;204,92;204,92;204,92;265,99;204,92;204,92;204,92;204,92;204,92;204,92;204,92;196,07;265,99;265,99;265,99;
09/12/2016;06 - 07;223;217,27;217,27;217,27;217,27;303,18;217,27;217,27;217,27;217,27;217,27;217,27;217,27;207,82;303,18;303,18;303,18;
09/12/2016;07 - 08;244,42;249,77;249,77;249,77;249,77;341,93;229,99;249,77;249,77;229,91;229,91;249,77;249,77;210,65;341,93;341,93;341,93;
09/12/2016;08 - 09;247,92;253,57;253,57;253,57;253,57;327,73;230,66;253,57;253,57;230,66;230,66;253,57;253,57;215,19;327,73;327,73;327,73;
09/12/2016;09 - 10;242,41;253,05;253,05;253,05;253,05;272,09;230,51;253,05;253,05;230,51;230,51;253,05;253,05;214,22;272,09;272,09;272,09;
09/12/2016;10 - 11;237,8;249,11;249,11;249,11;249,11;260,86;230,21;249,11;249,11;230,21;230,21;249,11;249,11;211,91;260,86;266,36;266,36;
09/12/2016;11 - 12;236,24;242,56;242,56;242,56;242,56;265,54;230,21;242,56;230,21;230,21;230,21;242,56;242,56;211,91;265,54;265,54;265,54;
09/12/2016;12 - 13;237,43;238,02;238,02;238,02;238,02;275,66;228,65;238,02;228,65;228,65;228,65;238,02;238,02;211,39;275,66;275,66;275,66;
09/12/2016;13 - 14;236,91;236,16;236,16;236,16;236,16;289,05;227,68;236,16;227,68;227,68;227,68;236,16;236,16;211,1;289,05;289,05;289,05;
09/12/2016;14 - 15;238,99;249,48;249,48;249,48;249,48;261,82;227,83;249,48;227,83;227,83;227,83;249,48;249,48;211,1;261,82;261,82;261,82;
09/12/2016;15 - 16;242,19;252,9;252,9;252,9;252,9;274,17;229,77;252,9;229,77;229,77;229,77;252,9;252,9;216,15;274,17;274,17;274,17;
09/12/2016;16 - 17;248,66;262,64;262,64;262,64;262,64;278,78;231,03;262,64;231,03;231,03;231,03;262,64;262,64;215,48;278,78;291,65;291,65;
09/12/2016;17 - 18;250,15;266,44;266,44;266,44;266,44;266,44;231,77;266,44;231,77;231,77;231,77;266,44;266,44;215,34;266,44;284,66;284,66;
09/12/2016;18 - 19;246,87;264,73;264,73;264,73;264,73;264,73;229,91;264,73;229,91;229,91;229,91;264,73;264,73;215,19;264,73;293,96;293,96;
09/12/2016;19 - 20;237,58;252,01;252,01;252,01;252,01;252,01;225,9;252,01;225,9;225,9;225,9;252,01;252,01;215,04;252,01;273,35;273,35;
09/12/2016;20 - 21;229,1;244,05;244,05;244,05;244,05;244,05;222,85;244,05;222,85;222,85;222,85;244,05;244,05;214,37;244,05;261,82;261,82;
09/12/2016;21 - 22;225,08;235,64;235,64;235,64;235,64;235,64;220,99;235,64;220,99;220,99;220,99;235,64;235,64;213,25;235,64;235,64;235,64;
09/12/2016;22 - 23;217,86;223,59;223,59;223,59;223,59;223,59;216,15;223,59;216,15;216,15;216,15;223,59;223,59;199,94;223,59;223,59;223,59;
09/12/2016;23 - 00;211,24;212,29;212,29;212,29;212,29;212,29;212,29;212,29;212,29;212,29;212,29;212,29;212,29;199,79;212,29;212,29;212,29;
10/12/2016;00 - 01;206,29;206,74;206,74;206,74;206,74;206,74;193,21;206,74;206,74;206,74;206,74;206,74;206,74;206,22;206,74;206,74;206,74;
10/12/2016;01 - 02;198,93;199,68;199,68;199,68;199,68;199,68;178,63;178,63;199,68;199,68;199,68;199,68;199,68;199,68;199,68;199,68;199,68;
10/12/2016;02 - 03;196,4;197,44;197,44;197,44;197,44;197,44;178,11;178,11;197,44;197,44;197,44;197,44;197,44;197,44;197,44;197,44;197,44;
10/12/2016;03 - 04;196,55;198,19;198,19;198,19;198,19;198,19;150,97;150,97;198,19;198,19;198,19;198,19;198,19;198,19;198,19;198,19;198,19;
10/12/2016;04 - 05;198,49;199,9;199,9;199,9;199,9;199,9;152,82;152,82;199,9;199,9;199,9;199,9;199,9;199,9;199,9;199,9;199,9;
10/12/2016;05 - 06;203,69;204,29;204,29;204,29;204,29;204,29;172,9;172,9;204,29;204,29;204,29;204,29;204,29;204,29;204,29;204,29;204,29;
10/12/2016;06 - 07;210,9;211,43;211,43;211,43;211,43;211,43;171,64;171,64;211,43;211,43;211,43;211,43;211,43;206,96;211,43;230,76;230,76;
10/12/2016;07 - 08;211,5;213,36;213,36;213,36;213,36;213,36;179,45;213,36;213,36;208;213,36;213,36;213,36;206,67;213,36;231,06;231,06;
10/12/2016;08 - 09;217,97;221,61;221,61;221,61;221,61;221,61;211,87;221,61;219,23;219,23;219,23;221,61;221,61;207,48;221,61;231,06;231,06;
10/12/2016;09 - 10;226,37;240,13;240,13;240,13;240,13;240,13;231,13;240,13;223,7;223,7;223,7;240,13;240,13;207,71;240,13;240,13;240,13;
10/12/2016;10 - 11;230,84;245,93;245,93;245,93;245,93;245,93;227,19;245,93;245,93;227,19;227,19;245,93;245,93;208,3;245,93;245,93;245,93;
10/12/2016;11 - 12;232,25;251,14;251,14;251,14;251,14;251,14;227,12;251,14;251,14;227,12;227,12;251,14;251,14;209,19;251,14;251,14;251,14;
10/12/2016;12 - 13;230,39;245,41;245,41;245,41;245,41;245,41;226,08;245,41;226,08;226,08;226,08;245,41;245,41;209,71;245,41;245,41;245,41;
10/12/2016;13 - 14;231,13;246,53;246,53;246,53;246,53;246,53;225,93;246,53;225,93;225,93;225,93;246,53;246,53;210,53;246,53;246,53;246,53;
10/12/2016;14 - 15;233,74;251,51;251,51;251,51;251,51;251,51;226,22;251,51;226,22;226,22;226,22;251,51;251,51;210,9;251,51;251,51;251,51;
10/12/2016;15 - 16;240,21;255,23;255,23;255,23;255,23;255,23;227,79;255,23;255,23;227,79;227,79;255,23;255,23;211,28;255,23;255,23;255,23;
10/12/2016;16 - 17;247,27;267,05;267,05;267,05;267,05;267,05;229,5;267,05;267,05;229,5;229,5;267,05;267,05;211,2;267,05;267,05;267,05;
10/12/2016;17 - 18;249,2;268,09;268,09;268,09;268,09;268,09;230,39;268,09;268,09;230,39;230,39;268,09;268,09;211,65;268,09;268,09;268,09;
10/12/2016;18 - 19;245,86;264,6;264,6;264,6;264,6;264,6;230,31;264,6;264,6;230,31;230,31;264,6;264,6;211,65;264,6;264,6;264,6;
10/12/2016;19 - 20;240,13;256,57;256,57;256,57;256,57;256,57;229,57;256,57;256,57;229,57;229,57;256,57;256,57;211,05;256,57;256,57;256,57;
10/12/2016;20 - 21;233,74;249,2;249,2;249,2;249,2;249,2;228,23;249,2;249,2;228,23;228,23;249,2;249,2;209,86;249,2;249,2;249,2;
10/12/2016;21 - 22;233,88;249,72;249,72;249,72;249,72;249,72;226,97;249,72;226,97;226,97;226,97;249,72;249,72;208,45;249,72;249,72;249,72;
10/12/2016;22 - 23;230,46;244,74;244,74;244,74;244,74;244,74;225,41;244,74;225,41;225,41;225,41;244,74;244,74;207,86;244,74;244,74;244,74;
10/12/2016;23 - 00;224,44;230,76;230,76;230,76;230,76;230,76;224,29;230,76;224,29;224,29;224,29;230,76;230,76;207,48;230,76;230,76;230,76;
11/12/2016;00 - 01;222,64;227,4;227,4;227,4;227,4;227,4;227,4;227,4;223,16;223,16;223,16;227,4;227,4;206,5;227,4;227,4;227,4;
11/12/2016;01 - 02;214,01;215,65;215,65;215,65;215,65;215,65;211,48;211,48;215,65;215,65;215,65;215,65;215,65;205,76;215,65;215,65;215,65;
11/12/2016;02 - 03;212,9;215,28;215,28;215,28;215,28;215,28;215,28;215,28;215,28;215,28;215,28;215,28;215,28;205,39;215,28;215,28;215,28;
11/12/2016;03 - 04;208,06;208,81;208,81;208,81;208,81;208,81;208,81;208,81;208,81;208,81;208,81;208,81;208,81;205,24;208,81;208,81;208,81;
11/12/2016;04 - 05;208,73;210;210;210;210;210;204,94;204,94;210;210;210;210;210;205,24;210;210;210;
11/12/2016;05 - 06;211,11;212,9;212,9;212,9;212,9;212,9;207,76;212,9;212,9;212,9;212,9;212,9;212,9;205,53;212,9;212,9;212,9;
11/12/2016;06 - 07;215,87;216,99;216,99;216,99;216,99;216,99;194,53;216,99;216,99;216,99;216,99;216,99;216,99;206,43;216,99;216,99;216,99;
11/12/2016;07 - 08;216,09;226,43;226,43;226,43;226,43;226,43;197,13;226,43;220,03;215,28;220,03;226,43;226,43;206,65;226,43;226,43;226,43;
11/12/2016;08 - 09;221,3;231,19;231,19;231,19;231,19;231,19;199,58;231,19;221,22;218,4;221,22;231,19;231,19;207,24;231,19;231,19;231,19;
11/12/2016;09 - 10;224,79;243,98;243,98;243,98;243,98;243,98;219,44;243,98;221,74;219,44;221,74;243,98;243,98;207,62;243,98;243,98;243,98;
11/12/2016;10 - 11;229,11;252,08;252,08;252,08;252,08;252,08;221,22;252,08;222,71;221,22;222,71;252,08;252,08;208,73;252,08;252,08;252,08;
11/12/2016;11 - 12;230,82;254,39;254,39;254,39;254,39;254,39;226,21;254,39;223,38;223,38;223,38;254,39;254,39;210,14;254,39;254,39;254,39;
11/12/2016;12 - 13;228,29;248,22;248,22;248,22;248,22;248,22;215,87;248,22;222,79;220,63;222,79;248,22;248,22;210,89;248,22;248,22;248,22;
11/12/2016;13 - 14;228,21;244,8;244,8;244,8;244,8;244,8;186,65;244,8;222,86;220,55;222,86;244,8;244,8;211,33;244,8;244,8;244,8;
11/12/2016;14 - 15;228,14;245,02;245,02;245,02;245,02;245,02;178,54;245,02;225,17;220,48;223,38;245,02;245,02;211,63;245,02;245,02;245,02;
11/12/2016;15 - 16;231,19;254,46;254,46;254,46;254,46;254,46;183,67;254,46;248,44;223,83;223,9;254,46;254,46;211,71;254,46;254,46;254,46;
11/12/2016;16 - 17;239,29;260,04;260,04;260,04;260,04;260,04;257,07;260,04;260,04;226,73;226,73;260,04;260,04;211,48;260,04;260,04;260,04;
11/12/2016;17 - 18;241,82;260,26;260,26;260,26;260,26;260,26;244,13;260,26;260,26;228,96;228,96;260,26;260,26;211,41;260,26;260,26;260,26;
11/12/2016;18 - 19;241,82;259,59;259,59;259,59;259,59;259,59;229,63;259,59;253,35;229,63;229,63;259,59;259,59;211,26;259,59;259,59;259,59;
11/12/2016;19 - 20;236,99;253,12;253,12;253,12;253,12;253,12;229,03;253,12;253,12;229,03;229,03;253,12;253,12;211,19;253,12;253,12;253,12;
11/12/2016;20 - 21;231,49;244,95;244,95;244,95;244,95;244,95;238,03;244,95;244,95;228,14;228,14;244,95;244,95;210,29;244,95;244,95;244,95;
11/12/2016;21 - 22;228,14;237,96;237,96;237,96;237,96;237,96;216,32;237,96;237,96;226,13;226,13;237,96;237,96;209,85;237,96;237,96;237,96;
11/12/2016;22 - 23;224,64;230,67;230,67;230,67;230,67;230,67;226,35;230,67;228,73;223,9;223,9;230,67;230,67;209,77;230,67;230,67;230,67;
11/12/2016;23 - 00;219,81;219,96;219,96;219,96;219,96;219,96;192,74;192,74;219,96;219,96;219,96;219,96;219,96;208,51;219,96;219,96;219,96;
12/12/2016;00 - 01;210,44;212,15;212,15;212,15;212,15;212,15;212,15;212,15;212,15;212,15;212,15;212,15;212,15;205,98;212,15;212,15;212,15;
12/12/2016;01 - 02;212,6;214,31;214,31;214,31;214,31;214,31;214,31;214,31;214,31;214,31;214,31;214,31;214,31;205,39;214,31;214,31;214,31;
12/12/2016;02 - 03;210,66;210,89;210,89;210,89;210,89;210,89;210;210;210,89;210,89;210,89;210,89;210,89;204,94;210,89;210,89;210,89;
12/12/2016;03 - 04;210,52;211,71;211,71;211,71;211,71;211,71;204,42;204,42;211,71;211,71;211,71;211,71;211,71;204,86;211,71;211,71;211,71;
12/12/2016;04 - 05;216,76;218,25;218,25;218,25;218,25;218,25;197,8;218,25;218,25;218,25;218,25;218,25;218,25;204,94;218,25;218,25;218,25;
12/12/2016;05 - 06;231,93;244,8;244,8;244,8;244,8;244,8;214,01;244,8;231,11;231,11;231,11;244,8;244,8;205,46;244,8;244,8;244,8;
12/12/2016;06 - 07;262,49;285,77;285,77;285,77;285,77;285,77;281,46;285,77;235,65;235,65;235,65;285,77;285,77;215,65;285,77;285,77;285,77;
12/12/2016;07 - 08;299,01;416,35;416,35;416,35;416,35;416,35;345,56;416,35;416,35;239,29;239,29;315,22;315,22;218,55;416,35;416,35;416,35;
12/12/2016;08 - 09;298,93;356,41;356,41;356,41;356,41;356,41;356,41;356,41;356,41;238,62;238,62;330,24;330,24;222,41;356,41;356,41;356,41;
12/12/2016;09 - 10;297,89;353,96;353,96;353,96;353,96;353,96;353,96;353,96;353,96;237,73;237,73;353,96;353,96;213,56;353,96;353,96;353,96;
12/12/2016;10 - 11;290,23;333,73;333,73;333,73;333,73;333,73;333,73;333,73;333,73;237,36;237,36;333,73;333,73;213,64;333,73;333,73;333,73;
12/12/2016;11 - 12;292,16;337,75;337,75;337,75;337,75;337,75;337,75;337,75;337,75;237,29;237,29;337,75;337,75;213,49;337,75;337,75;337,75;
12/12/2016;12 - 13;296,92;320,87;320,87;320,87;320,87;320,87;320,87;320,87;304,73;237,66;237,66;320,87;320,87;216,69;320,87;320,87;320,87;
12/12/2016;13 - 14;301,61;325,18;325,18;325,18;325,18;325,18;325,18;325,18;268;238,03;238,03;309,64;309,64;227,17;325,18;325,18;325,18;
12/12/2016;14 - 15;310,75;340,28;340,28;340,28;340,28;340,28;340,28;340,28;299,15;238,33;238,33;312,02;312,02;225,98;340,28;340,28;340,28;
12/12/2016;15 - 16;324,07;394,93;394,93;394,93;394,93;394,93;391,96;394,93;394,93;237,73;237,73;307,33;307,33;225,91;394,93;394,93;394,93;
12/12/2016;16 - 17;319,83;509,82;509,82;509,82;509,82;509,82;445,65;509,82;509,82;239,52;239,52;289,34;289,34;224,12;509,82;509,82;509,82;
12/12/2016;17 - 18;345,33;585,15;585,15;585,15;585,15;585,15;585,15;585,15;585,15;239,07;239,07;286,07;286,07;223,08;585,15;585,15;585,15;
12/12/2016;18 - 19;316,18;445,57;445,57;445,57;445,57;445,57;345,78;445,57;445,57;237,66;237,66;283,09;283,09;222,79;445,57;445,57;445,57;
12/12/2016;19 - 20;280,12;319,31;319,31;319,31;319,31;319,31;269,93;319,31;290,53;237,21;237,21;282,79;282,79;222,41;319,31;319,31;319,31;
12/12/2016;20 - 21;264,06;279,6;279,6;279,6;279,6;279,6;273,13;279,6;237,43;237,43;237,43;277,89;277,89;222,49;279,6;279,6;279,6;
12/12/2016;21 - 22;256,1;268,29;268,29;268,29;268,29;268,29;256,77;268,29;236,39;236,39;236,39;268,29;268,29;220,93;268,29;268,29;268,29;
12/12/2016;22 - 23;242,42;254,46;254,46;254,46;254,46;254,46;235,35;254,46;235,35;235,35;235,35;252,6;252,6;212,23;254,46;254,46;254,46;
12/12/2016;23 - 00;232,6;241,9;241,9;241,9;241,9;241,9;232,01;241,9;232,01;232,01;232,01;241,9;241,9;210;241,9;241,9;241,9;
13/12/2016;00 - 01;231,27;232,83;232,83;232,83;232,83;232,83;232,83;232,83;232,83;232,83;232,83;232,83;232,83;206,43;232,83;232,83;232,83;
13/12/2016;01 - 02;227,47;229,26;229,26;229,26;229,26;229,26;229,26;229,26;229,26;229,26;229,26;229,26;229,26;205,83;229,26;229,26;229,26;
13/12/2016;02 - 03;226,95;229,03;229,03;229,03;229,03;229,03;229,03;229,03;229,03;229,03;229,03;229,03;229,03;205,46;229,03;229,03;229,03;
13/12/2016;03 - 04;227,4;229,56;229,56;229,56;229,56;229,56;229,56;229,56;229,56;229,56;229,56;229,56;229,56;205,24;229,56;229,56;229,56;
13/12/2016;04 - 05;230,97;236,32;236,32;236,32;236,32;236,32;232,6;236,32;232,6;232,6;232,6;232,6;232,6;205,31;236,32;236,32;236,32;
13/12/2016;05 - 06;234,31;244,2;244,2;244,2;244,2;252,09;233,27;244,2;233,27;233,27;233,27;233,27;233,27;205,61;252,09;244,2;244,2;
13/12/2016;06 - 07;251,86;268,3;268,3;268,3;268,3;316,41;245,02;268,3;251,79;236,17;236,17;236,17;236,17;215,28;316,41;316,41;316,41;
13/12/2016;07 - 08;272,54;308,08;308,08;308,08;324;324;308,08;324;308,08;241,16;241,16;241,6;241,6;216,24;324;324;324;
