;Hours;SYS;SE1;SE2;SE3;SE4;FI;DK1;DK2;Oslo;Kr.sand;Bergen;Molde;Tr.heim;Tromsø;EE;LV;LT
09/08/2018;18 - 19;392,33;405,89;405,89;405,89;437,94;405,89;437,94;437,94;405,89;392,55;389,79;405,89;405,89;371,38;405,89;467,3;467,3
09/08/2018;19 - 20;393,29;417,37;417,37;417,37;424,08;417,37;424,08;424,08;417,37;392,47;389,2;417,37;417,37;371,23;417,37;436,67;436,67
09/08/2018;20 - 21;388,08;389,34;389,34;389,34;390,24;389,34;390,24;390,24;389,34;389,34;388,6;389,34;389,34;371,23;389,34;406,64;406,64
09/08/2018;21 - 22;382,04;383,16;383,16;383,16;383,16;383,16;382,34;383,16;383,16;383,16;383,16;383,16;383,16;371,68;383,16;383,16;383,16
09/08/2018;22 - 23;369,74;369,22;369,22;369,22;369,22;369,22;369,22;369,22;369,22;369,22;369,22;369,22;369,22;369,22;369,22;369,22;369,22
09/08/2018;23 - 00;353,87;352,45;352,45;352,45;352,45;352,45;352,45;352,45;352,45;352,45;352,45;352,9;352,9;352,45;352,45;352,45;352,45
10/08/2018;00 - 01;349,39;334,33;334,33;334,33;334,33;334,33;243,66;243,66;334,33;334,33;334,33;353,27;353,27;353,27;334,33;334,33;334,33
10/08/2018;01 - 02;326,05;314,79;314,79;314,79;314,79;314,79;181,93;181,93;314,79;314,79;314,79;351,1;351,1;351,1;314,79;314,79;314,79
10/08/2018;02 - 03;311,44;306,44;306,44;306,44;306,44;306,44;139,28;139,28;306,44;306,44;306,44;346,85;346,85;346,85;306,44;306,44;306,44
10/08/2018;03 - 04;310,1;303,31;303,31;303,31;303,31;303,31;137,41;137,41;303,31;303,31;303,31;343,2;343,2;343,2;303,31;303,31;303,31
10/08/2018;04 - 05;306,22;289,37;289,37;289,37;289,37;289,37;137,86;137,86;289,37;289,37;289,37;341,63;341,63;341,63;289,37;289,37;289,37
10/08/2018;05 - 06;311,06;297,72;297,72;297,72;297,72;297,72;219,21;219,21;297,72;297,72;297,72;341,78;341,78;341,78;297,72;297,72;297,72
10/08/2018;06 - 07;358,41;356,32;356,32;356,32;356,32;368,62;326,65;326,65;356,32;346,63;356,32;356,32;356,32;356,32;368,62;368,62;368,62
10/08/2018;07 - 08;376,83;370,49;370,49;370,49;370,49;501,12;370,49;370,49;370,49;370,49;370,49;370,49;370,49;367,66;501,12;501,12;501,12
10/08/2018;08 - 09;386,3;383,46;383,46;383,46;383,46;544,21;383,46;383,46;383,46;383,46;383,46;383,46;383,46;366,54;544,21;544,21;544,21
10/08/2018;09 - 10;386,89;384,58;384,58;384,58;384,58;500;384,58;384,58;384,58;384,58;384,58;384,58;384,58;366,98;500;500;500
10/08/2018;10 - 11;383,09;380,85;380,85;380,85;380,85;496,5;380,85;380,85;380,85;380,85;380,85;380,85;380,85;368,33;496,5;496,5;496,5
10/08/2018;11 - 12;381,37;377,27;377,27;377,27;377,27;492,99;377,27;377,27;377,27;377,27;377,27;377,27;377,27;368,4;492,99;492,99;492,99
10/08/2018;12 - 13;372,28;362,81;362,81;362,81;362,81;482,48;362,81;362,81;362,81;362,81;362,81;362,81;362,81;362,81;482,48;482,48;482,48
10/08/2018;13 - 14;362,29;354,76;354,76;354,76;354,76;467,94;339,62;354,76;354,76;339,62;354,76;354,76;354,76;354,76;467,94;467,94;467,94
10/08/2018;14 - 15;357,14;349,46;349,46;349,46;349,46;457,05;328,44;349,46;349,46;330,75;349,46;349,46;349,46;349,46;457,05;467,49;467,49
10/08/2018;15 - 16;356,4;344,32;344,32;344,32;344,32;482,33;333,28;344,32;344,32;344,32;344,32;344,32;344,32;344,32;482,33;482,33;482,33
10/08/2018;16 - 17;364,15;358,19;358,19;358,19;358,19;464,06;358,19;358,19;358,19;358,19;358,19;358,19;358,19;358,19;464,06;467,64;467,64
10/08/2018;17 - 18;379,14;376,6;376,6;376,6;385,4;437,52;385,4;385,4;376,6;376,6;376,6;376,6;376,6;364,9;437,52;437,52;437,52
10/08/2018;18 - 19;380,26;380,11;380,11;380,11;380,11;402,92;381,75;381,75;380,11;380,11;380,11;380,11;380,11;364,67;402,92;436,62;436,62
10/08/2018;19 - 20;380,11;381;381;381;381;381;381,52;381,52;381;381;381;381;381;364,52;381;437,29;437,29
10/08/2018;20 - 21;374,29;375,71;375,71;375,71;375,71;375,71;375,71;375,71;375,71;375,71;375,71;375,71;375,71;364,3;375,71;463,17;463,17
10/08/2018;21 - 22;376,6;375,34;375,34;375,34;380,93;375,34;380,93;380,93;375,34;380,93;375,34;375,34;375,34;364,6;375,34;436,55;436,55
10/08/2018;22 - 23;373,47;371,01;371,01;371,01;371,01;371,01;381,08;381,08;371,01;381,08;371,01;371,01;371,01;364,15;371,01;371,01;371,01
10/08/2018;23 - 00;365,94;359,75;359,75;359,75;359,75;359,75;376,68;376,68;359,75;376,68;359,75;359,75;359,75;359,75;359,75;359,75;359,75
11/08/2018;00 - 01;362,07;359,61;359,61;359,61;359,61;359,61;368,49;368,49;359,61;368,41;359,61;359,61;359,61;359,61;359,61;359,61;359,61
11/08/2018;01 - 02;343,07;341,43;341,43;341,43;341,43;341,43;341,43;341,43;341,43;341,5;341,43;341,43;341,43;351,86;341,43;341,43;341,43
11/08/2018;02 - 03;328,6;328,16;328,16;328,16;328,16;328,16;328,16;328,16;328,16;328,16;328,16;328,16;328,16;348,51;328,16;328,16;328,16
11/08/2018;03 - 04;313,02;308,55;308,55;308,55;308,55;308,55;308,55;308,55;308,55;308,55;308,55;308,55;308,55;338,29;308,55;308,55;308,55
11/08/2018;04 - 05;305,64;302,96;302,96;302,96;302,96;302,96;302,96;302,96;302,96;302,96;302,96;302,96;302,96;327,26;302,96;302,96;302,96
11/08/2018;05 - 06;308,92;305,72;305,72;305,72;305,72;305,72;305,72;305,72;305,72;305,72;305,72;305,72;305,72;341,35;305,72;305,72;305,72
11/08/2018;06 - 07;314,59;309,52;309,52;309,52;309,52;309,52;309,52;309,52;309,52;309,52;309,52;309,52;309,52;341,2;309,52;309,52;309,52
11/08/2018;07 - 08;329,57;329,65;329,65;329,65;329,65;329,65;329,65;329,65;329,65;329,65;329,65;329,65;329,65;329,65;329,65;329,65;329,65
11/08/2018;08 - 09;357,6;357,6;357,6;357,6;357,6;357,6;357,6;357,6;357,6;357,6;357,6;357,6;357,6;357,6;357,6;357,6;357,6
11/08/2018;09 - 10;361,4;361,4;361,4;361,4;361,4;361,4;361,4;361,4;361,4;361,4;361,4;361,4;361,4;361,4;361,4;460,85;460,85
11/08/2018;10 - 11;361,25;361,25;361,25;361,25;361,25;361,25;361,25;361,25;361,25;361,25;361,25;361,25;361,25;361,25;361,25;460,92;460,92
11/08/2018;11 - 12;362;362;362;362;362;362;362;362;362;362;362;362;362;362;362;460,85;460,85
11/08/2018;12 - 13;363,49;363,49;363,49;363,49;363,49;363,49;363,49;363,49;363,49;363,49;363,49;363,49;363,49;363,49;363,49;415,52;415,52
11/08/2018;13 - 14;361,03;361,03;361,03;361,03;361,03;361,03;361,03;361,03;361,03;361,03;361,03;361,03;361,03;361,03;361,03;394,28;394,28
11/08/2018;14 - 15;356,19;357,6;357,6;357,6;357,6;357,6;256,07;357,6;357,6;357,6;357,6;357,6;357,6;357,6;357,6;357,6;357,6
11/08/2018;15 - 16;346,57;350,97;350,97;350,97;350,97;350,97;210,15;350,97;350,97;350,97;350,97;350,97;350,97;350,97;350,97;350,97;350,97
11/08/2018;16 - 17;357,38;358,35;358,35;358,35;358,35;358,35;252,64;358,35;358,35;358,35;358,35;358,35;358,35;358,35;358,35;358,35;358,35
11/08/2018;17 - 18;363,34;363,34;363,34;363,34;363,34;363,34;306,31;363,34;363,34;363,34;363,34;363,34;363,34;363,34;363,34;363,34;363,34
11/08/2018;18 - 19;368,93;369,75;369,75;369,75;369,75;369,75;369,75;369,75;369,75;369,75;369,75;369,75;369,75;364,39;369,75;369,75;369,75
11/08/2018;19 - 20;377,13;378,55;378,55;378,55;378,55;378,55;432,22;432,22;378,55;378,55;378,55;378,55;378,55;364,68;378,55;378,55;378,55
11/08/2018;20 - 21;378,4;380,04;380,04;380,04;380,04;380,04;383,4;383,4;380,04;380,04;380,04;380,04;380,04;364,76;380,04;380,04;380,04
11/08/2018;21 - 22;379,67;381,46;381,46;381,46;381,46;381,46;381,46;381,46;381,46;381,46;381,46;381,46;381,46;365,13;381,46;381,46;381,46
11/08/2018;22 - 23;373,7;374,23;374,23;374,23;374,23;374,23;374,23;374,23;374,23;374,23;374,23;374,23;374,23;365,06;374,23;374,23;374,23
11/08/2018;23 - 00;367,67;368,11;368,11;368,11;368,11;368,11;368,11;368,11;368,11;368,11;368,11;368,11;368,11;364,53;368,11;368,11;368,11
12/08/2018;00 - 01;350,79;350,79;350,79;350,79;350,79;350,79;350,79;350,79;350,79;350,79;350,79;350,79;350,79;350,79;350,79;350,79;350,79
12/08/2018;01 - 02;331,71;331,71;331,71;331,71;331,71;331,71;331,71;331,71;331,71;331,71;331,71;331,71;331,71;331,71;331,71;331,71;331,71
12/08/2018;02 - 03;321,13;319,04;319,04;319,04;319,04;319,04;319,04;319,04;319,04;319,04;319,04;319,04;319,04;329,48;319,04;319,04;319,04
12/08/2018;03 - 04;313,97;313,45;313,45;313,45;313,45;313,45;313,45;313,45;313,45;313,45;313,45;313,45;313,45;328,73;313,45;313,45;313,45
12/08/2018;04 - 05;305,85;305,55;305,55;305,55;305,55;305,55;305,55;305,55;305,55;305,55;305,55;305,55;305,55;328,21;305,55;305,55;305,55
12/08/2018;05 - 06;305,7;305,1;305,1;305,1;305,1;305,1;305,1;305,1;305,1;305,1;305,1;305,1;305,1;327,24;305,1;305,1;305,1
12/08/2018;06 - 07;313,23;309,13;309,13;309,13;309,13;309,13;309,13;309,13;309,13;309,13;309,13;309,13;309,13;329,18;309,13;309,13;309,13
12/08/2018;07 - 08;305,47;305,4;305,4;305,4;305,4;305,4;305,4;305,4;305,4;305,4;305,4;305,4;305,4;319,19;305,4;305,4;305,4
12/08/2018;08 - 09;315,24;313,9;313,9;313,9;313,9;313,9;313,9;313,9;313,9;313,9;313,9;313,9;313,9;319,56;313,9;313,9;313,9
12/08/2018;09 - 10;327,16;327,16;327,16;327,16;327,16;327,16;327,16;327,16;327,16;327,16;327,16;327,16;327,16;327,16;327,16;327,16;327,16
12/08/2018;10 - 11;332,01;332,01;332,01;332,01;332,01;332,01;332,01;332,01;332,01;332,01;332,01;332,01;332,01;332,01;332,01;332,01;332,01
12/08/2018;11 - 12;335,59;335,59;335,59;335,59;335,59;335,59;335,59;335,59;335,59;335,59;335,59;335,59;335,59;335,59;335,59;335,59;335,59
12/08/2018;12 - 13;335,59;335,59;335,59;335,59;335,59;335,59;335,59;335,59;335,59;335,59;335,59;335,59;335,59;335,59;335,59;335,59;335,59
12/08/2018;13 - 14;331,19;331,19;331,19;331,19;331,19;331,19;331,19;331,19;331,19;331,19;331,19;331,19;331,19;331,19;331,19;331,19;331,19
12/08/2018;14 - 15;331,04;331,04;331,04;331,04;331,04;331,04;331,04;331,04;331,04;331,04;331,04;331,04;331,04;331,04;331,04;331,04;331,04
12/08/2018;15 - 16;336,11;336,11;336,11;336,11;336,11;336,11;336,11;336,11;336,11;336,11;336,11;336,11;336,11;336,11;336,11;336,11;336,11
12/08/2018;16 - 17;342;341,92;341,92;341,92;341,92;341,92;341,92;341,92;341,92;341,92;341,92;341,92;341,92;341,92;341,92;341,92;341,92
12/08/2018;17 - 18;353,7;353,7;353,7;353,7;353,7;353,7;341,7;353,7;353,7;353,7;353,7;353,7;353,7;353,7;353,7;353,7;353,7
12/08/2018;18 - 19;369,65;369,58;369,58;369,58;369,58;369,58;381,58;381,58;369,58;369,58;369,58;369,58;369,58;369,58;369,58;369,58;369,58
12/08/2018;19 - 20;377,33;377,7;377,7;377,7;377,7;377,7;428,99;428,99;377,7;377,7;377,7;377,7;377,7;374,05;377,7;377,7;377,7
12/08/2018;20 - 21;378,9;386,13;386,13;386,13;386,13;386,13;457,32;457,32;378;378;378;386,13;386,13;374,72;386,13;386,13;386,13
12/08/2018;21 - 22;381,88;392,09;392,09;392,09;409,68;392,09;469,76;469,76;378,23;378,23;378,23;392,09;392,09;376,14;392,09;409,68;409,68
12/08/2018;22 - 23;376,06;375,92;375,92;375,92;375,92;375,92;462,91;462,91;375,92;375,92;375,92;375,92;375,92;375,92;375,92;375,92;375,92
12/08/2018;23 - 00;368,46;368,61;368,61;368,61;368,61;368,61;430,33;430,33;368,61;368,61;368,61;368,61;368,61;368,61;368,61;368,61;368,61
13/08/2018;00 - 01;365,11;365,7;365,7;365,7;365,7;365,7;377,18;377,18;365,7;365,7;365,7;365,7;365,7;365,7;365,7;365,7;365,7
13/08/2018;01 - 02;349,75;350,94;350,94;350,94;350,94;350,94;350,94;350,94;350,94;350,94;350,94;350,94;350,94;350,94;350,94;350,94;350,94
13/08/2018;02 - 03;331,64;335,22;335,22;335,22;335,22;335,22;335,22;335,22;335,22;335,22;335,22;335,22;335,22;335,22;335,22;335,22;335,22
13/08/2018;03 - 04;326,34;329,33;329,33;329,33;329,33;329,33;329,33;329,33;329,33;329,33;329,33;329,33;329,33;329,33;329,33;329,33;329,33
13/08/2018;04 - 05;326,2;328,43;328,43;328,43;328,43;328,43;328,43;328,43;328,43;328,43;328,43;328,43;328,43;328,43;328,43;328,43;328,43
13/08/2018;05 - 06;351,54;352,29;352,29;352,29;352,29;352,29;352,29;352,29;352,29;352,29;352,29;352,29;352,29;352,29;352,29;352,29;352,29
13/08/2018;06 - 07;377,56;400,22;400,22;400,22;400,22;400,22;400,22;400,22;371,07;371,07;371,07;375,77;375,77;365,55;400,22;400,22;400,22
13/08/2018;07 - 08;385,08;429,14;429,14;453,14;453,14;453,14;453,14;453,14;372,41;372,41;372,41;378,97;378,97;366,75;453,14;453,14;453,14
13/08/2018;08 - 09;391,57;430,93;430,93;469,91;469,91;469,91;469,91;469,91;374,8;374,8;374,8;379,34;379,34;376,96;469,91;469,91;469,91
13/08/2018;09 - 10;393,51;437,93;437,93;475,28;475,28;475,28;475,28;475,28;375,77;375,77;375,77;382,85;382,85;377,78;475,28;485,12;485,12
13/08/2018;10 - 11;395,37;442,48;442,48;480,72;480,72;480,72;480,72;480,72;376,29;376,29;376,29;384,79;384,79;378,23;480,72;500,03;500,03
13/08/2018;11 - 12;396,79;454,18;454,18;484;484;484;484;484;376,14;376,14;376,14;384,79;384,79;378,23;484;499,73;499,73
13/08/2018;12 - 13;395,59;456,42;456,42;472,89;472,89;472,89;472,89;472,89;375,92;375,92;375,92;384,26;384,26;378,23;472,89;506,89;506,89
13/08/2018;13 - 14;397,09;483,11;483,11;483,11;483,11;483,11;483,11;483,11;376,06;376,06;376,06;383,82;383,82;378,15;483,11;559,21;559,21
13/08/2018;14 - 15;395,74;479,45;479,45;479,45;479,45;479,45;479,45;479,45;375,69;375,69;375,69;383,52;383,52;377,85;479,45;528,5;528,5
13/08/2018;15 - 16;393,43;453,51;453,51;453,51;453,51;453,51;453,51;453,51;375,17;375,17;375,17;381,8;381,8;377,48;453,51;502,56;502,56
13/08/2018;16 - 17;392,17;443,97;443,97;443,97;443,97;443,97;443,97;443,97;374,87;374,87;374,87;380,54;380,54;376,74;443,97;443,97;443,97
13/08/2018;17 - 18;393,43;448,3;448,3;448,3;448,3;448,3;448,3;448,3;374,5;374,5;374,5;379,49;379,49;376,06;448,3;448,3;448,3
13/08/2018;18 - 19;392,02;445,24;445,24;446,58;446,58;446,58;446,58;446,58;374,05;374,05;374,05;379,2;379,2;376,06;446,58;446,58;446,58
13/08/2018;19 - 20;393,73;453,74;453,74;462,83;462,83;462,83;462,83;462,83;373,83;373,83;373,83;379,12;379,12;375,84;462,83;462,83;462,83
13/08/2018;20 - 21;394,33;441,74;441,74;441,74;441,74;441,74;446,51;446,51;376,81;376,81;376,81;379,2;379,2;375,62;441,74;441,74;441,74
13/08/2018;21 - 22;393,66;447,18;447,18;447,18;447,18;447,18;447,18;447,18;377,33;377,33;377,33;379,05;379,05;375,17;447,18;447,18;447,18
13/08/2018;22 - 23;386,65;412,52;412,52;412,52;412,52;412,52;422,65;422,65;376,81;376,81;376,81;379,27;379,27;374,5;412,52;412,52;412,52
13/08/2018;23 - 00;371,74;372,26;372,26;372,26;372,26;372,26;378,9;378,9;372,26;372,26;372,26;372,26;372,26;372,26;372,26;372,26;372,26
14/08/2018;00 - 01;368,08;368,3;368,3;368,3;368,3;368,3;368,3;368,3;368,3;368,3;368,3;368,3;368,3;368,3;368,3;368,3;368,3
14/08/2018;01 - 02;356,38;356,9;356,9;356,9;356,9;356,9;356,9;356,9;356,9;356,9;356,9;356,9;356,9;356,9;356,9;356,9;356,9
14/08/2018;02 - 03;349,15;349,44;349,44;349,44;349,44;349,44;349,44;349,44;349,44;349,44;349,44;349,44;349,44;349,44;349,44;349,44;349,44
14/08/2018;03 - 04;340,13;340,65;340,65;340,65;340,65;340,65;340,65;340,65;340,65;340,65;340,65;340,65;340,65;340,65;340,65;340,65;340,65
14/08/2018;04 - 05;343,18;341,17;341,17;341,17;341,17;341,17;341,17;341,17;344,75;344,75;344,75;344,75;344,75;341,17;341,17;341,17;341,17
14/08/2018;05 - 06;360,25;359,43;359,43;359,43;359,43;359,43;359,43;359,43;359,43;361,59;359,43;359,43;359,43;359,43;359,43;359,43;359,43
14/08/2018;06 - 07;386,56;398,57;398,57;398,57;398,57;398,57;398,57;398,57;378,66;378,66;378,66;390,07;390,07;378,14;398,57;398,57;398,57
14/08/2018;07 - 08;403,78;459,99;459,99;459,99;459,99;459,99;459,99;459,99;379,11;379,11;379,11;394,54;394,54;379,41;459,99;459,99;459,99
14/08/2018;08 - 09;411,31;477,58;477,58;477,58;477,58;477,58;477,58;477,58;379,71;379,71;379,71;402,81;402,81;381,12;477,58;477,58;477,58
14/08/2018;09 - 10;411,09;479,96;479,96;479,96;479,96;492,49;479,96;479,96;379,93;379,93;379,93;407,58;407,58;382,61;492,49;492,49;492,49
14/08/2018;10 - 11;411,61;483,99;483,99;483,99;483,99;491,81;483,99;483,99;380,3;380,3;380,3;408,93;408,93;383,43;491,81;491,81;491,81
14/08/2018;11 - 12;414,14;485,18;485,18;485,18;485,18;497,85;485,18;485,18;381,5;381,5;381,5;409,97;409,97;382,76;497,85;497,85;497,85
14/08/2018;12 - 13;411,31;489,73;489,73;489,73;489,73;502,7;489,73;489,73;381,35;381,35;381,35;408,11;408,11;384,18;502,7;502,7;502,7
14/08/2018;13 - 14;406,47;474,89;474,89;474,89;474,89;492,34;435,91;474,89;377,25;377,25;377,25;407,36;407,36;384,1;492,34;499,64;499,64
14/08/2018;14 - 15;398,79;468,86;468,86;468,86;468,86;468,86;435,54;468,86;374,12;374,12;374,12;406,84;406,84;383,81;468,86;468,86;468,86
14/08/2018;15 - 16;391,93;461,63;461,63;461,63;461,63;461,63;373,37;461,63;373,37;373,37;373,37;407,21;407,21;383,58;461,63;461,63;461,63
14/08/2018;16 - 17;389,55;447,39;447,39;447,39;447,39;447,39;372,92;447,39;372,92;372,92;372,92;405,87;405,87;384,33;447,39;447,39;447,39
14/08/2018;17 - 18;390,66;436,21;436,21;436,21;436,21;436,21;379,56;436,21;375,83;375,83;375,83;408,4;408,4;383,73;436,21;436,21;436,21
14/08/2018;18 - 19;397,07;446,42;446,42;446,42;446,42;446,42;446,42;446,42;378,51;378,51;378,51;407,66;407,66;381,2;446,42;446,42;446,42
14/08/2018;19 - 20;406,62;473,55;473,55;473,55;473,55;473,55;473,55;473,55;378,07;378,07;378,07;407,66;407,66;380,97;473,55;473,55;473,55
14/08/2018;20 - 21;402,22;461,55;461,55;461,55;461,55;461,55;472,88;472,88;377,99;377,99;377,99;409,67;409,67;381,05;461,55;461,55;461,55
14/08/2018;21 - 22;404,6;461,92;461,92;461,92;461,92;461,92;473,25;473,25;377,92;377,92;377,92;408,4;408,4;380,82;461,92;461,92;461,92
14/08/2018;22 - 23;391,56;425,25;425,25;425,25;425,25;425,25;463,27;463,27;377,25;377,25;377,25;409,22;409,22;379,78;425,25;425,25;425,25
14/08/2018;23 - 00;376,65;380,08;380,08;380,08;380,08;380,08;385,89;385,89;374,64;375,38;374,64;380,08;380,08;377,32;380,08;380,08;380,08
15/08/2018;00 - 01;368,02;368,32;368,32;368,32;368,32;368,32;363,25;363,25;368,32;368,32;368,32;368,32;368,32;365,79;368,32;368,32;368,32
15/08/2018;01 - 02;360,64;360,72;360,72;360,72;360,72;360,72;358,18;358,18;360,72;360,72;360,72;360,72;360,72;360,72;360,72;360,72;354,75
15/08/2018;02 - 03;356,62;356,69;356,69;356,69;356,69;356,69;356,69;356,69;356,69;356,69;356,69;356,69;356,69;356,69;356,69;356,69;356,69
15/08/2018;03 - 04;346,93;347;347;347;347;347;342,98;342,98;347;347;347;347;347;347;347;347;347
15/08/2018;04 - 05;339,1;339,32;339,32;339,32;339,32;339,32;331,42;331,42;339,32;339,32;339,32;339,32;339,32;339,32;339,32;339,32;339,32
15/08/2018;05 - 06;351,7;351,77;351,77;351,77;351,77;351,77;351,77;351,77;351,77;351,77;351,77;351,77;351,77;351,77;351,77;351,77;351,77
15/08/2018;06 - 07;374,81;380,7;380,7;380,7;380,7;380,7;380,7;380,7;372,87;372,87;372,87;380,7;380,7;367,95;380,7;380,7;380,7
15/08/2018;07 - 08;387,18;411,86;411,86;411,86;411,86;411,86;411,86;411,86;377,79;377,79;377,79;409,99;409,99;376;411,86;411,86;411,86
15/08/2018;08 - 09;394,71;444,88;444,88;444,88;444,88;444,88;444,88;444,88;378,53;378,53;378,53;415,66;415,66;377,49;444,88;444,88;444,88
15/08/2018;09 - 10;393,89;441,82;441,82;441,82;441,82;441,82;441,82;441,82;378,46;378,46;378,46;415,36;415,36;375,48;441,82;441,82;441,82
15/08/2018;10 - 11;394,56;444,43;444,43;444,43;444,43;444,43;444,43;444,43;378,46;378,46;378,46;416,92;416,92;376,37;444,43;444,43;444,43
15/08/2018;11 - 12;395,38;456,95;456,95;456,95;456,95;456,95;456,95;456,95;378,53;378,53;378,53;420,28;420,28;375,85;456,95;456,95;456,95
15/08/2018;12 - 13;392,47;451,89;451,89;451,89;451,89;451,89;451,89;451,89;376,89;376,89;376,89;418,34;418,34;375,78;451,89;451,89;451,89
15/08/2018;13 - 14;389,34;435,56;435,56;435,56;435,56;435,56;435,56;435,56;376,22;376,22;376,22;419,53;419,53;375,78;435,56;435,56;435,56
15/08/2018;14 - 15;385,91;432,36;432,36;432,36;432,36;432,36;373,02;432,36;373,02;373,02;373,02;417,22;417,22;375,55;432,36;432,36;432,36
15/08/2018;15 - 16;385,47;424,68;424,68;424,68;424,68;424,68;373,39;424,68;373,39;373,39;373,39;413,72;413,72;376,15;424,68;424,68;424,68
15/08/2018;16 - 17;382,19;402,24;402,24;402,24;402,24;402,24;362,73;402,24;375,48;375,48;375,48;402,24;402,24;376,22;402,24;402,24;402,24
15/08/2018;17 - 18;388,67;407,23;407,23;407,23;407,23;407,23;395,08;407,23;381,67;381,67;381,67;407,23;407,23;375,85;407,23;407,23;407,23
15/08/2018;18 - 19;405,52;432,21;432,21;432,21;432,21;432,21;463,74;463,74;387,26;387,26;387,26;432,21;432,21;375,33;432,21;432,21;432,21
15/08/2018;19 - 20;401,05;422,89;422,89;422,89;422,89;422,89;479,17;479,17;386,29;386,29;386,29;422,89;422,89;374,96;422,89;422,89;422,89
15/08/2018;20 - 21;394,79;413,05;413,05;413,05;450,25;413,05;484,54;484,54;386,44;386,44;386,44;413,05;413,05;374,73;413,05;450,25;450,25
15/08/2018;21 - 22;393,29;410,51;410,51;410,51;461,13;410,51;483,27;483,27;385,62;385,62;385,62;410,51;410,51;374,51;410,51;461,13;461,13
15/08/2018;22 - 23;387,85;396,65;396,65;396,65;396,65;396,65;475,81;475,81;383,6;383,6;383,6;396,65;396,65;373,69;396,65;396,65;396,65
15/08/2018;23 - 00;377,12;376,97;376,97;376,97;376,97;376,97;415,58;415,58;376,97;376,97;376,97;376,97;376,97;372,57;376,97;376,97;376,97
16/08/2018;00 - 01;368,33;368,48;368,48;368,48;368,48;368,48;371,99;371,99;368,48;368,48;368,48;368,48;368,48;368,48;368,48;368,48;368,48
16/08/2018;01 - 02;357,07;357,74;357,74;357,74;357,74;357,74;357,74;357,74;357,74;357,74;357,74;357,74;357,74;357,74;357,74;357,74;351,03
16/08/2018;02 - 03;352,74;353,42;353,42;353,42;353,42;353,42;353,42;353,42;353,42;353,42;353,42;353,42;353,42;353,42;353,42;353,42;347,08
16/08/2018;03 - 04;348,64;349,16;349,16;349,16;349,16;349,16;349,16;349,16;349,16;349,16;349,16;349,16;349,16;349,16;349,16;349,16;349,16
16/08/2018;04 - 05;346,55;346,85;346,85;346,85;346,85;346,85;346,85;346,85;346,85;346,85;346,85;346,85;346,85;346,85;346,85;346,85;346,85
16/08/2018;05 - 06;361,54;361,69;361,69;361,69;361,69;361,69;361,69;361,69;361,69;361,69;361,69;361,69;361,69;361,69;361,69;361,69;361,69
16/08/2018;06 - 07;386,83;394,21;394,21;394,21;394,21;394,21;395,77;395,77;384,44;384,44;384,44;393,39;393,39;372,06;394,21;394,21;394,21
16/08/2018;07 - 08;394,51;411,81;411,81;411,81;444,47;459,16;463,19;463,19;384,07;384,07;384,07;392,05;392,05;373,63;459,16;498,09;498,09
16/08/2018;08 - 09;400,77;439,92;439,92;439,92;463,12;468,64;474,53;474,53;384,81;384,81;384,66;406,07;406,07;375,56;468,64;559,84;559,84
16/08/2018;09 - 10;399,13;432,47;432,47;432,47;446,11;470,57;432,47;457,08;384,44;384,44;384,07;413,52;413,52;376,98;470,57;559,84;559,84
16/08/2018;10 - 11;395,48;410,24;410,24;410,24;410,24;480,57;410,24;410,24;385,11;385,11;383,25;410,24;410,24;377,8;480,57;597,28;597,28
16/08/2018;11 - 12;388,24;395,48;395,48;395,48;395,48;465,21;395,48;395,48;385,04;385,04;382,95;395,48;395,48;376,91;465,21;559,92;559,92
16/08/2018;12 - 13;381,68;380,49;380,49;380,49;380,49;458,34;380,49;380,49;380,49;380,49;380,49;380,49;380,49;375,12;458,34;597,58;608,09
16/08/2018;13 - 14;380,04;378,25;378,25;378,25;378,25;429,56;378,25;378,25;378,25;378,25;378,25;378,25;378,25;375,04;429,56;597,35;597,35
16/08/2018;14 - 15;377,21;376,31;376,31;376,31;376,31;394,21;376,31;376,31;376,31;376,31;376,31;376,31;376,31;374,67;394,21;571,85;571,85
16/08/2018;15 - 16;379,22;378,85;378,85;378,85;378,85;388,39;378,85;378,85;378,85;378,85;378,85;378,85;378,85;373,77;388,39;522,26;522,26
16/08/2018;16 - 17;381,61;386,9;386,9;386,9;386,9;387,87;386,9;386,9;380,93;380,93;380,64;386,9;386,9;372,81;387,87;497,57;497,57
16/08/2018;17 - 18;386,53;395,48;395,48;395,48;454,47;395,48;395,48;465,65;384,44;384,44;380,41;395,48;395,48;372,06;395,48;479,97;479,97
16/08/2018;18 - 19;386,08;394,58;394,58;394,58;475,72;394,58;395,25;489,96;384,36;384,36;379,44;392,34;392,34;371,99;394,58;475,72;475,72
16/08/2018;19 - 20;385,71;390,33;390,33;390,33;478,11;390,33;497,5;499,73;383,69;383,69;379,22;390,33;390,33;371,61;390,33;478,11;478,11
16/08/2018;20 - 21;380,71;379,29;379,29;379,29;480,27;379,29;500,11;500,11;379,29;379,29;379,29;379,29;379,29;371,24;379,29;480,27;480,27
16/08/2018;21 - 22;379,67;378,17;378,17;378,17;378,17;378,17;493,69;493,69;378,17;378,17;378,17;378,17;378,17;370,42;378,17;464,68;464,68
16/08/2018;22 - 23;376,53;374,6;374,6;374,6;374,6;374,6;480,19;480,19;374,6;374,6;374,6;374,6;374,6;369,45;374,6;403,38;403,38
