;Hours;SYS;SE1;SE2;SE3;SE4;FI;DK1;DK2;Oslo;Kr.sand;Bergen;Molde;Tr.heim;Tromsø;EE;LV;LT
01/01/2018;00 - 01;195,85;196;196;196;196;196;162,28;196;196;196;196;196;196;196;196;196;196
01/01/2018;01 - 02;196,74;196,74;196,74;196,74;196,74;196,74;196,74;196,74;196,74;196,74;196,74;196,74;196,74;196,74;196,74;196,74;196,74
01/01/2018;02 - 03;194,21;194,29;194,29;194,29;194,29;194,29;194,29;194,29;194,29;194,29;194,29;194,29;194,29;194,29;194,29;194,29;194,29
01/01/2018;03 - 04;183,34;183,86;183,86;183,86;183,86;183,86;183,86;183,86;183,86;183,86;183,86;183,86;183,86;183,86;183,86;183,86;183,86
01/01/2018;04 - 05;183,64;184,16;184,16;184,16;184,16;184,16;184,16;184,16;184,16;184,16;184,16;184,16;184,16;184,16;184,16;184,16;184,16
01/01/2018;05 - 06;180,44;134,06;134,06;134,06;134,06;134,06;134,06;134,06;184,31;184,31;184,31;183,64;183,64;183,64;134,06;134,06;134,06
01/01/2018;06 - 07;179,99;132,35;132,35;132,35;132,35;132,35;75,78;75,78;185,95;185,95;185,95;185,95;185,95;185,95;132,35;132,35;132,35
01/01/2018;07 - 08;180,81;132,5;132,5;132,5;132,5;132,5;132,5;132,5;191,38;191,38;191,38;190,64;190,64;190,64;132,5;132,5;132,5
01/01/2018;08 - 09;179,77;147,09;147,09;147,09;147,09;147,09;147,09;147,09;189,67;189,67;189,67;189,67;189,67;189,67;147,09;147,09;147,09
01/01/2018;09 - 10;180,59;154,31;154,31;154,31;154,31;154,31;154,31;154,31;190,12;190,12;190,12;190,12;190,12;190,12;154,31;154,31;154,31
01/01/2018;10 - 11;192,35;184,31;184,31;184,31;184,31;184,31;184,31;184,31;194,06;194,06;194,06;194,06;194,06;194,06;184,31;184,31;184,31
01/01/2018;11 - 12;193,99;191,16;191,16;191,16;191,16;191,16;191,16;191,16;194,43;194,43;194,43;194,43;194,43;194,43;191,16;191,16;191,16
01/01/2018;12 - 13;192,5;179,32;179,32;179,32;179,32;179,32;123,27;148,8;194,73;194,73;194,73;194,73;194,73;194,73;179,32;179,32;179,32
01/01/2018;13 - 14;193,24;186,17;186,17;186,17;186,17;186,17;98,33;186,17;194,96;194,96;194,96;194,96;194,96;194,96;186,17;186,17;186,17
01/01/2018;14 - 15;193,76;192,13;192,13;192,13;192,13;192,13;68,11;192,13;194,96;194,96;194,96;194,96;194,96;194,96;192,13;192,13;192,13
01/01/2018;15 - 16;196,74;196,97;196,97;196,97;196,97;196,97;98,93;196,97;196,97;196,97;196,97;196,97;196,97;196,97;196,97;196,97;196,97
01/01/2018;16 - 17;201,13;201,21;201,21;201,21;201,21;201,21;201,21;201,21;201,21;201,21;201,21;201,21;201,21;201,21;201,21;201,21;201,21
01/01/2018;17 - 18;204,19;204,19;204,19;204,19;204,19;204,19;204,19;204,19;204,19;204,19;204,19;204,19;204,19;204,19;204,19;204,19;204,19
01/01/2018;18 - 19;203,22;203,14;203,14;203,14;203,14;203,14;203,14;203,14;203,14;203,14;203,14;203,14;203,14;203,14;203,14;203,14;203,14
01/01/2018;19 - 20;200,76;200,69;200,69;200,69;200,69;200,69;200,69;200,69;200,69;200,69;200,69;200,69;200,69;200,69;200,69;200,69;200,69
01/01/2018;20 - 21;198,68;198,75;198,75;198,75;198,75;198,75;198,75;198,75;198,75;198,75;198,75;198,75;198,75;198,75;198,75;198,75;198,75
01/01/2018;21 - 22;196,89;197,04;197,04;197,04;197,04;197,04;197,04;197,04;197,04;197,04;197,04;197,04;197,04;197,04;197,04;197,04;197,04
01/01/2018;22 - 23;194,06;194,21;194,21;194,21;194,21;194,21;194,21;194,21;194,21;194,21;194,21;194,21;194,21;194,21;194,21;194,21;194,21
01/01/2018;23 - 00;186,25;185,2;185,2;185,2;185,2;185,2;185,2;185,2;186,25;186,25;186,25;191,83;191,83;191,83;185,2;185,2;185,2
02/01/2018;00 - 01;191,61;188,18;188,18;188,18;188,18;188,18;134,88;134,88;192,8;192,8;192,8;192,8;192,8;192,8;188,18;188,18;188,18
02/01/2018;01 - 02;187,07;172,4;172,4;172,4;172,4;172,4;111,58;111,58;189,97;189,97;189,97;189,97;189,97;189,97;172,4;172,4;172,4
02/01/2018;02 - 03;189,08;184,46;184,46;184,46;184,46;184,46;132,43;132,43;192,5;192,5;192,5;190,41;190,41;190,41;184,46;184,46;184,46
02/01/2018;03 - 04;189,75;186,32;186,32;186,32;186,32;186,32;182,45;182,45;190,41;190,41;190,41;190,04;190,04;190,04;186,32;186,32;186,32
02/01/2018;04 - 05;191,01;191,53;191,53;191,53;191,53;191,53;88,06;132,65;191,53;191,53;191,53;191,53;191,53;191,53;191,53;191,53;191,53
02/01/2018;05 - 06;199,12;199,79;199,79;199,79;199,79;199,79;108,31;199,79;199,79;199,79;199,79;199,79;199,79;199,79;199,79;199,79;199,79
02/01/2018;06 - 07;206,12;206,94;206,94;206,94;206,94;206,94;168,08;206,94;206,94;206,94;206,94;206,94;206,94;206,94;206,94;206,94;206,94
02/01/2018;07 - 08;228,75;227,04;227,04;227,04;227,04;227,04;312,05;312,05;227,04;227,04;227,04;227,04;227,04;227,04;227,04;227,04;227,04
02/01/2018;08 - 09;251,38;237,68;237,68;237,68;237,68;237,68;356,94;356,94;237,68;237,68;237,68;237,68;237,68;237,68;237,68;237,68;237,68
02/01/2018;09 - 10;253,39;249,59;249,59;249,59;249,59;249,59;283,02;283,02;249,59;249,59;249,59;249,59;249,59;249,59;249,59;249,59;249,59
02/01/2018;10 - 11;261,06;260,83;260,83;260,83;260,83;260,83;260,83;260,83;260,83;260,83;260,83;260,83;260,83;260,83;260,83;260,83;260,83
02/01/2018;11 - 12;262,32;262,17;262,17;262,17;262,17;262,17;262,17;262,17;262,17;262,17;262,17;262,17;262,17;262,17;262,17;262,17;262,17
02/01/2018;12 - 13;257,34;257,26;257,26;257,26;257,26;257,26;257,26;257,26;257,26;257,26;257,26;257,26;257,26;257,26;257,26;257,26;257,26
02/01/2018;13 - 14;253,84;253,84;253,84;253,84;253,84;253,84;253,84;253,84;253,84;253,84;253,84;253,84;253,84;253,84;253,84;253,84;253,84
02/01/2018;14 - 15;268,13;267,83;267,83;267,83;267,83;267,83;267,83;267,83;267,83;267,83;267,83;267,83;267,83;267,83;267,83;267,83;267,83
02/01/2018;15 - 16;283,31;283,24;283,24;283,24;283,24;283,24;283,24;283,24;283,24;283,24;283,24;283,24;283,24;283,24;283,24;283,24;283,24
02/01/2018;16 - 17;310,26;310,19;310,19;310,19;310,19;310,19;310,19;310,19;310,19;310,19;310,19;310,19;310,19;310,19;310,19;310,19;310,19
02/01/2018;17 - 18;315,62;315,55;315,55;315,55;315,55;315,55;315,55;315,55;315,55;315,55;315,55;315,55;315,55;315,55;315,55;315,55;315,55
02/01/2018;18 - 19;290,68;281,3;281,3;281,3;281,3;281,3;335,42;335,42;281,3;281,3;281,3;281,3;281,3;281,3;281,3;281,3;281,3
02/01/2018;19 - 20;260,69;250,86;250,86;250,86;253,69;250,86;305,8;305,8;250,86;250,86;250,86;250,86;250,86;250,86;250,86;253,69;253,69
02/01/2018;20 - 21;229,87;229,87;229,87;229,87;229,87;229,87;260,09;234,86;229,87;229,87;229,87;229,87;229,87;229,87;229,87;229,87;229,87
02/01/2018;21 - 22;214,46;214,76;214,76;214,76;214,76;214,76;189,52;214,76;214,76;214,76;214,76;214,76;214,76;214,76;214,76;214,76;214,76
02/01/2018;22 - 23;208,06;208,35;208,35;208,35;208,35;208,35;158,56;208,35;208,35;208,35;208,35;208,35;208,35;208,35;208,35;208,35;208,35
02/01/2018;23 - 00;205,08;205,45;205,45;205,45;205,45;205,45;141,21;205,45;205,45;205,45;205,45;205,45;205,45;205,45;205,45;205,45;205,45
03/01/2018;00 - 01;201,35;201,88;201,88;201,88;201,88;201,88;134,81;134,81;201,88;199,94;201,88;201,88;201,88;201,88;201,88;201,88;201,88
03/01/2018;01 - 02;197,41;198,08;198,08;198,08;198,08;198,08;10,27;10,27;198,08;198,08;198,08;198,08;198,08;198,08;198,08;198,08;198,08
03/01/2018;02 - 03;193,24;195,47;195,47;195,47;195,47;195,47;0,15;0,15;195,47;194,43;195,47;195,47;195,47;195,47;195,47;195,47;195,47
03/01/2018;03 - 04;189,97;195,25;195,25;195,25;195,25;195,25;-44,59;-44,59;195,25;194,21;195,25;195,25;195,25;195,25;195,25;195,25;195,25
03/01/2018;04 - 05;192,05;196,67;196,67;196,67;196,67;196,67;-68,56;-68,56;196,67;194,66;196,67;196,67;196,67;196,67;196,67;196,67;196,67
03/01/2018;05 - 06;198,6;204,48;204,48;204,48;204,48;204,48;-34,54;-34,54;204,48;197,48;204,48;204,48;204,48;204,48;204,48;204,48;204,48
03/01/2018;06 - 07;205,82;210,73;210,73;210,73;210,73;210,73;73,69;137,78;210,73;197,78;210,73;210,73;210,73;210,73;210,73;210,73;210,73
03/01/2018;07 - 08;212,3;215,5;215,5;215,5;215,5;215,5;200,76;215,5;215,5;200,76;215,5;215,5;215,5;215,5;215,5;215,5;215,5
03/01/2018;08 - 09;214,6;217,36;217,36;217,36;217,36;217,36;205,23;217,36;217,36;205,23;217,36;217,36;217,36;217,36;217,36;217,36;217,36
03/01/2018;09 - 10;215,05;217,95;217,95;217,95;217,95;217,95;206,34;217,95;217,95;206,34;217,95;217,95;217,95;217,95;217,95;217,95;217,95
03/01/2018;10 - 11;216,54;219;219;219;219;219;208,35;219;219;208,35;219;219;219;219;219;219;219
03/01/2018;11 - 12;216,91;217,73;217,73;217,73;217,73;217,73;212,3;217,73;217,73;212,3;217,73;217,73;217,73;217,73;217,73;217,73;217,73
03/01/2018;12 - 13;217,51;217,58;217,58;217,58;217,58;217,58;217,58;217,58;217,58;217,58;217,58;217,58;217,58;217,58;217,58;217,58;217,58
03/01/2018;13 - 14;219,52;219,52;219,52;219,52;219,52;219,52;219,52;219,52;219,52;219,52;219,52;219,52;219,52;219,52;219,52;219,52;219,52
03/01/2018;14 - 15;222,2;222,27;222,27;222,27;222,27;222,27;222,27;222,27;222,27;222,27;222,27;222,27;222,27;222,27;222,27;222,27;222,27
03/01/2018;15 - 16;227,04;227,11;227,11;227,11;227,11;227,11;227,11;227,11;227,11;227,11;227,11;227,11;227,11;227,11;227,11;227,11;227,11
03/01/2018;16 - 17;231,58;233,21;233,21;233,21;233,21;233,21;230,39;233,21;230,39;230,39;230,39;233,21;233,21;233,21;233,21;233,21;233,21
03/01/2018;17 - 18;233,96;235,15;235,15;235,15;235,15;235,15;232,84;235,15;232,84;232,84;232,84;235,15;235,15;235,15;235,15;235,15;235,15
03/01/2018;18 - 19;229,12;229,12;229,12;229,12;229,12;229,12;229,12;229,12;229,12;229,12;229,12;229,12;229,12;229,12;229,12;229,12;229,12
03/01/2018;19 - 20;224,36;224,43;224,43;224,43;224,43;224,43;224,43;224,43;224,43;224,43;224,43;224,43;224,43;224,43;224,43;224,43;224,43
03/01/2018;20 - 21;218,62;218,62;218,62;218,62;218,62;218,62;218,62;218,62;218,62;218,62;218,62;218,62;218,62;218,62;218,62;218,62;218,62
03/01/2018;21 - 22;215,35;215,35;215,35;215,35;215,35;215,35;215,35;215,35;215,35;215,35;215,35;215,35;215,35;215,35;215,35;215,35;215,35
03/01/2018;22 - 23;209,32;209,39;209,39;209,39;209,39;209,39;209,39;209,39;209,39;209,39;209,39;209,39;209,39;209,39;209,39;209,39;209,39
03/01/2018;23 - 00;203,29;203,29;203,29;203,29;203,29;203,29;203,29;203,29;203,29;203,29;203,29;203,29;203,29;203,29;203,29;203,29;203,29
04/01/2018;00 - 01;201,36;201,36;201,36;201,36;201,36;201,36;201,36;201,36;201,36;201,36;201,36;201,36;201,36;201,36;201,36;201,36;201,36
04/01/2018;01 - 02;199,35;199,35;199,35;199,35;199,35;199,35;199,35;199,35;199,35;199,35;199,35;199,35;199,35;199,35;199,35;199,35;199,35
04/01/2018;02 - 03;197,04;197,04;197,04;197,04;197,04;197,04;197,04;197,04;197,04;197,04;197,04;197,04;197,04;197,04;197,04;197,04;197,04
04/01/2018;03 - 04;197,19;197,19;197,19;197,19;197,19;197,19;197,19;197,19;197,19;197,19;197,19;197,19;197,19;197,19;197,19;197,19;197,19
04/01/2018;04 - 05;197,94;198,01;198,01;198,01;198,01;198,01;198,01;198,01;198,01;198,01;198,01;198,01;198,01;198,01;198,01;198,01;198,01
04/01/2018;05 - 06;200,76;201,06;201,06;201,06;201,06;201,06;128,86;201,06;201,06;201,06;201,06;201,06;201,06;201,06;201,06;201,06;201,06
04/01/2018;06 - 07;208,58;208,73;208,73;208,73;208,73;208,73;148,58;208,73;208,73;208,73;208,73;208,73;208,73;208,73;208,73;208,73;208,73
04/01/2018;07 - 08;227,71;226,52;226,52;226,52;226,52;226,52;250,04;226,52;226,52;226,52;226,52;226,52;226,52;226,52;226,52;226,52;226,52
04/01/2018;08 - 09;248,93;244,39;244,39;244,39;270,22;244,39;301,11;301,11;244,39;244,39;244,39;244,39;244,39;244,39;244,39;270,22;270,22
04/01/2018;09 - 10;264,19;260,32;260,32;260,32;260,32;260,32;312,42;312,42;260,32;260,32;260,32;260,32;260,32;260,32;260,32;260,32;260,32
04/01/2018;10 - 11;279,6;279,52;279,52;279,52;279,52;279,52;279,52;279,52;279,52;279,52;279,52;279,52;279,52;279,52;279,52;279,52;279,52
04/01/2018;11 - 12;268,51;268,13;268,13;268,13;268,13;268,13;268,13;268,13;268,13;268,13;268,13;268,13;268,13;268,13;268,13;268,13;268,13
04/01/2018;12 - 13;265,23;264,49;264,49;264,49;264,49;264,49;264,49;264,49;264,49;264,49;264,49;264,49;264,49;264,49;264,49;264,49;264,49
04/01/2018;13 - 14;263,74;262,77;262,77;262,77;262,77;262,77;262,77;262,77;262,77;262,77;262,77;262,77;262,77;262,77;262,77;262,77;262,77
04/01/2018;14 - 15;267,46;266,72;266,72;266,72;266,72;266,72;266,72;266,72;266,72;266,72;266,72;266,72;266,72;266,72;266,72;266,72;266,72
04/01/2018;15 - 16;283,1;281,61;281,61;281,61;281,61;281,61;312,95;312,95;281,61;281,61;281,61;281,61;281,61;281,61;281,61;281,61;281,61
04/01/2018;16 - 17;295,6;290,54;290,54;290,54;290,54;290,54;316,59;316,59;290,54;290,54;290,54;290,54;290,54;290,54;290,54;290,54;290,54
04/01/2018;17 - 18;290,54;280,71;280,71;282,2;282,2;282,2;382,84;382,84;282,2;282,2;282,2;280,71;280,71;280,71;282,2;282,2;282,2
04/01/2018;18 - 19;277,14;260,76;260,76;260,76;260,76;260,76;371,9;371,9;260,76;260,76;260,76;260,76;260,76;260,76;260,76;260,76;260,76
04/01/2018;19 - 20;244,91;237,24;237,24;237,24;237,24;237,24;347,86;347,86;237,24;237,24;237,24;237,24;237,24;237,24;237,24;237,24;237,24
04/01/2018;20 - 21;230,62;229,13;229,13;229,13;229,13;229,13;309,45;309,45;229,13;229,13;229,13;229,13;229,13;229,13;229,13;229,13;229,13
04/01/2018;21 - 22;226,97;225,33;225,33;225,33;225,33;225,33;276,1;276,1;225,33;225,33;225,33;225,33;225,33;225,33;225,33;225,33;225,33
04/01/2018;22 - 23;221,24;220,57;220,57;220,57;220,57;220,57;241,86;241,86;220,57;220,57;220,57;220,57;220,57;220,57;220,57;220,57;220,57
04/01/2018;23 - 00;208,95;208,8;208,8;208,8;208,8;208,8;208,8;208,8;208,8;208,8;208,8;208,8;208,8;208,8;208,8;208,8;208,8
05/01/2018;00 - 01;207,57;203,84;203,84;203,84;203,84;203,84;44,37;203,84;209,5;209,5;209,5;203,84;203,84;203,84;203,84;203,84;203,84
05/01/2018;01 - 02;200,34;200,49;200,49;200,49;200,49;200,49;-7;200,49;204,81;204,81;204,81;200,49;200,49;200,49;200,49;200,49;200,49
05/01/2018;02 - 03;196,85;197,29;197,29;197,29;197,29;197,29;197,29;197,29;197,29;197,29;197,29;197,29;197,29;197,29;197,29;197,29;197,29
05/01/2018;03 - 04;196,92;197,29;197,29;197,29;197,29;197,29;197,29;197,29;197,29;197,29;197,29;197,29;197,29;197,29;197,29;197,29;197,29
05/01/2018;04 - 05;199,75;200,12;200,12;200,12;200,12;200,12;200,12;200,12;200,12;200,12;200,12;200,12;200,12;200,12;200,12;200,12;200,12
05/01/2018;05 - 06;205,71;205,93;205,93;205,93;205,93;205,93;205,93;205,93;205,93;205,93;205,93;205,93;205,93;205,93;205,93;205,93;205,93
05/01/2018;06 - 07;213,08;213,3;213,3;213,3;213,3;213,3;185,98;213,3;213,3;213,3;213,3;213,3;213,3;213,3;213,3;213,3;213,3
05/01/2018;07 - 08;226,7;226,63;226,63;226,63;226,63;226,63;226,63;226,63;226,63;226,63;226,63;226,63;226,63;226,63;226,63;226,63;226,63
05/01/2018;08 - 09;245,01;242,19;242,19;242,19;245,39;242,19;269,51;269,51;242,19;242,19;242,19;242,19;242,19;242,19;242,19;245,39;245,39
05/01/2018;09 - 10;253,2;249,56;249,56;249,56;263,78;249,56;270,25;270,25;249,56;249,56;249,56;249,56;249,56;249,56;249,56;263,78;263,78
05/01/2018;10 - 11;259,01;247,99;247,99;247,99;279,86;247,99;289,98;289,98;247,99;247,99;247,99;247,99;247,99;247,99;247,99;279,86;279,86
05/01/2018;11 - 12;255,44;245,54;245,54;245,54;279,56;245,54;293,33;293,33;245,54;245,54;245,54;245,54;245,54;245,54;245,54;279,56;279,56
05/01/2018;12 - 13;252,46;244,79;244,79;244,79;279,56;244,79;310,38;310,38;244,79;244,79;244,79;244,79;244,79;244,79;244,79;279,56;279,56
05/01/2018;13 - 14;254,84;244,49;244,49;244,49;279,34;244,49;315,74;315,74;244,49;244,49;244,49;244,49;244,49;244,49;244,49;279,34;279,34
05/01/2018;14 - 15;252,46;244,72;244,72;244,72;245,24;244,72;315,52;315,52;244,72;244,72;244,72;244,72;244,72;244,72;244,72;245,24;245,24
05/01/2018;15 - 16;261,39;249,41;249,41;249,41;279,26;249,41;350,66;350,66;249,41;249,41;249,41;249,41;249,41;249,41;249,41;279,26;279,26
05/01/2018;16 - 17;283,36;261,32;261,32;261,32;279,93;261,32;355,65;355,65;261,32;261,32;261,32;261,32;261,32;261,32;261,32;279,93;279,93
05/01/2018;17 - 18;293,56;277,7;277,7;277,7;279,63;277,7;419,53;419,53;277,7;277,7;277,7;277,7;277,7;277,7;277,7;279,63;279,63
05/01/2018;18 - 19;279,71;253,13;253,13;253,13;253,13;253,13;427,49;427,49;253,13;253,13;253,13;253,13;253,13;253,13;253,13;253,13;253,13
05/01/2018;19 - 20;250,97;240,1;240,1;240,1;240,1;240,1;401,43;401,43;240,1;240,1;240,1;240,1;240,1;240,1;240,1;240,1;240,1
05/01/2018;20 - 21;238,02;234,59;234,59;234,59;234,59;234,59;315,37;315,37;234,59;234,59;234,59;234,59;234,59;234,59;234,59;234,59;234,59
05/01/2018;21 - 22;235,56;232,66;232,66;232,66;232,66;232,66;297,06;297,06;232,66;232,66;232,66;232,66;232,66;232,66;232,66;232,66;232,66
05/01/2018;22 - 23;227,89;226,63;226,63;226,63;226,63;226,63;267,87;267,87;226,63;226,63;226,63;226,63;226,63;226,63;226,63;226,63;226,63
05/01/2018;23 - 00;220,82;220,67;220,67;220,67;220,67;220,67;262,36;262,36;220,67;220,67;220,67;220,67;220,67;220,67;220,67;220,67;220,67
06/01/2018;00 - 01;219,28;219,28;219,28;219,28;219,28;219,28;219,28;219,28;219,28;219,28;219,28;219,28;219,28;219,28;219,28;219,28;219,28
06/01/2018;01 - 02;212,58;212,58;212,58;212,58;212,58;212,58;212,58;212,58;212,58;212,58;212,58;212,58;212,58;212,58;212,58;212,58;212,58
06/01/2018;02 - 03;209,83;209,83;209,83;209,83;209,83;209,83;209,83;209,83;209,83;209,83;209,83;209,83;209,83;209,83;209,83;209,83;209,83
06/01/2018;03 - 04;208,49;208,49;208,49;208,49;208,49;208,49;208,49;208,49;208,49;208,49;208,49;208,49;208,49;208,49;208,49;208,49;208,49
06/01/2018;04 - 05;209,6;209,6;209,6;209,6;209,6;209,6;201,64;209,6;209,6;209,6;209,6;209,6;209,6;209,6;209,6;209,6;209,6
06/01/2018;05 - 06;213,7;213,7;213,7;213,7;213,7;213,7;213,7;213,7;213,7;213,7;213,7;213,7;213,7;213,7;213,7;213,7;213,7
06/01/2018;06 - 07;219,58;219,51;219,51;219,51;219,51;219,51;223,38;223,38;219,51;219,51;219,51;219,51;219,51;219,51;219,51;219,51;219,51
06/01/2018;07 - 08;226,14;225,99;225,99;225,99;225,99;225,99;233,51;233,51;225,99;225,99;225,99;225,99;225,99;225,99;225,99;225,99;225,99
06/01/2018;08 - 09;227,03;226,21;226,21;226,21;226,21;226,21;254,58;254,58;226,21;226,21;226,21;226,21;226,21;226,21;226,21;226,21;226,21
06/01/2018;09 - 10;233,66;230,08;230,08;230,08;230,08;230,08;306,11;306,11;230,08;230,08;230,08;230,08;230,08;230,08;230,08;230,08;230,08
06/01/2018;10 - 11;245,27;237,45;237,45;237,45;237,45;237,45;321,37;321,37;237,45;237,45;237,45;237,45;237,45;237,45;237,45;237,45;237,45
06/01/2018;11 - 12;254,88;244,68;244,68;244,68;244,68;244,68;321,44;321,44;244,68;244,68;244,68;244,68;244,68;244,68;244,68;244,68;244,68
06/01/2018;12 - 13;248,25;239,54;239,54;239,54;239,54;239,54;321,22;321,22;239,54;239,54;239,54;239,54;239,54;239,54;239,54;239,54;239,54
06/01/2018;13 - 14;242,37;236,71;236,71;236,71;236,71;236,71;297,54;297,54;236,71;236,71;236,71;236,71;236,71;236,71;236,71;236,71;236,71
06/01/2018;14 - 15;241,4;236,56;236,56;236,56;236,56;236,56;268,35;268,35;236,56;236,56;236,56;236,56;236,56;236,56;236,56;236,56;236,56
06/01/2018;15 - 16;252,64;246,09;246,09;246,09;246,09;246,09;259,94;259,94;246,09;246,09;246,09;246,09;246,09;246,09;246,09;246,09;246,09
06/01/2018;16 - 17;274,24;271,56;271,56;271,56;294,41;271,56;301,71;301,71;271,56;271,56;271,56;271,56;271,56;258,97;271,56;294,41;294,41
06/01/2018;17 - 18;290,62;272;272;272;308,19;272;326,95;326,95;272;272;272;272;272;260,54;272;308,19;308,19
06/01/2018;18 - 19;266,86;256,51;256,51;256,51;256,51;256,51;326,66;326,66;256,51;256,51;256,51;256,51;256,51;256,51;256,51;256,51;256,51
06/01/2018;19 - 20;241,32;237,75;237,75;237,75;237,75;237,75;261,28;261,28;237,75;237,75;237,75;237,75;237,75;237,75;237,75;237,75;237,75
06/01/2018;20 - 21;231,35;231,27;231,27;231,27;231,27;231,27;231,27;231,27;231,27;231,27;231,27;231,27;231,27;231,27;231,27;231,27;231,27
06/01/2018;21 - 22;228,74;228,74;228,74;228,74;228,74;228,74;228,74;228,74;228,74;228,74;228,74;228,74;228,74;228,74;228,74;228,74;228,74
06/01/2018;22 - 23;223,23;223,23;223,23;223,23;223,23;223,23;223,23;223,23;223,23;223,23;223,23;223,23;223,23;223,23;223,23;223,23;223,23
06/01/2018;23 - 00;216,16;216,16;216,16;216,16;216,16;216,16;216,16;216,16;216,16;216,16;216,16;216,16;216,16;216,16;216,16;216,16;216,16
07/01/2018;00 - 01;207,7;205,39;205,39;205,39;205,39;205,39;162,87;205,39;209,26;209,26;209,26;205,39;205,39;205,39;205,39;205,39;205,39
07/01/2018;01 - 02;202,56;192,88;192,88;192,88;192,88;192,88;119;192,88;206,36;206,36;206,36;192,88;192,88;192,88;192,88;192,88;192,88
07/01/2018;02 - 03;198,24;192,8;192,8;192,8;192,8;192,8;119,08;192,8;203,9;203,9;203,9;192,8;192,8;192,8;192,8;192,8;192,8
07/01/2018;03 - 04;198,02;194,81;194,81;194,81;194,81;194,81;194,81;194,81;200,03;200,03;200,03;194,81;194,81;194,81;194,81;194,81;194,81
07/01/2018;04 - 05;197,87;198,09;198,09;198,09;198,09;198,09;198,09;198,09;198,09;198,09;198,09;198,09;198,09;198,09;198,09;198,09;198,09
07/01/2018;05 - 06;202,04;202,11;202,11;202,11;202,11;202,11;202,11;202,11;202,11;202,11;202,11;202,11;202,11;202,11;202,11;202,11;202,11
07/01/2018;06 - 07;204,12;204,27;204,27;204,27;204,27;204,27;204,27;204,27;204,27;204,27;204,27;204,27;204,27;204,27;204,27;204,27;204,27
07/01/2018;07 - 08;206,13;206,21;206,21;206,21;206,21;206,21;206,21;206,21;206,21;206,21;206,21;206,21;206,21;206,21;206,21;206,21;206,21
07/01/2018;08 - 09;207,99;207,99;207,99;207,99;207,99;207,99;207,99;207,99;207,99;207,99;207,99;207,99;207,99;207,99;207,99;207,99;207,99
07/01/2018;09 - 10;210,97;210,97;210,97;210,97;210,97;210,97;210,97;210,97;210,97;210,97;210,97;210,97;210,97;210,97;210,97;210,97;210,97
07/01/2018;10 - 11;214,4;214,4;214,4;214,4;214,4;214,4;214,4;214,4;214,4;214,4;214,4;214,4;214,4;214,4;214,4;214,4;214,4
07/01/2018;11 - 12;215,59;215,59;215,59;215,59;215,59;215,59;215,59;215,59;215,59;215,59;215,59;215,59;215,59;215,59;215,59;215,59;215,59
07/01/2018;12 - 13;215,67;215,67;215,67;215,67;215,67;215,67;215,67;215,67;215,67;215,67;215,67;215,67;215,67;215,67;215,67;215,67;215,67
07/01/2018;13 - 14;210,53;210,53;210,53;210,53;210,53;210,53;210,53;210,53;210,53;210,53;210,53;210,53;210,53;210,53;210,53;210,53;210,53
07/01/2018;14 - 15;210,68;210,68;210,68;210,68;210,68;210,68;210,68;210,68;210,68;210,68;210,68;210,68;210,68;210,68;210,68;210,68;210,68
07/01/2018;15 - 16;213,06;213,13;213,13;213,13;213,13;213,13;199,21;213,13;213,13;213,13;213,13;213,13;213,13;213,13;213,13;213,13;213,13
07/01/2018;16 - 17;218,42;218,79;218,79;218,79;218,79;218,79;202,63;218,79;218,79;218,79;218,79;218,79;218,79;218,79;218,79;218,79;218,79
07/01/2018;17 - 18;229,96;229,96;229,96;229,96;229,96;229,96;229,96;229,96;229,96;229,96;229,96;229,96;229,96;229,96;229,96;229,96;229,96
07/01/2018;18 - 19;234,88;234,65;234,65;234,65;234,65;234,65;255,73;255,73;234,65;234,65;234,65;234,65;234,65;227,06;234,65;234,65;234,65
07/01/2018;19 - 20;231,75;231,75;231,75;231,75;231,75;231,75;240,76;240,76;231,75;231,75;231,75;231,75;231,75;226,39;231,75;231,75;231,75
07/01/2018;20 - 21;223,19;223,11;223,11;223,11;223,11;223,11;223,11;223,11;223,11;223,11;223,11;223,11;223,11;223,11;223,11;223,11;223,11
07/01/2018;21 - 22;215,52;215,52;215,52;215,52;215,52;215,52;215,52;215,52;215,52;215,52;215,52;215,52;215,52;215,52;215,52;215,52;215,52
07/01/2018;22 - 23;215,52;215,22;215,22;215,22;215,22;215,22;221,1;216,93;215,22;215,22;215,22;215,22;215,22;215,22;215,22;215,22;215,22
07/01/2018;23 - 00;206,65;205,31;205,31;205,31;205,31;205,31;201,14;205,31;207,03;207,03;207,03;205,31;205,31;205,31;205,31;205,31;205,31
08/01/2018;00 - 01;197,12;186,4;186,4;186,4;186,4;186,4;140,82;186,4;203,9;203,9;203,9;192,65;192,65;192,65;186,4;186,4;186,4
08/01/2018;01 - 02;189,23;178,43;178,43;178,43;178,43;178,43;112,82;178,43;195,48;195,48;195,48;187,74;187,74;187,74;178,43;178,43;178,43
08/01/2018;02 - 03;189,3;178,13;178,13;178,13;178,13;178,13;178,13;178,13;191,09;191,09;191,09;185,36;185,36;185,36;178,13;178,13;178,13
08/01/2018;03 - 04;190,57;189,75;189,75;189,75;189,75;189,75;189,75;189,75;191,02;191,02;191,02;189,75;189,75;189,75;189,75;189,75;189,75
