datetime;Hours;SYS;SE1;SE2;SE3;SE4;FI;DK1;DK2;Oslo;Kr.sand;Bergen;Molde;Tr.heim;Tromsø;EE;LV;LT;FRE
03/04/2015;18 - 19;191,41;191,26;191,26;191,26;191,26;216,43;191,26;191,26;191,26;191,26;191,26;191,26;191,26;191,26;248,86;304,67;304,67;
03/04/2015;19 - 20;193,2;192,83;192,83;192,83;192,83;239;192,83;192,83;192,83;192,83;192,83;192,83;192,83;192,83;249,23;314,6;336,34;
03/04/2015;20 - 21;192,83;192,83;192,83;192,83;192,83;192,83;192,83;192,83;192,83;192,83;192,83;192,83;192,83;192,83;203,06;304,29;304,29;
03/04/2015;21 - 22;192,75;192,75;192,75;192,75;192,75;192,75;192,75;192,75;192,75;192,75;192,75;192,75;192,75;192,75;192,75;304,67;304,67;
03/04/2015;22 - 23;191,93;191,93;191,93;191,93;191,93;191,93;191,93;191,93;191,93;191,93;191,93;191,93;191,93;191,93;191,93;284,57;284,57;
03/04/2015;23 - 00;190,81;190,81;190,81;190,81;190,81;190,81;190,81;190,81;190,81;190,81;190,81;190,81;190,81;190,81;190,81;194,4;194,4;
04/04/2015;00 - 01;191,78;191,78;191,78;191,78;191,78;191,78;191,78;191,78;191,78;191,78;191,78;191,78;191,78;191,78;191,78;194,32;194,32;
04/04/2015;01 - 02;190,29;190,29;190,29;190,29;190,29;190,29;190,29;190,29;190,29;190,29;190,29;190,29;190,29;190,29;190,29;190,29;190,29;
04/04/2015;02 - 03;190,59;190,59;190,59;190,59;190,59;190,59;190,59;190,59;190,59;190,59;190,59;190,59;190,59;190,59;190,59;190,59;190,59;
04/04/2015;03 - 04;189,61;189,61;189,61;189,61;189,61;189,61;189,61;189,61;189,61;189,61;189,61;189,61;189,61;189,61;189,61;189,61;189,61;
04/04/2015;04 - 05;187,52;187,52;187,52;187,52;187,52;187,52;187,52;187,52;187,52;187,52;187,52;187,52;187,52;187,52;187,52;187,52;187,52;
04/04/2015;05 - 06;188,94;188,94;188,94;188,94;188,94;188,94;188,94;188,94;188,94;188,94;188,94;188,94;188,94;188,94;188,94;194,32;194,32;
04/04/2015;06 - 07;189,76;189,76;189,76;189,76;189,76;189,76;189,76;189,76;189,76;189,76;189,76;189,76;189,76;189,76;189,76;189,76;189,76;
04/04/2015;07 - 08;192,45;192,45;192,45;192,45;192,45;192,45;192,45;192,45;192,45;192,45;192,45;192,45;192,45;192,45;192,45;201,79;201,79;
04/04/2015;08 - 09;194,02;194,02;194,02;194,02;194,02;194,02;194,02;194,02;194,02;194,02;194,02;194,02;194,02;194,02;194,02;194,02;194,02;
04/04/2015;09 - 10;196,64;196,64;196,64;196,64;196,64;196,64;196,64;196,64;196,64;196,64;196,64;196,64;196,64;196,64;196,64;196,64;196,64;
04/04/2015;10 - 11;196,56;196,56;196,56;196,56;196,56;196,56;196,56;196,56;196,56;196,56;196,56;196,56;196,56;196,56;196,56;196,56;196,56;
04/04/2015;11 - 12;194,1;194,1;194,1;194,1;194,1;194,1;194,1;194,1;194,1;194,1;194,1;194,1;194,1;194,1;194,1;194,1;194,1;
04/04/2015;12 - 13;191,11;191,11;191,11;191,11;191,11;191,11;191,11;191,11;191,11;191,11;191,11;191,11;191,11;191,11;191,11;191,11;191,11;
04/04/2015;13 - 14;187,67;187,67;187,67;187,67;187,67;187,67;187,67;187,67;187,67;187,67;187,67;187,67;187,67;187,67;187,67;187,67;187,67;
04/04/2015;14 - 15;186,1;186,1;186,1;186,1;186,1;186,1;186,1;186,1;186,1;186,1;186,1;186,1;186,1;186,1;186,1;186,1;186,1;
04/04/2015;15 - 16;185,36;185,36;185,36;185,36;185,36;185,36;185,36;185,36;185,36;185,36;185,36;185,36;185,36;185,36;185,36;185,36;185,36;
04/04/2015;16 - 17;185,73;185,73;185,73;185,73;185,73;185,73;182,67;185,73;185,73;185,73;185,73;185,73;185,73;185,73;185,73;185,73;185,73;
04/04/2015;17 - 18;190,06;189,91;189,91;189,91;189,91;189,91;192,98;189,91;189,91;189,91;189,91;189,91;189,91;189,91;189,91;189,91;189,91;
04/04/2015;18 - 19;192,15;192,15;192,15;192,15;192,15;192,15;192,15;192,15;192,15;192,15;192,15;192,15;192,15;192,15;192,15;192,15;192,15;
04/04/2015;19 - 20;193,57;193,57;193,57;193,57;193,57;193,57;193,57;193,57;193,57;193,57;193,57;193,57;193,57;193,57;193,57;193,57;193,57;
04/04/2015;20 - 21;193,57;193,57;193,57;193,57;193,57;193,57;193,57;193,57;193,57;193,57;193,57;193,57;193,57;193,57;193,57;193,57;193,57;
04/04/2015;21 - 22;193,5;193,5;193,5;193,5;193,5;193,5;193,5;193,5;193,5;193,5;193,5;193,5;193,5;193,5;193,5;202,02;202,02;
04/04/2015;22 - 23;192,68;192,68;192,68;192,68;192,68;192,68;192,68;192,68;192,68;192,68;192,68;192,68;192,68;192,68;192,68;201,87;201,87;
04/04/2015;23 - 00;190,96;190,96;190,96;190,96;190,96;190,96;190,96;190,96;190,96;190,96;190,96;190,96;190,96;190,96;190,96;191,03;191,03;
05/04/2015;00 - 01;193,05;193,05;193,05;193,05;193,05;193,05;193,05;193,05;193,05;193,05;193,05;193,05;193,05;193,05;193,05;194,47;194,47;
05/04/2015;01 - 02;191,41;191,41;191,41;191,41;191,41;191,41;191,41;191,41;191,41;191,41;191,41;191,41;191,41;191,41;191,41;194,32;194,32;
05/04/2015;02 - 03;189,91;189,91;189,91;189,91;189,91;189,91;189,91;189,91;189,91;189,91;189,91;189,91;189,91;189,91;189,91;191,26;191,26;
05/04/2015;03 - 04;187,37;187,37;187,37;187,37;187,37;187,37;187,37;187,37;187,37;187,37;187,37;187,37;187,37;187,37;187,37;191,26;191,26;
05/04/2015;04 - 05;183,79;183,79;183,79;183,79;183,79;183,79;183,79;183,79;183,79;183,79;183,79;183,79;183,79;183,79;183,79;194,32;194,32;
05/04/2015;05 - 06;184,68;184,68;184,68;184,68;184,68;184,68;184,68;184,68;184,68;184,68;184,68;184,68;184,68;184,68;184,68;194,47;194,47;
05/04/2015;06 - 07;183,94;183,94;183,94;183,94;183,94;183,94;183,94;183,94;183,94;183,94;183,94;183,94;183,94;183,94;183,94;194,47;194,47;
05/04/2015;07 - 08;184,68;184,68;184,68;184,68;184,68;184,68;184,68;184,68;184,68;184,68;184,68;184,68;184,68;184,68;184,68;291,82;291,82;
05/04/2015;08 - 09;189,84;189,84;189,84;189,84;189,84;189,84;189,84;189,84;189,84;189,84;189,84;189,84;189,84;189,84;202,84;291,82;291,82;
05/04/2015;09 - 10;189,24;189,24;189,24;189,24;189,24;189,24;189,24;189,24;189,24;189,24;189,24;189,24;189,24;189,24;227,34;291,67;291,67;
05/04/2015;10 - 11;189,24;189,24;189,24;189,24;189,24;189,24;189,24;189,24;189,24;189,24;189,24;189,24;189,24;189,24;227,79;291,59;291,59;
05/04/2015;11 - 12;189,32;189,32;189,32;189,32;189,32;189,32;189,32;189,32;189,32;189,32;189,32;189,32;189,32;189,32;227,72;292,04;292,04;
05/04/2015;12 - 13;185,43;185,43;185,43;185,43;185,43;185,43;185,43;185,43;185,43;185,43;185,43;185,43;185,43;185,43;227,72;291,82;291,82;
05/04/2015;13 - 14;183,49;183,49;183,49;183,49;183,49;183,49;183,49;183,49;183,49;183,49;183,49;183,49;183,49;183,49;227,42;291,59;291,59;
05/04/2015;14 - 15;182,37;182,37;182,37;182,37;182,37;182,37;182,37;182,37;182,37;182,37;182,37;182,37;182,37;182,37;227,34;291,44;291,44;
05/04/2015;15 - 16;181,99;181,99;181,99;181,99;181,99;181,99;181,99;181,99;181,99;181,99;181,99;181,99;181,99;181,99;227,19;227,19;227,19;
05/04/2015;16 - 17;182,37;182,37;182,37;182,37;182,37;182,37;182,37;182,37;182,37;182,37;182,37;182,37;182,37;182,37;227,12;291,37;291,37;
05/04/2015;17 - 18;183,86;183,86;183,86;183,86;183,86;183,86;179,15;183,86;183,86;183,86;183,86;183,86;183,86;183,86;227,27;291,52;291,52;
05/04/2015;18 - 19;191,18;191,18;191,18;191,18;191,18;191,18;195,89;191,18;191,18;191,18;191,18;191,18;191,18;191,18;202,84;202,84;202,84;
05/04/2015;19 - 20;194,54;194,54;194,54;194,54;194,54;194,54;194,54;194,54;194,54;194,54;194,54;194,54;194,54;194,54;249,08;291,59;291,59;
05/04/2015;20 - 21;197,23;197,23;197,23;197,23;197,23;197,23;197,23;197,23;197,23;197,23;197,23;197,23;197,23;197,23;227,72;291,89;291,89;
05/04/2015;21 - 22;197,23;197,23;197,23;197,23;197,23;197,23;197,23;197,23;197,23;197,23;197,23;197,23;197,23;197,23;202,84;202,84;202,84;
05/04/2015;22 - 23;195,22;195,22;195,22;195,22;195,22;195,22;195,22;195,22;195,22;195,22;195,22;195,22;195,22;195,22;195,22;195,22;195,22;
05/04/2015;23 - 00;192,38;192,38;192,38;192,38;192,38;192,38;192,38;192,38;192,38;192,38;192,38;192,38;192,38;192,38;192,38;192,38;192,38;
06/04/2015;00 - 01;193,8;193,72;193,72;193,72;193,72;193,72;196,94;193,72;193,72;193,72;193,72;193,72;193,72;193,72;193,72;193,72;193,72;
06/04/2015;01 - 02;188,05;188,05;188,05;188,05;188,05;188,05;188,05;188,05;188,05;188,05;188,05;188,05;188,05;188,05;188,05;188,05;188,05;
06/04/2015;02 - 03;183,19;183,19;183,19;183,19;183,19;183,19;179,98;183,19;183,19;183,19;183,19;183,19;183,19;183,19;183,19;186,92;186,92;
06/04/2015;03 - 04;182,29;182,29;182,29;182,29;182,29;182,29;182,29;182,29;182,29;182,29;182,29;182,29;182,29;182,29;182,29;186,92;186,92;
06/04/2015;04 - 05;183,94;183,94;183,94;183,94;183,94;183,94;183,94;183,94;183,94;183,94;183,94;183,94;183,94;183,94;183,94;187;187;
06/04/2015;05 - 06;185,21;185,21;185,21;185,21;185,21;185,21;185,21;185,21;185,21;185,21;185,21;185,21;185,21;185,21;185,21;185,21;185,21;
06/04/2015;06 - 07;186,63;186,63;186,63;186,63;186,63;186,63;186,63;186,63;186,63;186,63;186,63;186,63;186,63;186,63;187,22;187,22;187,22;
06/04/2015;07 - 08;187,15;187,15;187,15;187,15;187,15;187,15;187,15;187,15;187,15;187,15;187,15;187,15;187,15;187,15;291,59;291,59;291,59;
06/04/2015;08 - 09;190,66;190,66;190,66;190,66;190,66;190,66;190,66;190,66;190,66;190,66;190,66;190,66;190,66;190,66;304,22;304,22;304,22;
06/04/2015;09 - 10;192,38;192,38;192,38;192,38;192,38;192,38;192,38;192,38;192,38;192,38;192,38;192,38;192,38;192,38;304,37;304,37;304,37;
06/04/2015;10 - 11;193,72;193,72;193,72;193,72;193,72;193,72;193,72;193,72;193,72;193,72;193,72;193,72;193,72;193,72;304,44;304,44;304,44;
06/04/2015;11 - 12;195,29;195,29;195,29;195,29;195,29;195,29;195,29;195,29;195,29;195,29;195,29;195,29;195,29;195,29;304,44;304,44;304,44;
06/04/2015;12 - 13;194,1;194,1;194,1;194,1;194,1;194,1;194,1;194,1;194,1;194,1;194,1;194,1;194,1;194,1;304,22;304,22;304,22;
06/04/2015;13 - 14;188,34;188,34;188,34;188,34;188,34;188,34;188,34;188,34;188,34;188,34;188,34;188,34;188,34;188,34;304,37;304,37;304,37;
06/04/2015;14 - 15;185,13;185,13;185,13;185,13;185,13;185,13;185,13;185,13;185,13;185,13;185,13;185,13;185,13;185,13;291,74;291,74;291,74;
06/04/2015;15 - 16;184,01;184,01;184,01;184,01;184,01;184,01;184,01;184,01;184,01;184,01;184,01;184,01;184,01;184,01;249,46;291,67;291,67;
06/04/2015;16 - 17;185,73;185,73;185,73;185,73;185,73;185,73;185,73;185,73;185,73;185,73;185,73;185,73;185,73;185,73;227,87;304,37;304,37;
06/04/2015;17 - 18;187,15;187,15;187,15;187,15;187,15;187,15;183,34;187,15;187,15;187,15;187,15;187,15;187,15;187,15;227,64;304,22;304,22;
06/04/2015;18 - 19;194,69;194,54;194,54;194,54;194,54;194,54;198,36;194,54;194,54;194,54;194,54;194,54;194,54;194,54;227,64;304,37;304,37;
06/04/2015;19 - 20;196,34;196,26;196,26;196,26;196,26;203,36;196,26;196,26;196,26;196,26;196,26;196,26;196,26;196,26;227,87;304,44;304,44;
06/04/2015;20 - 21;196,49;196,49;196,49;196,49;196,49;196,49;196,49;196,49;196,49;196,49;196,49;196,49;196,49;196,49;227,64;304,14;304,14;
06/04/2015;21 - 22;195,07;195,07;195,07;195,07;195,07;195,07;195,07;195,07;195,07;195,07;195,07;195,07;195,07;195,07;202,69;291,82;291,82;
06/04/2015;22 - 23;193,87;193,87;193,87;193,87;193,87;193,87;193,87;193,87;193,87;193,87;193,87;193,87;193,87;193,87;193,87;194,84;194,84;
06/04/2015;23 - 00;190,36;190,36;190,36;190,36;190,36;190,36;190,36;190,36;190,36;190,36;190,36;190,36;190,36;190,36;190,36;194,4;194,4;
07/04/2015;00 - 01;188,27;188,27;188,27;188,27;188,27;188,27;188,27;188,27;188,27;188,27;188,27;188,27;188,27;188,27;188,27;190,73;190,73;
07/04/2015;01 - 02;185,95;185,95;185,95;185,95;185,95;185,95;185,95;185,95;185,95;185,95;185,95;185,95;185,95;185,95;185,95;187,52;187,52;
07/04/2015;02 - 03;184,46;184,46;184,46;184,46;184,46;184,46;184,46;184,46;184,46;184,46;184,46;184,46;184,46;184,46;184,46;187,37;187,37;
07/04/2015;03 - 04;184,31;184,31;184,31;184,31;184,31;184,31;184,31;184,31;184,31;184,31;184,31;184,31;184,31;184,31;184,31;187,37;187,37;
07/04/2015;04 - 05;184,61;184,61;184,61;184,61;184,61;184,61;184,61;184,61;184,61;184,61;184,61;184,61;184,61;184,61;184,61;184,61;184,61;
07/04/2015;05 - 06;188,34;188,27;188,27;188,27;188,27;188,27;188,27;188,27;188,27;188,27;188,27;188,27;188,27;188,27;188,27;188,27;188,27;
07/04/2015;06 - 07;195,52;193,42;193,42;193,42;193,42;333,13;193,42;193,42;193,42;193,42;193,42;193,42;193,42;193,42;333,13;333,13;333,13;
07/04/2015;07 - 08;200,07;196,49;196,49;196,49;196,49;377,36;196,49;196,49;196,49;196,49;196,49;196,49;196,49;196,49;377,36;377,36;377,36;
07/04/2015;08 - 09;206,65;200,22;200,22;200,22;200,22;315,87;200,22;200,22;200,22;200,22;200,22;200,22;200,22;200,22;315,87;315,87;417,93;
07/04/2015;09 - 10;207,1;199,4;199,4;199,4;199,4;360,4;199,4;199,4;199,4;199,4;199,4;199,4;199,4;199,4;360,4;360,4;360,4;
07/04/2015;10 - 11;204,11;198,21;198,21;198,21;198,21;336,87;198,21;198,21;198,21;198,21;198,21;198,21;198,21;198,21;336,87;336,87;336,87;
07/04/2015;11 - 12;203,06;197,83;197,83;197,83;197,83;336,64;197,83;197,83;197,83;197,83;197,83;197,83;197,83;197,83;336,64;336,64;336,64;
07/04/2015;12 - 13;197,76;195,44;195,44;195,44;195,44;372,88;195,44;195,44;195,44;195,44;195,44;195,44;195,44;195,44;372,88;372,88;372,88;
07/04/2015;13 - 14;196,86;194,84;194,84;194,84;194,84;336,79;194,84;194,84;194,84;194,84;194,84;194,84;194,84;194,84;336,79;336,79;336,79;
07/04/2015;14 - 15;194,32;193,5;193,5;193,5;193,5;223,76;193,5;193,5;193,5;193,5;193,5;193,5;193,5;193,5;223,76;291,82;291,82;
07/04/2015;15 - 16;194,47;193,72;193,72;193,72;193,72;202,91;193,72;193,72;193,72;193,72;193,72;193,72;193,72;193,72;202,91;291,74;291,74;
07/04/2015;16 - 17;194,69;193,35;193,35;193,35;193,35;232,27;193,35;193,35;193,35;193,35;193,35;193,35;193,35;193,35;232,27;306,01;306,01;
07/04/2015;17 - 18;195,59;194,02;194,02;194,02;194,02;247,07;194,02;194,02;194,02;194,02;194,02;194,02;194,02;194,02;247,07;306,09;306,09;
07/04/2015;18 - 19;197,01;195,07;195,07;195,07;195,07;314,3;195,07;195,07;195,07;195,07;195,07;195,07;195,07;195,07;314,3;314,3;314,3;
07/04/2015;19 - 20;198,36;195,81;195,81;195,81;195,81;336,49;195,81;195,81;195,81;195,81;195,81;195,81;195,81;195,81;336,49;336,49;336,49;
07/04/2015;20 - 21;197,46;197,01;197,01;197,01;197,01;202,61;197,01;197,01;197,01;197,01;197,01;197,01;197,01;197,01;202,61;292,04;292,04;
07/04/2015;21 - 22;196,11;195,59;195,59;195,59;195,59;195,59;195,59;195,59;195,59;195,59;195,59;195,59;195,59;195,59;195,59;195,59;195,59;
07/04/2015;22 - 23;192,08;191,48;191,48;191,48;191,48;191,48;191,48;191,48;191,48;191,48;191,48;191,48;191,48;191,48;191,48;276,65;276,65;
07/04/2015;23 - 00;187,52;186,63;186,63;186,63;186,63;186,63;186,63;186,63;186,63;186,63;186,63;186,63;186,63;186,63;186,63;190,59;190,59;
08/04/2015;00 - 01;181,32;181,47;181,47;181,47;181,47;181,47;173,1;181,47;181,47;181,47;181,47;181,47;181,47;181,47;181,47;190,96;190,96;
08/04/2015;01 - 02;179,45;179,68;179,68;179,68;179,68;179,68;179,68;179,68;179,68;179,68;179,68;179,68;179,68;179,68;179,68;191,03;191,03;
08/04/2015;02 - 03;177,96;178,33;178,33;178,33;178,33;178,33;178,33;178,33;178,33;178,33;178,33;178,33;178,33;178,33;178,33;190,96;190,96;
08/04/2015;03 - 04;178,03;178,41;178,41;178,41;178,41;178,41;178,41;178,41;178,41;178,41;178,41;178,41;178,41;178,41;178,41;190,96;190,96;
08/04/2015;04 - 05;180,2;180,35;180,35;180,35;180,35;180,35;180,35;180,35;180,35;180,35;180,35;180,35;180,35;180,35;180,35;194,69;194,69;
08/04/2015;05 - 06;183,11;183,19;183,19;183,19;183,19;183,19;183,19;183,19;183,19;183,19;183,19;183,19;183,19;183,19;183,19;291,89;291,89;
08/04/2015;06 - 07;190,14;189,24;189,24;189,24;189,24;249,23;189,24;189,24;189,24;189,24;189,24;189,24;189,24;189,24;249,23;305,04;314,45;
08/04/2015;07 - 08;197,01;195,37;195,37;195,37;195,37;269,48;195,37;195,37;195,37;195,37;195,37;195,37;195,37;195,37;269,48;323,49;336,87;
08/04/2015;08 - 09;201,04;198,8;198,8;198,8;198,8;276,13;198,8;198,8;198,8;198,8;198,8;198,8;198,8;198,8;276,13;323,72;410,98;
08/04/2015;09 - 10;199,92;197,08;197,08;197,08;197,08;323,79;197,08;197,08;197,08;197,08;197,08;197,08;197,08;197,08;323,79;323,79;417,7;
08/04/2015;10 - 11;199,03;196,94;196,94;196,94;196,94;276,35;196,94;196,94;196,94;196,94;196,94;196,94;196,94;196,94;276,35;323,72;336,87;
08/04/2015;11 - 12;196,94;195,67;195,67;195,67;195,67;262,76;195,67;195,67;195,67;195,67;195,67;195,67;195,67;195,67;262,76;323,49;336,57;
08/04/2015;12 - 13;195,29;194,47;194,47;194,47;194,47;249,01;194,47;194,47;194,47;194,47;194,47;194,47;194,47;194,47;249,01;323,64;336,42;
08/04/2015;13 - 14;194,54;194,17;194,17;194,17;194,17;245,42;194,17;194,17;194,17;194,17;194,17;194,17;194,17;194,17;245,42;323,49;366;
08/04/2015;14 - 15;192,83;193,5;193,5;193,5;193,5;193,5;193,5;193,5;193,5;193,5;193,5;193,5;193,5;193,5;193,5;193,5;193,5;
08/04/2015;15 - 16;192,15;192,83;192,83;192,83;192,83;192,83;192,83;192,83;192,83;192,83;192,83;192,83;192,83;192,83;192,83;192,83;192,83;
08/04/2015;16 - 17;193,05;193,13;193,13;193,13;193,13;193,95;206,12;206,12;193,13;193,13;193,13;193,13;193,13;193,13;193,95;305,04;305,04;
08/04/2015;17 - 18;196,19;193,35;193,35;193,35;193,35;196,34;312,21;312,21;193,35;193,35;193,35;193,35;193,35;193,35;196,34;305,27;305,27;
08/04/2015;18 - 19;198,65;193,87;193,87;193,87;193,87;231,6;343,74;343,74;193,87;193,87;193,87;193,87;193,87;193,87;231,6;305,19;305,19;
08/04/2015;19 - 20;203,73;195,96;195,96;195,96;195,96;239,45;395,37;395,37;195,96;195,96;195,96;195,96;195,96;195,96;239,45;323,64;417,7;
08/04/2015;20 - 21;201,42;196,04;196,04;196,04;196,04;196,04;413,15;413,15;196,04;196,04;196,04;196,04;196,04;196,04;196,04;291,74;291,74;
08/04/2015;21 - 22;200,45;195,67;195,67;195,67;195,67;195,67;352,26;352,26;195,67;195,67;195,67;195,67;195,67;195,67;195,67;195,67;195,67;
08/04/2015;22 - 23;195,44;193,13;193,13;193,13;193,13;193,13;292,79;292,79;193,13;193,13;193,13;193,13;193,13;193,13;193,13;194,62;194,62;
08/04/2015;23 - 00;189,84;189,61;189,61;189,61;189,61;189,61;205,15;205,15;189,61;189,61;189,61;189,61;189,61;189,61;189,61;189,61;189,61;
09/04/2015;00 - 01;187,46;187,01;187,01;187,01;187,01;187,01;215,03;215,03;187,01;187,01;187,01;187,01;187,01;187,01;187,01;187,09;187,09;
09/04/2015;01 - 02;185,52;185,22;185,22;185,22;185,22;185,22;205,62;205,62;185,22;185,22;185,22;185,22;185,22;185,22;185,22;186,86;186,86;
09/04/2015;02 - 03;184,77;184,62;184,62;184,62;184,62;184,62;203,3;203,3;184,62;184,62;184,62;184,62;184,62;184,62;184,62;184,62;184,62;
09/04/2015;03 - 04;184,55;184,55;184,55;184,55;184,55;184,55;205,17;205,17;184,55;184,55;184,55;184,55;184,55;184,55;184,55;186,79;186,79;
09/04/2015;04 - 05;185,82;185,82;185,82;185,82;185,82;185,82;207,11;207,11;185,82;185,82;185,82;185,82;185,82;185,82;185,82;187,16;187,16;
09/04/2015;05 - 06;188,95;188,43;188,43;188,43;188,43;188,43;214,51;214,51;188,43;188,43;188,43;188,43;188,43;188,43;188,43;194,41;194,41;
09/04/2015;06 - 07;198,37;192,47;192,47;192,47;192,47;239,54;336,22;336,22;192,47;192,47;192,47;192,47;192,47;192,47;239,54;312,01;336,67;
09/04/2015;07 - 08;219,74;200,01;200,01;200,01;200,01;267,78;410,93;410,93;200,01;200,01;200,01;200,01;200,01;200,01;267,78;336,82;336,82;
09/04/2015;08 - 09;231,02;203;203;212,49;212,49;326,43;474,37;474,37;212,49;212,49;212,49;203;203;203;326,43;326,43;425,28;
09/04/2015;09 - 10;225,42;201,21;201,21;201,66;201,66;334,35;387,92;387,92;201,66;201,66;201,66;201,21;201,21;201,21;334,35;334,35;336,89;
09/04/2015;10 - 11;217,12;198,29;198,29;198,29;198,29;254,78;322,1;322,1;198,29;198,29;198,29;198,29;198,29;198,29;254,78;312,23;336,67;
09/04/2015;11 - 12;213,54;197,02;197,02;197,02;298,79;245,74;306,18;306,18;197,02;197,02;197,02;197,02;197,02;197,02;245,74;312,08;336,37;
09/04/2015;12 - 13;207,56;198,82;198,82;198,82;234,98;239,76;240,73;240,73;194,26;194,26;194,26;198,82;198,82;198,82;239,76;312,31;336,37;
09/04/2015;13 - 14;198,89;194,78;194,78;194,78;194,78;234,75;230,79;230,79;193,51;193,51;193,51;194,78;194,78;194,78;234,75;312,23;336,29;
09/04/2015;14 - 15;193,89;192,47;192,47;192,47;192,47;192,47;231,69;231,69;192,47;192,47;192,47;192,47;192,47;192,47;192,47;292,06;292,06;
09/04/2015;15 - 16;192,99;190,82;190,82;190,82;190,82;190,82;233,33;233,33;190,82;190,82;190,82;190,82;190,82;190,82;190,82;291,91;291,91;
09/04/2015;16 - 17;193,74;190,82;190,82;190,82;190,82;192,24;251,19;251,19;190,82;190,82;190,82;190,82;190,82;190,82;192,24;312,08;314,33;
09/04/2015;17 - 18;196,2;191,05;191,05;191,05;191,05;202,63;294,08;294,08;191,05;191,05;191,05;191,05;191,05;191,05;202,63;312,08;314,48;
09/04/2015;18 - 19;198,29;191,72;191,72;191,72;191,72;220,56;294;294;191,72;191,72;191,72;191,72;191,72;191,72;220,56;312,01;314,03;
09/04/2015;19 - 20;204,64;192,91;192,91;192,91;310,96;239,01;373,35;373,35;192,91;192,91;192,91;192,91;192,91;192,91;239,01;312,08;314,25;
09/04/2015;20 - 21;201,43;193,14;193,14;193,14;370,44;193,14;407,87;407,87;193,14;193,14;193,14;193,14;193,14;193,14;193,14;291,69;291,69;
09/04/2015;21 - 22;197,7;192,39;192,39;192,39;304,76;192,39;386,65;386,65;192,39;192,39;192,39;192,39;192,39;192,39;192,39;192,39;192,39;
09/04/2015;22 - 23;192,17;190,07;190,07;190,07;190,07;190,07;316,19;316,19;190,07;190,07;190,07;190,07;190,07;190,07;190,07;194,63;194,63;
09/04/2015;23 - 00;187,39;187,24;187,24;187,24;187,24;187,24;206,89;206,89;187,24;187,24;187,24;187,24;187,24;187,24;187,24;187,24;187,24;
10/04/2015;00 - 01;187,24;187,91;187,91;187,91;187,91;187,91;187,91;187,91;186,26;186,26;186,26;190,6;190,6;190,6;187,91;190,6;190,6;
10/04/2015;01 - 02;185,89;185,29;185,29;185,29;185,29;185,29;185,29;185,29;185,29;185,29;185,29;188,36;188,36;188,36;185,29;185,29;185,29;
10/04/2015;02 - 03;185,97;186,56;186,56;186,56;186,56;186,56;186,56;186,56;185,22;185,22;185,22;187,46;187,46;187,46;186,56;186,56;186,56;
10/04/2015;03 - 04;186,71;187,46;187,46;187,46;187,46;187,46;187,46;187,46;185,29;185,29;185,29;187,46;187,46;187,46;187,46;187,46;187,46;
10/04/2015;04 - 05;187,61;190,67;190,67;190,67;190,67;190,67;190,67;190,67;185,74;185,74;185,74;190,67;190,67;190,67;190,67;190,67;190,67;
10/04/2015;05 - 06;189,93;194,03;194,03;194,03;194,03;194,03;208,98;208,98;186,04;186,04;186,04;194,03;194,03;194,03;194,03;194,03;194,03;
10/04/2015;06 - 07;200,76;201,88;201,88;201,88;201,88;273,83;262,17;262,17;187,76;187,76;187,76;201,88;201,88;201,88;273,83;311,34;311,34;
10/04/2015;07 - 08;226,24;216,3;216,3;316,49;316,49;362,29;391,81;391,81;189,78;189,78;189,78;216,3;216,3;216,3;362,29;362,29;492,15;
10/04/2015;08 - 09;240,36;217,2;217,2;395,54;395,54;445,6;405,33;405,33;190,75;190,75;190,75;217,2;217,2;217,2;445,6;445,6;896,88;
10/04/2015;09 - 10;225,64;215,48;215,48;318,29;318,29;432,6;318,29;318,29;190,3;190,3;190,3;215,48;215,48;215,48;432,6;432,6;822,24;
10/04/2015;10 - 11;215,03;214,21;214,21;256,12;256,12;409,89;262,47;262,47;189,48;189,48;189,48;214,21;214,21;214,21;409,89;409,89;690,37;
10/04/2015;11 - 12;206,21;213,39;213,39;216,67;216,67;298,64;222,43;222,43;188,73;188,73;188,73;213,39;213,39;213,39;298,64;361,77;492;
10/04/2015;12 - 13;199,49;201,66;201,66;201,66;201,66;298,41;210,77;210,77;188,28;188,28;188,28;201,66;201,66;201,66;298,41;361,77;448,51;
10/04/2015;13 - 14;193,74;196,95;196,95;196,95;196,95;261,88;205,54;205,54;187,46;187,46;187,46;196,95;196,95;196,95;261,88;361,7;425,58;
10/04/2015;14 - 15;189,63;190,6;190,6;190,6;190,6;202,63;197,47;197,47;186,86;186,86;186,86;195,23;195,23;195,23;202,63;311,04;311,04;
10/04/2015;15 - 16;188,28;186,94;186,94;186,94;186,94;188,73;203,37;203,37;185,97;185,97;185,97;194,63;194,63;194,63;188,73;310,81;310,81;
10/04/2015;16 - 17;188,58;185,37;185,37;185,37;185,37;229,75;210,92;210,92;185,37;185,37;185,37;194,11;194,11;194,11;229,75;311,34;448,14;
10/04/2015;17 - 18;191,12;185,89;185,89;185,89;185,89;235,43;252,84;252,84;185,59;185,59;185,59;194,26;194,26;194,26;235,43;311,26;447,84;
10/04/2015;18 - 19;192,84;188,43;188,43;188,43;188,43;238,34;295,57;295,57;185,97;185,97;185,97;195,68;195,68;195,38;238,34;311,19;448,29;
