datetime;Hours;SYS;SE1;SE2;SE3;SE4;FI;DK1;DK2;Oslo;Kr.sand;Bergen;Molde;Tr.heim;Tromsø;EE;LV;LT;FRE
01/01/2015;00 - 01;204,53;203,79;203,79;203,79;203,79;203,79;186,22;203,79;203,94;203,94;203,94;209,59;209,59;209,59;203,79;223,51;223,51;
01/01/2015;01 - 02;198,58;173,94;173,94;173,94;173,94;173,94;136,13;136,13;201,48;201,48;201,48;208,78;208,78;208,78;173,94;220,24;220,24;
01/01/2015;02 - 03;195,23;143,87;143,87;143,87;143,87;143,87;119,39;119,39;200,44;200,44;200,44;208,26;208,26;208,26;143,87;220,02;220,02;
01/01/2015;03 - 04;193,15;131,44;131,44;131,44;131,44;131,44;108,67;108,67;199,7;199,7;199,7;207,96;207,96;207,96;131,44;219,57;219,57;
01/01/2015;04 - 05;192,85;130,48;130,48;130,48;130,48;130,48;111,27;111,27;199,55;199,55;199,55;208,03;208,03;208,03;130,48;130,48;130,48;
01/01/2015;05 - 06;195,3;134,5;134,5;134,5;134,5;134,5;107,92;107,92;200,74;200,74;200,74;208,93;208,93;208,93;134,5;227,16;227,16;
01/01/2015;06 - 07;199,55;187,79;187,79;187,79;187,79;187,79;80,09;80,09;201,48;201,48;201,48;211,31;211,31;211,31;187,79;227,09;227,09;
01/01/2015;07 - 08;199,62;199,47;199,47;199,47;199,47;199,47;89,39;89,39;199,47;199,47;199,47;211,98;211,98;211,98;199,47;227,16;227,16;
01/01/2015;08 - 09;200,66;200,74;200,74;200,74;200,74;200,74;92,22;92,22;200,74;200,74;200,74;211,9;211,9;211,9;200,74;227,23;227,23;
01/01/2015;09 - 10;199,03;195,68;195,68;195,68;195,68;195,68;104,5;104,5;200,81;200,81;200,81;212,05;212,05;212,05;195,68;195,68;195,68;
01/01/2015;10 - 11;199,1;193,96;193,96;193,96;193,96;193,96;109,26;109,26;201,41;201,41;201,41;212,13;212,13;212,13;193,96;193,96;193,96;
01/01/2015;11 - 12;199,25;190,24;190,24;190,24;190,24;190,24;119,68;119,68;201,93;201,93;201,93;212,35;212,35;212,35;190,24;190,24;190,24;
01/01/2015;12 - 13;199,4;192,85;192,85;192,85;192,85;192,85;119,68;119,68;201,63;201,63;201,63;212,65;212,65;212,65;192,85;192,85;192,85;
01/01/2015;13 - 14;197,91;189,2;189,2;189,2;189,2;189,2;119,46;189,2;201,04;201,04;201,04;212,87;212,87;212,87;189,2;189,2;189,2;
01/01/2015;14 - 15;201,04;199,32;199,32;199,32;199,32;199,32;119,39;199,32;200,81;200,81;200,81;213,24;213,24;213,24;199,32;335,01;335,01;
01/01/2015;15 - 16;205,58;204,76;204,76;204,76;204,76;204,76;119,83;204,76;204,76;204,76;204,76;213,61;213,61;213,61;204,76;335,53;335,53;
01/01/2015;16 - 17;210,56;210,79;210,79;210,79;210,79;210,79;178,11;210,79;210,79;210,79;210,79;212,72;212,72;212,72;210,79;342,38;342,38;
01/01/2015;17 - 18;210,93;211,08;211,08;211,08;211,08;211,08;200,22;211,08;211,08;211,08;211,08;212,5;212,5;212,5;211,08;342,38;342,38;
01/01/2015;18 - 19;210,04;209,74;209,74;209,74;209,74;209,74;196,2;209,74;209,74;209,74;209,74;212,27;212,27;212,27;209,74;342,45;342,45;
01/01/2015;19 - 20;207,73;206,99;206,99;206,99;206,99;206,99;178,48;206,99;206,99;206,99;206,99;212,2;212,2;212,2;206,99;342,53;342,53;
01/01/2015;20 - 21;204,98;204,38;204,38;204,38;204,38;204,38;119,76;119,76;204,38;204,38;204,38;213,09;213,09;213,09;204,38;335,53;335,53;
01/01/2015;21 - 22;201,93;201,41;201,41;201,41;201,41;201,41;104,8;104,8;201,41;201,41;201,41;214,21;214,21;214,21;201,41;234,98;234,98;
01/01/2015;22 - 23;200,37;196,5;196,5;196,5;196,5;196,5;92,59;92,59;200,96;200,96;200,96;213,32;213,32;213,32;196,5;208,78;208,78;
01/01/2015;23 - 00;193,22;136,65;136,65;136,65;136,65;136,65;0,3;0,3;199,7;199,7;199,7;212,05;212,05;212,05;136,65;208,93;208,93;
02/01/2015;00 - 01;184,53;132,35;132,35;132,35;132,35;132,35;-90,14;-90,14;198,82;198,82;198,82;209,62;209,62;209,62;132,35;209,17;209,17;
02/01/2015;01 - 02;165,48;71,61;71,61;71,61;71,61;71,61;-146,12;-146,12;196,59;196,59;196,59;210,06;210,06;210,06;71,61;71,61;71,61;
02/01/2015;02 - 03;155,8;57,09;57,09;57,09;57,09;57,09;-144,19;-144,19;195,03;195,03;195,03;209,54;209,54;209,54;57,09;57,09;57,09;
02/01/2015;03 - 04;138,23;80,62;80,62;80,62;80,62;80,62;-233,81;-233,81;190,56;190,56;190,56;209,84;209,84;209,84;80,62;80,62;80,62;
02/01/2015;04 - 05;138,38;172,25;172,25;172,25;172,25;172,25;-233,81;-233,81;184,16;184,16;184,16;210,21;210,21;210,21;172,25;172,25;172,25;
02/01/2015;05 - 06;182,75;194,28;194,28;194,28;194,28;194,28;-100,34;-100,34;194,28;194,28;194,28;211,78;211,78;211,78;194,28;194,28;194,28;
02/01/2015;06 - 07;201,73;202,84;202,84;202,84;202,84;202,84;0,6;0,6;202,84;202,84;202,84;214,75;214,75;214,75;202,84;212;212;
02/01/2015;07 - 08;210,96;211,18;211,18;211,18;211,18;211,18;74,88;211,18;211,18;211,18;211,18;215,65;215,65;215,65;211,18;211,18;211,18;
02/01/2015;08 - 09;211,4;211,18;211,18;211,18;211,18;211,18;106,07;211,18;211,18;211,18;211,18;215,87;215,87;215,87;211,18;211,18;211,18;
02/01/2015;09 - 10;211,26;210,81;210,81;210,81;210,81;210,81;108,38;210,81;210,81;210,81;210,81;216,91;216,91;216,91;210,81;210,81;210,81;
02/01/2015;10 - 11;210,96;210,66;210,66;210,66;210,66;210,66;108,98;210,66;210,66;210,66;210,66;217,43;217,43;217,43;210,66;297,68;297,68;
02/01/2015;11 - 12;211,4;211,33;211,33;211,33;211,33;211,33;112,25;211,33;211,33;211,33;211,33;216,47;216,47;216,47;211,33;211,33;211,33;
02/01/2015;12 - 13;210,81;210,66;210,66;210,66;210,66;210,66;114,71;210,66;210,66;210,66;210,66;215,8;215,8;215,8;210,66;210,66;210,66;
02/01/2015;13 - 14;210,06;210,21;210,21;210,21;210,21;213,64;108,08;210,21;210,21;210,21;210,21;215,5;215,5;215,5;213,64;213,64;213,64;
02/01/2015;14 - 15;209,62;209,32;209,32;209,32;209,32;216,91;109,42;209,32;209,32;209,32;209,32;215,87;215,87;215,87;216,91;216,91;216,91;
02/01/2015;15 - 16;210,96;210,14;210,14;210,14;210,14;220,26;109,13;210,14;210,14;210,14;210,14;216,99;216,99;216,99;220,26;220,26;220,26;
02/01/2015;16 - 17;213,41;212,82;212,82;212,82;212,82;219,15;119,77;212,82;212,82;212,82;212,82;216,84;216,84;216,84;219,15;219,15;219,15;
02/01/2015;17 - 18;214,01;213,86;213,86;213,86;213,86;219,07;186,84;213,86;213,86;213,86;213,86;216,17;216,17;216,17;219,07;219,07;219,07;
02/01/2015;18 - 19;212,52;212;212;212;212;212;186,54;212;212;212;212;215,42;215,42;215,42;212;212;212;
02/01/2015;19 - 20;211,7;211,26;211,26;211,26;211,26;211,26;136,52;211,26;211,26;211,26;211,26;215,05;215,05;215,05;211,26;211,26;211,26;
02/01/2015;20 - 21;207,98;207,31;207,31;207,31;207,31;207,31;106,15;111,66;207,31;207,31;207,31;215,57;215,57;215,57;207,31;207,31;207,31;
02/01/2015;21 - 22;204,78;204,33;204,33;204,33;204,33;204,33;90,96;90,96;204,33;204,33;204,33;214,98;214,98;214,98;204,33;204,33;204,33;
02/01/2015;22 - 23;202,47;202,47;202,47;202,47;202,47;202,47;59,55;77,42;202,47;202,47;202,47;214,53;214,53;214,53;202,47;208,87;208,87;
02/01/2015;23 - 00;194,21;193,09;193,09;193,09;193,09;193,09;-2,46;-2,46;199,42;199,42;199,42;213,26;213,26;213,26;193,09;208,5;208,5;
03/01/2015;00 - 01;183,17;130,77;130,77;130,77;130,77;130,77;-0,6;-0,6;192,4;192,4;192,4;209,37;209,37;209,37;130,77;130,77;130,77;
03/01/2015;01 - 02;179,45;125,56;125,56;125,56;125,56;125,56;-0,52;-0,52;190,09;190,09;190,09;208,63;208,63;208,63;125,56;125,56;125,56;
03/01/2015;02 - 03;173,5;42,8;42,8;42,8;42,8;42,8;-37,44;-37,44;189,28;189,28;189,28;207,81;207,81;207,81;42,8;42,8;42,8;
03/01/2015;03 - 04;173,65;37,88;37,88;37,88;37,88;37,88;0,07;0,07;188,61;188,61;188,61;207,66;207,66;207,66;37,88;37,88;37,88;
03/01/2015;04 - 05;174,46;56,86;56,86;56,86;56,86;56,86;-0,3;-0,3;188,23;188,23;188,23;207,29;207,29;207,29;56,86;56,86;56,86;
03/01/2015;05 - 06;180,72;177,52;177,52;177,52;177,52;177,52;0,22;0,22;188,31;188,31;188,31;207,06;207,06;207,06;177,52;177,52;177,52;
03/01/2015;06 - 07;181,61;170,59;170,59;170,59;170,59;170,59;-64,53;-64,53;190,17;190,17;190,17;207,96;207,96;207,96;170,59;170,59;170,59;
03/01/2015;07 - 08;196,2;199,1;199,1;199,1;199,1;199,1;33,2;33,2;199,1;199,1;199,1;207,59;207,59;207,59;199,1;297,79;297,79;
03/01/2015;08 - 09;198,36;200,81;200,81;200,81;200,81;200,81;73,69;73,69;200,81;200,81;200,81;207,88;207,88;207,88;200,81;200,81;200,81;
03/01/2015;09 - 10;204,68;204,83;204,83;204,83;204,83;204,83;106,36;106,36;204,83;204,83;204,83;210,41;210,41;210,41;204,83;204,83;204,83;
03/01/2015;10 - 11;206,32;206,32;206,32;206,32;206,32;206,32;124,52;124,52;206,32;206,32;206,32;211,16;211,16;211,16;206,32;297,87;297,87;
03/01/2015;11 - 12;206,69;206,39;206,39;206,39;206,39;206,39;166,05;166,05;206,39;206,39;206,39;211,38;211,38;211,38;206,39;297,94;297,94;
03/01/2015;12 - 13;206,32;205,87;205,87;205,87;205,87;205,87;171,41;171,41;205,87;205,87;205,87;211,68;211,68;211,68;205,87;297,94;297,94;
03/01/2015;13 - 14;206,25;205,8;205,8;205,8;205,8;205,8;166,72;166,72;205,8;205,8;205,8;211,9;211,9;211,9;205,8;297,57;297,57;
03/01/2015;14 - 15;207,44;206,99;206,99;206,99;206,99;206,99;201,48;206,99;206,99;206,99;206,99;211,98;211,98;211,98;206,99;206,99;206,99;
03/01/2015;15 - 16;211,38;211,16;211,16;211,16;211,16;224,85;210,56;211,16;211,16;210,56;211,16;212,05;212,05;212,05;224,85;297,94;297,94;
03/01/2015;16 - 17;215,62;217,56;217,56;217,56;217,56;231,4;212,87;217,56;212,87;212,87;212,87;217,56;217,56;217,56;231,4;298,02;298,02;
03/01/2015;17 - 18;218,82;219,79;219,79;219,79;219,79;231,25;214,95;219,79;214,95;214,95;214,95;219,79;219,79;219,79;231,25;231,25;231,25;
03/01/2015;18 - 19;219,27;221,43;221,43;221,43;221,43;228,13;214,21;221,43;214,21;214,21;214,21;221,43;221,43;221,43;228,13;228,13;228,13;
03/01/2015;19 - 20;215,7;219,27;219,27;219,27;219,27;219,27;212,42;219,27;212,42;212,42;212,42;219,27;219,27;219,27;219,27;297,79;297,79;
03/01/2015;20 - 21;211,38;213,54;213,54;213,54;213,54;213,54;210,93;213,54;210,93;210,93;210,93;213,54;213,54;213,54;213,54;213,54;213,54;
03/01/2015;21 - 22;208,11;207,88;207,88;207,88;207,88;207,88;202,9;207,88;207,88;207,88;207,88;211,38;211,38;211,38;207,88;234,6;234,6;
03/01/2015;22 - 23;206,62;206,17;206,17;206,17;206,17;206,17;206,17;206,17;206,17;206,17;206,17;210,86;210,86;210,86;206,17;208,55;208,55;
03/01/2015;23 - 00;202,6;202,82;202,82;202,82;202,82;202,82;106,21;106,21;202,82;202,82;202,82;210,04;210,04;210,04;202,82;202,82;202,82;
04/01/2015;00 - 01;204,06;205,03;205,03;205,03;205,03;205,03;69,36;69,36;205,03;205,03;205,03;209,12;209,12;209,12;205,03;205,03;205,03;
04/01/2015;01 - 02;201,53;203,76;203,76;203,76;203,76;203,76;0,74;0,74;203,76;203,76;203,76;208,67;208,67;208,67;203,76;203,76;203,76;
04/01/2015;02 - 03;199,52;202,2;202,2;202,2;202,2;202,2;0,74;0,74;202,2;202,2;202,2;207,86;207,86;207,86;202,2;202,2;202,2;
04/01/2015;03 - 04;197,73;201,16;201,16;201,16;201,16;201,16;0,74;0,74;201,16;201,16;201,16;207,71;207,71;207,71;201,16;201,16;201,16;
04/01/2015;04 - 05;198,25;201,23;201,23;201,23;201,23;201,23;0,82;0,82;201,23;201,23;201,23;207,71;207,71;207,71;201,23;201,23;201,23;
04/01/2015;05 - 06;201,08;202,35;202,35;202,35;202,35;202,35;50,61;50,61;202,35;202,35;202,35;208;208;208;202,35;202,35;202,35;
04/01/2015;06 - 07;201,6;201,9;201,9;201,9;201,9;201,9;111,26;111,26;201,9;201,9;201,9;208,75;208,75;208,75;201,9;201,9;201,9;
04/01/2015;07 - 08;202,12;201,38;201,38;201,38;201,38;201,38;189,7;189,7;201,38;201,38;201,38;209,34;209,34;209,34;201,38;201,38;201,38;
04/01/2015;08 - 09;205,7;205,62;205,62;205,62;205,62;205,62;195,58;205,62;205,62;205,62;205,62;208,52;208,52;208,52;205,62;205,62;205,62;
04/01/2015;09 - 10;208,6;208,6;208,6;208,6;208,6;208,6;203,32;208,6;208,6;208,6;208,6;209,64;209,64;209,64;208,6;208,6;208,6;
04/01/2015;10 - 11;210,01;210,16;210,16;210,16;210,16;210,16;205,1;210,16;210,16;210,16;210,16;210,39;210,39;210,39;210,16;210,16;210,16;
04/01/2015;11 - 12;210,46;210,76;210,76;210,76;210,76;210,76;203,32;210,76;210,76;210,76;210,76;210,76;210,76;210,76;210,76;210,76;210,76;
04/01/2015;12 - 13;210,09;210,16;210,16;210,16;210,16;210,16;201,53;210,16;210,16;210,16;210,16;210,76;210,76;210,76;210,16;210,16;210,16;
04/01/2015;13 - 14;210,24;210,39;210,39;210,39;210,39;210,39;195,95;210,39;210,39;210,39;210,39;210,98;210,98;210,98;210,39;210,39;210,39;
04/01/2015;14 - 15;210,83;210,76;210,76;210,76;210,76;210,76;204,06;210,76;210,76;210,76;210,76;211,35;211,35;211,35;210,76;210,76;210,76;
04/01/2015;15 - 16;213,29;213,59;213,59;213,59;213,59;230,7;211,13;213,59;213,51;211,13;213,51;213,59;213,59;213,59;230,7;230,7;230,7;
04/01/2015;16 - 17;217,9;220,13;220,13;220,13;220,13;231,45;213,21;220,13;214,78;213,21;214,78;220,13;220,13;220,13;231,45;231,45;231,45;
04/01/2015;17 - 18;220,88;222,66;222,66;222,66;222,66;231;215,37;222,66;215,67;215,67;215,67;222,66;222,66;222,66;297,75;297,75;297,75;
04/01/2015;18 - 19;222,22;222,59;222,59;222,59;222,59;231,3;220,21;222,59;219,84;219,84;219,84;222,59;222,59;222,59;297,68;297,68;297,68;
04/01/2015;19 - 20;221,1;221,55;221,55;221,55;221,55;230,03;218,94;221,55;218,94;218,94;218,94;221,55;221,55;221,55;230,03;230,03;230,03;
04/01/2015;20 - 21;217,46;219,17;219,17;219,17;219,17;219,17;215,22;219,17;215,22;215,22;215,22;219,17;219,17;219,17;220,73;220,73;220,73;
04/01/2015;21 - 22;214,92;216,26;216,26;216,26;216,26;221,62;213,29;216,26;213,29;213,29;213,29;216,26;216,26;216,26;221,62;221,62;221,62;
04/01/2015;22 - 23;214,48;216,04;216,04;216,04;216,04;216,04;216,04;216,04;213,51;213,51;213,51;216,04;216,04;216,04;216,04;216,04;216,04;
04/01/2015;23 - 00;208,75;208,52;208,52;208,52;208,52;208,52;205,99;205,99;208,52;208,52;208,52;210,91;210,91;210,91;208,52;208,52;208,52;
05/01/2015;00 - 01;212,39;216,26;216,26;216,26;216,26;216,26;209,79;216,26;209,79;209,79;209,79;216,26;216,26;216,26;216,26;216,26;216,26;
05/01/2015;01 - 02;211,58;214,92;214,92;214,92;214,92;214,92;209,49;214,92;209,49;209,49;209,49;214,92;214,92;214,92;214,92;214,92;214,92;
05/01/2015;02 - 03;211,43;214,85;214,85;214,85;214,85;214,85;209,34;214,85;209,34;209,34;209,34;214,85;214,85;214,85;214,85;214,85;214,85;
05/01/2015;03 - 04;211,13;215,59;215,59;215,59;215,59;215,59;208,75;208,75;208,75;208,75;208,75;215,59;215,59;215,59;215,59;215,59;215,59;
05/01/2015;04 - 05;212,1;218,35;218,35;218,35;218,35;218,35;208,67;218,35;208,67;208,67;208,67;218,35;218,35;218,35;218,35;218,35;218,35;
05/01/2015;05 - 06;218,2;225,72;225,72;225,72;225,72;267,61;201,01;225,72;211,8;211,8;211,8;225,72;225,72;225,72;267,61;335,34;335,34;
05/01/2015;06 - 07;226,83;233,6;233,6;233,6;233,6;289,57;205,4;233,6;214,18;214,18;214,18;233,6;233,6;233,6;289,57;335,63;335,63;
05/01/2015;07 - 08;245,29;244,4;244,4;244,4;244,4;335,04;250,2;244,4;230,63;230,63;230,63;244,4;244,4;244,4;335,04;335,34;335,34;
05/01/2015;08 - 09;286,14;266,2;266,2;283,91;283,91;335,19;283,91;283,91;283,91;283,91;245,21;266,2;266,2;266,2;335,19;335,19;335,19;
05/01/2015;09 - 10;299,09;266,94;266,94;308,92;308,92;335,19;308,92;308,92;308,92;308,92;247,6;266,94;266,94;266,94;335,19;335,19;335,19;
05/01/2015;10 - 11;294,78;264,64;264,64;301,1;301,1;335,04;301,1;301,1;301,1;301,1;247,97;264,64;264,64;264,64;335,04;335,04;335,04;
05/01/2015;11 - 12;295;260,47;260,47;304,9;304,9;335,11;304,9;304,9;304,9;304,9;248,64;260,47;260,47;260,47;335,11;335,11;335,11;
05/01/2015;12 - 13;291,8;257,79;257,79;303,04;303,04;335,26;303,04;303,04;287,71;287,71;247,74;257,79;257,79;257,79;335,26;335,26;335,26;
05/01/2015;13 - 14;295,6;258,68;258,68;311,97;311,97;335,26;311,97;311,97;271,19;271,19;245,73;258,68;258,68;258,68;335,26;335,26;335,26;
05/01/2015;14 - 15;303,04;261,21;261,21;312,56;312,56;335,63;312,56;312,56;280,86;280,86;245,29;261,21;261,21;261,21;335,63;335,63;335,63;
05/01/2015;15 - 16;313,38;266,65;266,65;320,75;320,75;342,56;320,75;320,75;320,75;320,75;246,18;266,65;266,65;266,65;342,56;342,56;342,56;
05/01/2015;16 - 17;342,7;267,47;267,47;347,54;347,54;347,54;347,54;347,54;347,54;347,54;252,88;267,47;267,47;267,47;347,54;347,54;347,54;
05/01/2015;17 - 18;362,57;263,22;263,22;422,56;422,56;422,56;422,56;422,56;422,56;422,56;250,57;263,22;263,22;263,22;422,56;422,56;422,56;
05/01/2015;18 - 19;362,8;258,83;258,83;437,89;437,89;437,89;437,89;437,89;271,56;271,56;245,73;258,83;258,83;258,83;431,93;431,93;431,93;
05/01/2015;19 - 20;342,48;254,52;254,52;366,37;366,37;366,37;366,37;366,37;241,34;241,34;241,34;254,52;254,52;254,52;372,4;372,4;372,4;
05/01/2015;20 - 21;276,62;253,03;253,03;329,83;329,83;329,83;329,83;329,83;233,6;233,6;233,6;253,03;253,03;253,03;329,83;342,41;342,41;
05/01/2015;21 - 22;255,63;253,92;253,92;266,87;266,87;335,56;266,87;266,87;225,42;225,42;225,42;253,92;253,92;253,92;335,56;335,56;335,56;
05/01/2015;22 - 23;236,88;242,31;242,31;242,31;242,31;242,31;242,31;242,31;219,02;219,02;219,02;242,31;242,31;242,31;242,31;242,31;242,31;
05/01/2015;23 - 00;221,25;223,48;223,48;223,48;223,48;223,48;223,48;223,48;216,49;216,49;216,49;223,48;223,48;223,48;223,48;223,48;223,48;
06/01/2015;00 - 01;220,19;223,39;223,39;223,39;223,39;223,39;223,39;223,39;208,95;208,95;208,95;223,39;223,39;223,39;223,39;223,39;223,39;
06/01/2015;01 - 02;217,88;221,83;221,83;221,83;221,83;221,83;221,83;221,83;207,91;207,91;207,91;221,83;221,83;221,83;221,83;221,83;221,83;
06/01/2015;02 - 03;214,61;218,85;218,85;218,85;218,85;218,85;218,85;218,85;207,69;207,69;207,69;218,85;218,85;218,85;218,85;218,85;218,85;
06/01/2015;03 - 04;212,45;216,62;216,62;216,62;216,62;216,62;207,54;216,62;207,54;207,54;207,54;216,62;216,62;216,62;216,62;216,62;216,62;
06/01/2015;04 - 05;212,9;219,52;219,52;219,52;219,52;219,52;207,54;219,52;207,54;207,54;207,54;219,52;219,52;219,52;219,52;219,52;219,52;
06/01/2015;05 - 06;216,62;220,56;220,56;220,56;220,56;220,56;208,43;220,56;208,43;208,43;208,43;220,56;220,56;220,56;220,56;327,42;327,42;
06/01/2015;06 - 07;219,3;220,79;220,79;220,79;220,79;220,79;220,79;220,79;213,79;213,79;213,79;220,79;220,79;220,79;220,79;336,35;336,35;
06/01/2015;07 - 08;224,58;223,47;223,47;223,47;223,47;228,82;223,47;223,47;223,47;223,47;223,47;223,47;223,47;223,47;228,82;327,64;327,64;
06/01/2015;08 - 09;228,45;226,96;226,96;226,96;226,96;231,28;226,96;303,31;226,96;226,96;226,96;226,96;226,96;226,96;231,28;327,72;327,72;
06/01/2015;09 - 10;227,11;225,85;225,85;225,85;225,85;239,54;225,85;225,85;225,85;225,85;225,85;225,85;225,85;225,85;239,54;320,72;320,72;
06/01/2015;10 - 11;228,75;227,19;227,19;227,19;227,19;248,39;227,19;227,19;227,19;227,19;227,19;227,19;227,19;227,19;248,39;320,65;320,65;
06/01/2015;11 - 12;227,33;226,74;226,74;226,74;226,74;252,11;222,57;226,74;222,57;222,57;222,57;226,74;226,74;226,74;252,11;320,65;320,65;
06/01/2015;12 - 13;223,76;223,69;223,69;223,69;223,69;240,13;220,41;223,69;220,41;220,41;220,41;223,69;223,69;223,69;240,13;320,72;320,72;
06/01/2015;13 - 14;223,02;223,09;223,09;223,09;223,09;231,5;220,12;223,09;220,12;220,12;220,12;223,09;223,09;223,09;231,5;336,43;336,43;
06/01/2015;14 - 15;223,47;223,17;223,17;223,17;223,17;250,33;220,04;223,17;220,04;220,04;220,04;223,17;223,17;223,17;250,33;328,02;328,02;
06/01/2015;15 - 16;227,48;226,81;226,81;226,81;226,81;281,21;220,41;226,81;220,41;220,41;220,41;226,81;226,81;226,81;281,21;336,35;336,35;
06/01/2015;16 - 17;230,31;229,42;229,42;229,42;229,42;293,94;223,17;229,42;223,17;223,17;223,17;229,42;229,42;229,42;293,94;320,5;320,5;
06/01/2015;17 - 18;230,24;230,98;230,98;230,98;230,98;289,84;220,64;230,98;220,64;220,64;220,64;230,98;230,98;230,98;289,84;320,13;320,13;
06/01/2015;18 - 19;227,48;227,11;227,11;227,11;227,11;280,62;220,12;227,11;220,12;220,12;220,12;227,11;227,11;227,11;280,62;280,62;280,62;
06/01/2015;19 - 20;222,87;223,17;223,17;223,17;223,17;260;215,8;223,17;215,8;215,8;215,8;223,17;223,17;223,17;260;260;260;
06/01/2015;20 - 21;220,04;220,34;220,34;220,34;220,34;246,68;211,71;220,34;211,71;211,71;211,71;220,34;220,34;220,34;246,68;320,35;320,35;
06/01/2015;21 - 22;216,92;216,92;216,92;216,92;216,92;244,97;209,48;216,92;209,48;209,48;209,48;216,92;216,92;216,92;244,97;244,97;244,97;
06/01/2015;22 - 23;208,36;209,18;209,18;209,18;209,18;225,92;208,95;209,18;206,35;206,35;206,35;209,18;209,18;209,18;225,92;225,92;225,92;
06/01/2015;23 - 00;203,45;203,3;203,3;203,3;203,3;208,95;200,69;203,3;203,3;203,3;203,3;203,3;203,3;203,3;208,95;208,95;208,95;
07/01/2015;00 - 01;196,29;196,06;196,06;196,06;196,06;196,06;196,06;196,06;196,06;196,06;196,06;198,29;198,29;198,29;196,06;219,72;219,72;
07/01/2015;01 - 02;194,57;194,05;194,05;194,05;194,05;194,05;194,05;194,05;194,05;194,05;194,05;197,4;197,4;197,4;194,05;209,08;209,08;
07/01/2015;02 - 03;194,13;193,68;193,68;193,68;193,68;193,68;193,68;193,68;193,68;193,68;193,68;196,96;196,96;196,96;193,68;215,78;215,78;
07/01/2015;03 - 04;195,02;194,72;194,72;194,72;194,72;194,72;194,72;194,72;194,72;194,72;194,72;197,03;197,03;197,03;194,72;215,78;215,78;
07/01/2015;04 - 05;198,67;198,96;198,96;198,96;198,96;198,96;194,2;198,96;198,96;198,96;198,96;198,96;198,96;198,96;198,96;216;216;
07/01/2015;05 - 06;208,27;209,16;209,16;209,16;209,16;221,81;199,71;209,16;206,7;206,7;206,7;209,16;209,16;209,16;221,81;335,43;335,43;
07/01/2015;06 - 07;223,74;225,23;225,23;225,23;225,23;260,13;223,74;225,23;211,91;211,91;211,91;225,23;225,23;225,23;260,13;336,39;336,39;
07/01/2015;07 - 08;247,4;246,81;246,81;246,81;246,81;299,64;246,81;246,81;234,61;234,61;234,61;246,81;246,81;246,81;299,64;335,58;335,58;
07/01/2015;08 - 09;253,5;249,93;249,93;253,73;253,73;292,49;253,73;253,73;242,12;242,12;242,12;249,93;249,93;249,93;292,49;335,5;335,5;
07/01/2015;09 - 10;247,18;247,63;247,63;247,63;247,63;260,95;247,63;247,63;239,89;239,89;239,89;247,63;247,63;247,63;260,95;335,2;335,2;
07/01/2015;10 - 11;250,01;251,94;251,94;253,58;253,58;253,58;253,58;253,58;237,8;237,8;237,8;251,94;251,94;251,94;253,58;335,13;335,13;
07/01/2015;11 - 12;248,15;250,23;250,23;250,23;250,23;252,31;250,23;250,23;235,57;235,57;235,57;250,23;250,23;250,23;252,31;335,05;335,05;
07/01/2015;12 - 13;243,53;246,36;246,36;246,36;246,36;254,03;243,76;246,36;230,44;230,44;230,44;246,36;246,36;246,36;254,03;335,2;335,2;
07/01/2015;13 - 14;242,05;247,03;247,03;247,03;247,03;251,42;228,06;247,03;228,06;228,06;228,06;247,03;247,03;247,03;251,42;335,2;335,2;
07/01/2015;14 - 15;243,16;250,08;250,08;250,08;250,08;277,31;225,53;250,08;225,53;225,53;225,53;250,08;250,08;250,08;277,31;335,28;335,28;
07/01/2015;15 - 16;246,36;267,57;267,57;278,51;278,51;278,51;221,66;278,51;221,66;221,66;221,66;267,57;267,57;267,57;278,51;335,2;335,2;
07/01/2015;16 - 17;255,22;267,79;267,79;302,91;302,91;302,91;228,58;302,91;228,58;228,58;228,58;267,79;267,79;267,79;302,91;302,91;302,91;
07/01/2015;17 - 18;253,21;264,59;264,59;305,89;370,92;305,89;219,95;370,92;219,95;219,95;219,95;264,59;264,59;264,59;305,89;305,89;305,89;
07/01/2015;18 - 19;242,12;264;264;264;283,19;264;214,59;283,19;214,59;214,59;214,59;264;264;264;264;264;264;
07/01/2015;19 - 20;230,88;246,96;246,96;246,96;246,96;246,96;209,83;246,96;209,83;209,83;209,83;246,96;246,96;246,96;246,96;246,96;246,96;
07/01/2015;20 - 21;220,54;231,55;231,55;231,55;231,55;231,55;206,48;231,55;206,48;206,48;206,48;231,55;231,55;231,55;231,55;334,91;334,91;
07/01/2015;21 - 22;214,96;222,03;222,03;222,03;222,03;224,86;204,02;222,03;204,02;204,02;204,02;222,03;222,03;222,03;224,86;224,86;224,86;
07/01/2015;22 - 23;206,03;213,7;213,7;213,7;213,7;219,2;198,67;213,7;198,52;198,52;198,52;213,7;213,7;213,7;219,2;219,2;219,2;
07/01/2015;23 - 00;199,93;204,4;204,4;204,4;204,4;204,4;164,51;204,4;194,57;194,57;194,57;204,4;204,4;204,4;204,4;209,01;209,01;
08/01/2015;00 - 01;195,27;197,28;197,28;197,28;197,28;197,28;163,12;197,28;193,78;193,78;193,78;199,29;199,29;199,29;197,28;219,68;219,68;
08/01/2015;01 - 02;189,02;186,56;186,56;186,56;186,56;186,56;143,99;186,56;186,56;186,56;186,56;197,65;197,65;197,65;186,56;216,48;216,48;
